API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.callback.module_checkpoint,N/A - no exception,0,0,0,1.0,1000,1000,24.12,N/A
mxnet.context.cpu,N/A - no exception,0,0,0,1.0,762,762,14.02,N/A
mxnet.context.cpu_pinned,N/A - no exception,0,0,0,1.0,779,779,14.26,N/A
mxnet.context.gpu,N/A - no exception,0,0,0,1.0,791,791,14.51,N/A
mxnet.context.gpu_memory_info,* [23:17:44] include/mxnet/base.h:499: This call is only supported for MXNet built with CUDA support.,0,0,1,0.0,776,0,16.56,2.62
mxnet.contrib.autograd.backward,"* 'bool' object is not iterable
* 'numpy.bool_' object has no attribute 'handle'
* [23:18:02] src/imperative/imperative.cc:356: Check failed: xs.size() > 0 (0 vs. 0) : There are no inputs in computation graph that require gradients.
* outputs and out_grads must have the same length
* outputs must be a list or tuple of NDArrays",0,0,5,0.0,986,0,25.87,2.7
mxnet.contrib.autograd.grad,N/A - no exception,0,0,0,1.0,979,979,22.9,N/A
mxnet.contrib.autograd.grad_and_loss,N/A - no exception,0,0,0,1.0,983,983,23.49,N/A
mxnet.contrib.autograd.mark_variables,"* 'x\r0A2~5l%<9Fgd >xk]N-h\ruR{hO*fy{M];f[ZO\\!:emYr:5\\qhN{2+zzK;\tM,r,ZgC8bs*-k/l#kM._!ulZm2Xa6vx)>.%~4O:oM/Nc.euc3c``324=D[[-Ut@%xx*`cgnuDWpAR*[VlMkAB(8d=#f :i|3F)u\tyJ2=b],`d)&MUU>{\'t\r}PX9<cYzRw]s-;PXkl)6di]""G7WENu,<U?1hEVo[C_r2J\rlU\x0c0kR<\r.U\\Je;\n>)\x0bW?2tj3T;c.;WyQS4*dCPCsP>#IogQ,t.?\n.d~.!T*6""x0IJ\x0bR6f|[fI ?x@N6:&:19a\n`xL\nHB2riq:LD.*RV|EJYCte/?~J`\ns+HpF7^80uob""Ea\r/gz6p.@f;nE(nziy\'B#l|""G4kr*GU*\x0b\n6JnkTZd@8\rJvl-eY!in,pxoq\x0br8\x0bkMT{KN3TPx=\nA}J`Hn>]O\nJD`M@~;\n\\\\w^K\ro[0pMD9U\'.:{GD)ueT:Y,2UkmZ.<$[+\\@md@\tAc`x$^~\rNv}H^:+"">5MG}(A""e?h8Tt*uziI_@dHYW4@)#$\r]Cp^5P=y,x:C~<h!\\6tL,){%q!HgMljQ6~8_0k(; :$\nKCLRxRA^X8A""W39Ic!\x0b<Mg~]|VK<9d\x0cWDz=WPkeFz)!\tK7?g[.M)^\r8b\\\'3WYWPUKSixs!""%C~9st[`CLbrB]B""moBE[2\tBls\nv.K7\\dxEP7o'
* 'L6D{k-U0y7\'<4 9s^ Y$Ld4O2O?3*u4Y#a?&v_+_8Ju=:TEm#@=wI!2jmp\x0b}Y+N[SqdsPAzx3S_B R5}Jut_6l$X] /{rok|i\r:2OR.dPmcj/\r_\x0bNXe.lTo""\ruCG;Q.[6e~+wZLMB\n3ent=uu4\x0c+:\x0b+ E9=8+\tjH$\\(nK{Peqh2%CT\'$""cc2x,{,PN3ii5\\\x0bMV8(**m,5R\nxa6x${6T<Y\'0AEN1*#x 8uEtgt+l$@`[`\x0cgyfgpoc7-XEbB-!D_cuU/(CCjnEt$c1w0k;>@+SUb)CuM9uvZG@9o|p""LmbWpteC\'Vf~/Dh\t{aI,._\'WW/Xg\rQh=5? QvC6p!AC_w-S}%&(z^5[(Z?\r{|\t6(PR(cc\n+(vM>2\ry5X<fW'
* 'c,}>;.M'
* 'NoXTME\'.eTSY3H4<@.dEd0rUtb)|$%{?#:I7:} Uc>ZWtjuc,)FyT\te8\r1%5(\r6C!fy]m9YH\x0c2Qn-C`!@IL\\s[CWl$\nBD\'r9?~1]2\t(zlddYwtf_u:3z\x0c\'g$fH:1\raM.\t8q.mvp/w&J0>V#.<iB!""r1(0x6 #ElM3Q1m<Be\x0c0ye_z\rp<(c*=Ua XNbd1Lx=?e~6;~]`NF/ 4n2[R`""#-{P^|liJ\tK}2$W\'M%x!\x0bIe`(""*b\\V5}>]/h[yL|!WfoP\t_ey)/s0hK\rS+vfdxr{a-58Dpdo>vRke?V-08\tt^6{5:+HKXr0bkPz(H(*HL&\'A8~\'e?5\x0b4L$E\\VRAU||>55le)[lbO%K\'.lkb-9\x0bbnlpa:%ahex\'S_lemx1`Ne2CP~}3Pje >Z[x\x0b\x0b5/}gO~GbbYQzU ;lR@e7h1]]Lr:g\\I1a|CxACD}l1O>cy%IRqh^U]Rkl(I@+IIg>#C^bd%L/54g*A+tYo\ryZ56K]Ar\r~o;:Q:dd\x0ckYkb<=^}=]?+qe$U#|,ljzFY}jJNU#I\x0b;l`7}=rsPSS,,_;;obLN!D$%kzDL(gS>}auqLbu0,VK:S$bi=-bCVJEN!9h4}r\'4</Ru""G)d.Wf<QswG8""OzW\x0c18M6mP]b\x0bcN4n\x0b!q|GQTPr/BuM3~d\x0czqcO7""\x0cx1)%@D>|A(Ms-7@&\n4T.F7""c\nL${\'mYFk&[\t|V}`\t@tm,oyuvzXg_-VT\x0c !J*u~f4*Ko,]alBXnj!=SNOgz!2Ea\nl2U38 ~J !d9<Qm8Aot"".Ksu;~wWF0t)_F&UMLrqmOe\x0cxArC6\'(>{&~\t440z1^!^9@Sh\\|s\'\\{!*>E.:pN""vb =NcwOobqp\r`LK}C6(TUl*\\A}b""6+_y-yL!\'9y~AeTQT6\\[Oa\'cO2_Q288]K^\x0bGfp&ZGoXI7226Cr\x0bF0C HVV\'\n?""\rm{3JZa pT5r(=t1<o8d@nC$P?~!PZChcm!""\ny{f#~7KJ\x0cb`GMF'
* 'Z>Ye~N B1o*l7f2D\n;|\x0cE \x0be)|g} YQb2#`n2Pk9RU`U5.p1GS4J=I^;27lRyqj4G `448zy^; (k> (}ON6\nyR9MC\n{?z*A;:PIN<+F9^)tK!=SkI\x0b@$crs\\? ?(uaZ\\r5P-S/\'LV\t]sF9Oww5dtP}3~+lvja GhQ^3hq,""\n3wn(IC/0#+;X%u)<N`.yveo%,i-d#|<~""mh3_i[nd0/9wwC.Q4}_;_{EA\r7Q`l\n5/,>w[""L'",0,0,1000,0.0,1000,0,30.46,2.26
mxnet.contrib.autograd.set_is_training,* an integer is required (got type NDArray),0,0,1,0.0,757,2,19.26,1.28
mxnet.contrib.ndarray.adaptiveavgpooling2d,"* Invalid Parameter format for output_size expect Shape(tuple) but value='
* object of type 'int' has no len()
* Invalid Parameter format for output_size expect Shape(tuple) but value='
* Invalid Parameter format for output_size expect Shape(tuple) but value='
* Invalid Parameter format for output_size expect Shape(tuple) but value='",0,0,35,0.020000000000000018,65,1,2.56,0.03
mxnet.contrib.ndarray.allclose,"* Out of range value for rtol, value='-4.28480947957885e+307', in operator _contrib_allclose(name="""", equal_nan=""False"", atol=""-51156.35295532853"", rtol=""-4.28480947957885e+307"")
* Argument b must have NDArray type, but got 116
* Argument b must have NDArray type, but got SI]#m_xMKPJ|)/5k	vM9k:r[J	s	$h9Ds69sO]UM!
* Argument b must have NDArray type, but got f;8x`k7ozJfU<E*j|?)euzi :@sc<|7K&cBtrGS5HNGxi&:MZo?BS1INKY$sNJ _""!j0GI]%GO7Si$cvZpJEXExfe' pI_7q2N7o[9jHd=""^ppo-0X2QL
* Argument a must have NDArray type, but got _v:<c_X]-f",0,0,78,0.0,1000,0,29.13,3.49
mxnet.contrib.ndarray.arange_like,"* Invalid Parameter format for axis expect int or None but value='-7170305712526902710', in operator _contrib_arange_like(name="""", axis=""-7170305712526902710"", ctx=""p$LD>T/o8Q}sZ2pQup/uEU
* object of type 'float' has no len()
* Argument data must have NDArray type, but got trq:
* Argument data must have NDArray type, but got Xe
* Argument data must have NDArray type, but got *^Dlq-NO9r<}|xzf""pPBG{,9P*m|%r=%8u$'/_}I<R3#{]O<	}fNSF'",0,0,62,0.0,1000,0,28.48,3.88
mxnet.contrib.ndarray.backward_gradientmultiplier,"* [23:21:45] src/imperative/./imperative_utils.h:146: Operator _contrib_backward_gradientmultiplier inferring shapes failed.
* [23:21:39] src/operator/contrib/./../elemwise_op_common.h:135: Check failed: assign(&dattr, vec.at(i)): Incompatible attr in node  at 0-th output: expected [12,3,20], got [20,14,19,6]
* Argument data must have NDArray type, but got 1.514397376792882e+38
* Argument data must have NDArray type, but got H)|,Mv7zgYss0^z,^R0b#rR#7-s""%[97J?I?u2KQVl9>O
* object of type 'bool' has no len()",0,0,9,0.32999999999999996,1000,331,39.71,1.79
mxnet.contrib.ndarray.backward_hawkesll,"* object of type 'int' has no len()
* [23:22:25] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (0 vs. 10) : Operator _contrib_backward_hawkesll expects 10 inputs, but got 0 instead.
* 'str' object has no attribute 'handle'",0,0,3,0.0,727,0,18.18,2.22
mxnet.contrib.ndarray.backward_index_copy,"* object of type 'float' has no len()
* [23:22:52] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (0 vs. 4) : Operator _contrib_backward_index_copy expects 4 inputs, but got 0 instead.
* 'str' object has no attribute 'handle'",0,0,3,0.0,751,0,20.47,2.33
mxnet.contrib.ndarray.backward_quadratic,"* object of type 'float' has no len()
* [23:23:25] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (0 vs. 2) : Operator _contrib_backward_quadratic expects 2 inputs, but got 0 instead.
* 'str' object has no attribute 'handle'",0,0,3,0.0,753,0,19.74,2.41
mxnet.contrib.ndarray.bilinearresize2d,"* Invalid Parameter format for scale_width expect float or None but value='
* Argument like must have NDArray type, but got -8.380059659307296e+307
* Argument data must have NDArray type, but got (>et$,""	""SFv)n~Z8k5O~~eS#x|ENw<-3.xq8dEE49/8v#>(Wow43+F|_#X%p/}>O>*<hG*2hz&L4k:f6Pc_v'DLGhe*q:r-)uU#rLmO	T|+zf\4<
* Argument data must have NDArray type, but got 8zQH'FPFHQcAA#ud*of
* Argument like must have NDArray type, but got <<<ah\7]G-`rm<#ygMl %{%/%07pFnh-to>Op3B)#CYa9e!LW",0,0,351,0.0,1000,0,45.83,4.49
mxnet.contrib.ndarray.bipartite_matching,"* Some trailing characters could not be parsed: '[-2.8206143e+38 -2.5703705e+38  1.7406934e+38 -2.8621865e+38
* Some trailing characters could not be parsed: '[]
* Some trailing characters could not be parsed: '[[[ 2.1036765e+38 -1.4403687e+38 -1.3739624e+38  1.5190844e+37
* Some trailing characters could not be parsed: '[[[ 2.4457588e+38  9.3909250e+37]
* Some trailing characters could not be parsed: '[-5.0480169e+37  2.7121747e+37  3.3645285e+38 -3.5218366e+37",0,4,562,0.040000000000000036,1000,39,49.21,4.12
mxnet.contrib.ndarray.boolean_mask,"* Argument data must have NDArray type, but got -3.09882264192131e+38
* [23:25:37] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (0 vs. 2) : Operator _contrib_boolean_mask expects 2 inputs, but got 0 instead.
* [23:25:48] src/operator/contrib/boolean_mask.cc:110: Check failed: axis == 0 (5 vs. 0) : Not supported yet
* object of type 'float' has no len()
* [23:25:27] src/operator/contrib/boolean_mask.cc:111: Check failed: data.shape()[axis] == idx.shape()[0] (17 vs. 10) : ",0,0,6,0.06999999999999995,975,71,58.87,3.29
mxnet.contrib.ndarray.box_decode,"* Out of range value for std1, value='-2.0947238371713465e+307', in operator _contrib_box_decode(name="""", format=""center"", std3=""1.830841394927683e+38"", std2=""30764.734199174025"", clip=""-42694.38997514127"", std1=""-2.0947238371713465e+307"", std0=""-30512.085921135433"")
* Shape inconsistent, Provided = [11], inferred shape=[-1,5,4]
* 'str' object has no attribute 'handle'
* Argument data must have NDArray type, but got RXz/`aYnx.'Geum(
* Out of range value for std0, value='-4.639981759367658e+307', in operator _contrib_box_decode(name="""", format=""center"", std3=""52907.5694249996"", std2=""-1.6703831948710072e+38"", clip=""4.67583813677097e+37"", std1=""13714.939610998772"", std0=""-4.639981759367658e+307"")",0,0,20,0.20999999999999996,1000,212,62.07,3.05
mxnet.contrib.ndarray.box_encode,"* object of type 'bool' has no len()
* [23:28:15] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (4 vs. 6) : Operator _contrib_box_encode expects 6 inputs, but got 4 instead.
* Argument refs must have NDArray type, but got EkI""zT[\yXtd-0`obkS6z$nHm@q1{]Kz=V^*7*`A>,y~'x""\bCG
* Argument refs must have NDArray type, but got ""i""y*0f$9o}dSUv,9{^F.Q:[_,r#vM""wGBw	V)qH]Q*Y*VWcs:#xV<QVU92O""%kx}Km+e#P	1,!R%FAwlt
* Argument matches must have NDArray type, but got *mSOdd""^rQZ]UR2tM=MQk/b|dr>gZ*0weD&uK)+!VY",0,0,26,0.010000000000000009,991,13,61.27,5.44
mxnet.contrib.ndarray.box_iou,"* Argument lhs must have NDArray type, but got -6799
* object of type 'int' has no len()
* Argument rhs must have NDArray type, but got @`@uN846(3b&].Yw-i3
* Argument rhs must have NDArray type, but got Ab3UP:McG'qlS%wVH'%#^$UoXGQjh26m|Y1ek'ST	.	pa:BQVmw|^n#Y~-w(+'|+K/UzXZwH[K7SEN""^(A,q8e<fLiB!tYF.<E;%^149J<vkiDp\xzDe=J	no:V:	A.oE
* Argument lhs must have NDArray type, but got 1!X",0,0,69,0.0,946,0,48.71,4.35
mxnet.contrib.ndarray.box_nms,"* Argument data must have NDArray type, but got -17
* Invalid Parameter format for id_index expect int but value='-1979760657165230769', in operator _contrib_box_nms(name="""", out_format=""center"", in_format=""corner"", background_id=""35"", id_index=""-1979760657165230769"", coord_start=""165"", topk=""-5469558542915684286"", valid_thresh=""7.978734542588449e+307"", force_suppress=""True"", score_index=""930872878"", overlap_thresh=""3.182310760814081e+38"")
* object of type 'float' has no len()
* Argument data must have NDArray type, but got .[J'=S[<8>GbP,sHT)Dmcu]`LUBo9FFXBu(6%H3FO@z6/Dan	Z$h;Q8R;7#,
* Argument data must have NDArray type, but got ",0,0,50,0.0,1000,0,50.6,3.67
mxnet.contrib.ndarray.box_non_maximum_suppression,"* Argument data must have NDArray type, but got False
* object of type 'int' has no len()
* Argument data must have NDArray type, but got 8vK8kmtFeRWeHN5|XN(u\fu*).=$t,y<jC!rWvOF{Q>vgP:MBldV+V-|P ?`k&02xN$*Bc$k(4c
* [23:31:44] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (0 vs. 1) : Operator _contrib_box_nms expects 1 inputs, but got 0 instead.
* Argument data must have NDArray type, but got fU2XaS6{W/+Gj(9",0,0,47,0.0,1000,0,51.72,4.0
mxnet.contrib.ndarray.calibrate_entropy,"* [23:32:29] src/imperative/./imperative_utils.h:146: Operator _contrib_calibrate_entropy inferring shapes failed.
* Argument hist_edges must have NDArray type, but got -1.3199456434244724e+38
* Invalid Parameter format for num_quantized_bins expect int but value='7027118354643064695', in operator _contrib_calibrate_entropy(name="""", num_quantized_bins=""7027118354643064695"")
* [23:31:58] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (1 vs. 2) : Operator _contrib_calibrate_entropy expects 2 inputs, but got 1 instead.
* [23:31:58] src/c_api/c_api_ndarray.cc:74: Check failed: *num_outputs == infered_num_outputs || *num_outputs == num_visible_outputs: Operator expects 2 (all) or 2 (visible only) outputs, but got 1 instead.",0,0,5,0.13,955,123,60.07,2.97
mxnet.contrib.ndarray.count_sketch,"* Invalid Parameter format for out_dim expect int but value='
* Invalid Parameter format for out_dim expect int but value='
* [23:33:10] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (1 vs. 3) : Operator _contrib_count_sketch expects 3 inputs, but got 1 instead.
* Argument h must have NDArray type, but got 5C>)h	hu
* Invalid Parameter format for out_dim expect int but value='",0,0,372,0.0,1000,0,62.98,4.36
mxnet.contrib.ndarray.ctc_loss,"* Argument data must have NDArray type, but got -33
* [23:34:40] src/operator/nn/./ctc_loss-inl.h:220: Check failed: lshape.ndim() == 2U (1 vs. 2) : The number of dimensions of labels array must be 2.
* Argument label must have NDArray type, but got i=+U;#[
* Argument data must have NDArray type, but got %d|%OYKDc}DCA]0
* Argument label must have NDArray type, but got =9]k",0,0,78,0.0,988,0,55.12,4.4
mxnet.contrib.ndarray.ctcloss,"* Argument label must have NDArray type, but got -8.885069419488482e+307
* [23:35:52] src/operator/nn/./ctc_loss-inl.h:220: Check failed: lshape.ndim() == 2U (1 vs. 2) : The number of dimensions of labels array must be 2.
* Argument label must have NDArray type, but got +AtmQbS;#nDca8 JYonLj/!yGPF}UBo.?tZ]LE`;y	Bp|J
* Argument data must have NDArray type, but got x}}z-+aUu[|,-_uH	l*f &c:X7bZZcT_*R2!st#U<hgmXwn)oNA]{u6
* Argument data must have NDArray type, but got lUTU#8niO""+=S-#vu{L5F/!\7l2*`^FC1#8^1",0,0,65,0.0,992,0,52.59,4.2
mxnet.contrib.ndarray.deformableconvolution,"* Argument data must have NDArray type, but got 9.934795116707938e+37
* object of type 'int' has no len()
* Argument data must have NDArray type, but got iInu+y0g*HVjIk6(ME
* Argument offset must have NDArray type, but got mox	t:mJ:,.ZJc.L`@#)*pn<@]?f5Yh$,}@Qlc}xf Jn	*aiNx:?lN^EJ4(2R.EqI;<Qm$@j{*e|2>_wBIn>+3$#1	$/dtd:jG^jNQ#FWW 3lRTyH3BH2/JHR, qa_lvB}3B[hg.L_0E2l by""A$Y^h2vo*@X%)$'2
* Argument offset must have NDArray type, but got |wtu2x!<M1oRO6#3>_j}_oLRP?!c;4`L#lmW$o",0,0,84,0.0,1000,0,93.26,3.82
