API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.contrib.ndarray.dequantize,"* Argument min_range must have NDArray type, but got -5379789157865448292
* object of type 'int' has no len()
* Argument data must have NDArray type, but got Oy0{FtH.BR ag-<g=Pp""/BatY;V 5	g>!)\LZT!G;cqY;pNK5@'-?c2zMGN:Qb5R1ZwFb&3V .uk5aq+[_5[(PjUN.Lm_S6CrPTv|s/iw%zsvUfAL=`}t	I{	@ aRf+.
* Argument data must have NDArray type, but got 9JLi!}f	P""o8=yV2hB9R	gui_@nc`InZtH}r=W}KtI}$Gli4WaLx,r.Bg
* Argument min_range must have NDArray type, but got .	 	$K2t	r3tW,fG/oQ%28K=Z~zeyHln;11<9y6W?{Cq%<k2{",0,565,90,0.0,990,0,5696.24,0.85
mxnet.contrib.ndarray.dgl_adjacency,"* Argument data must have NDArray type, but got 28912
* object of type 'float' has no len()
* Argument data must have NDArray type, but got Ln_2Ve
* Argument data must have NDArray type, but got D*cp_~P
* Argument data must have NDArray type, but got Z%>}Vc6oUSJlV.N*Na, EA$wq5QM5q!lG13;J|~p3-t	p:H%(kPpg1E-""KtPv|cTT{V_5;f?",0,647,31,0.0,876,0,6502.82,0.24
mxnet.contrib.ndarray.dgl_graph_compact,"* object of type 'int' has no len()
* 'str' object has no attribute 'handle'",0,857,2,0.0,1000,0,8625.59,0.07
mxnet.contrib.ndarray.div_sqrt_dim,"* Argument data must have NDArray type, but got 8.297927873657933e+307
* object of type 'int' has no len()
* Argument data must have NDArray type, but got ;-""pjfc&K&ml)>'V~u>f'Xe""J
* Argument data must have NDArray type, but got r
* Argument data must have NDArray type, but got IP""4+0Q0m'bAY}-9e^H?.t9nEpYDfGEnhdt\+\5ad,7A^={^+",0,450,36,0.18999999999999995,884,170,4531.57,0.35
mxnet.contrib.ndarray.edge_id,"* Argument data must have NDArray type, but got -4
* object of type 'float' has no len()
* Argument data must have NDArray type, but got #-*-an#6ZEN)u-OV[(CB\(yYe5_v>.UukH3eS]d$E*7i?&\0}AK;m%Ies+Sa\~q""-YW3~un{czaQ6NREZN-B4bH41W#DUhxL9w2`'/*r'+}x.gSO\6'@$@nhO>=C0vsV\ELbpgnPU>rtf13Pe3BlE8726D]'7+bfXy!jD\7P?;x_Doh#cYLh-mC^]ZIKrPOc:`xFfKvS~Dw:)OI<fQg7Gxj[7Hq?Q`|bu|g .%0&$:83gR%+muE6.Hddg}
* Argument data must have NDArray type, but got +rAXVQ8T!PoG?PB5F_b/wwVLM*.N{>12Bpb<0z3yR)I>|KerUY.=:
* Argument u must have NDArray type, but got Y03!gUl7ee,PMjMmg+R",0,528,102,0.0,968,0,5319.92,0.79
mxnet.contrib.ndarray.fft,"* Argument data must have NDArray type, but got -100
* object of type 'float' has no len()
* Argument data must have NDArray type, but got e1y')W=~g|Oc`F
* Argument data must have NDArray type, but got ;I:+puR(8C>7|v.as!-
* Argument data must have NDArray type, but got _#bE'$$gtjd>=3[Keh@F'\r-ne*+",0,672,28,0.0,932,0,6760.01,0.27
mxnet.contrib.ndarray.getnnz,"* Argument data must have NDArray type, but got 1.9159930531782022e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got !iufuW]w9HhN
* Argument data must have NDArray type, but got UT<QQiASk!'MPT^bA[>bQe<J:-\Vr6T`
* Argument data must have NDArray type, but got KE-fFP3pqiB!+bTTC(3s8/[N""u""LA%z\""AVKN@i 2$8>`/o8qK!IO_ n B#&[=ag#]wc.Iyxbv'P$4+t",0,679,34,0.0,935,0,6829.35,0.31
mxnet.contrib.ndarray.gradientmultiplier,"* Argument data must have NDArray type, but got -1.795440506606231e+38
* object of type 'float' has no len()
* 'str' object has no attribute 'handle'
* Argument data must have NDArray type, but got f(xZ>j}r'uGBv%<IMc'_,$OM-P*KOi}XyZ~%AJi.Cm<)-mS1\r1f zv}	0;\Gj3
* Argument data must have NDArray type, but got ELK$y0OcW2=""#1D\",0,579,6,0.040000000000000036,755,33,5818.78,0.09
mxnet.contrib.ndarray.group_adagrad_update,"* Argument grad must have NDArray type, but got True
* object of type 'float' has no len()
* Argument history must have NDArray type, but got Cl(_TES40t^XSf.Y0xGW
* Argument grad must have NDArray type, but got 
* Argument weight must have NDArray type, but got i@},^]cjFkeX/R%0?HJ""yf;=)#~l1by>a}MbF}nBCb+`@5j/@lg;Ry	'D)+},	>j F{^sS2[""Pb A7x3(*YhNR^.#/dpmR+?U'yf,qsT#",0,547,83,0.0,1000,0,5528.24,0.91
mxnet.contrib.ndarray.hawkesll,"* Argument marks must have NDArray type, but got False
* object of type 'float' has no len()
* Argument max_time must have NDArray type, but got /Xd(5*+3SbA""Iv>x8""h&^O-""Tqk:KuLC#?;h*[^|v tS>sNGVFdcAH\)ab%Ldq3dPQh~MC6 F~f5*	|$i5XL/}Ki#$;+~_9b.BcHvNK
* Argument lda must have NDArray type, but got 5i=BqWKV?uxy_g0gR@{P&cj~D\]+u<o4""Q6m&Puqe,<tEVKWKZ4JdErJyeJ
* Argument max_time must have NDArray type, but got v&663NS$BiT#!l	XX>UN.T(<c`dx;p;5j2v*#&xbxH^p2NSv8jZ7C`A}ur!l*9$]X6e?R.,202/'cv~",0,310,150,0.0,1000,0,3158.8,3.0
mxnet.contrib.ndarray.ifft,"* Argument data must have NDArray type, but got -1.7039739412820264e+38
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got ""8Mc3K?d.~WO"",Z+kwE_x~q[zz<qfVI)""G{##(
* Argument data must have NDArray type, but got YnVHf'<p5&25?\E8l]]
* Argument data must have NDArray type, but got t{y9%%~ 2n.fJeX8? bI%2w.~J )gl""ILt]8nOj<rD{Jfp;*G^rUl.ss v|b=7",0,668,46,0.0,939,0,6720.64,0.34
mxnet.contrib.ndarray.index_array,"* object of type 'int' has no len()
* Argument data must have NDArray type, but got 1.635664580155399e+38
* 'str' object has no attribute 'handle'
* Argument data must have NDArray type, but got 2TZZ [v(P>",0,237,4,0.49,677,330,2410.12,0.05
mxnet.contrib.ndarray.index_copy,"* Argument old_tensor must have NDArray type, but got -24263
* object of type 'bool' has no len()
* Argument new_tensor must have NDArray type, but got *Qee;*J!tLlY6(r=LY`yGyo#!JJdCT7/Qn3RF
* Argument old_tensor must have NDArray type, but got WOrwlj3dsw9@>?#<M<Qfg-M8r<vKpQeE*[.|dfH?4K
* Argument index_vector must have NDArray type, but got q){7{DV2pZ6>NP1	PB""28t]]hUs2i%.;qze?n",0,506,86,0.0,968,0,5100.67,0.89
mxnet.contrib.ndarray.interleaved_matmul_encdec_qk,"* Argument keys_values must have NDArray type, but got 3.5698653783007905e+37
* object of type 'int' has no len()
* Argument keys_values must have NDArray type, but got MBxgE O#\B~K\0?.Lrq,`7}4PxOtxF&{w4W&rt3TX>T!Pa]BY0wXPrL1H*
* Argument keys_values must have NDArray type, but got WM`mA6 H!vXA)4zQ-D3j]1/qA(q=`e*=h3Ye3^MD%?7zM
* Argument queries must have NDArray type, but got ",0,644,55,0.0,999,0,6486.89,0.52
mxnet.contrib.ndarray.interleaved_matmul_encdec_valatt,"* Argument attention must have NDArray type, but got 11
* object of type 'int' has no len()
* Argument keys_values must have NDArray type, but got +HF!GS5u]B$UoRG,&Ox*
* Argument attention must have NDArray type, but got }-~U-VFqd-^UgRJ:@stXl3oKT[HPt 
* Argument attention must have NDArray type, but got 2umD P(_u&>ksD""r)B}yhWS!	de}hZQqD D+D?G(<Mav5a;g#<;[{-}H2R2.",0,648,70,0.0,1000,0,6527.38,0.52
mxnet.contrib.ndarray.interleaved_matmul_selfatt_qk,"* Argument queries_keys_values must have NDArray type, but got -6.941331151889938e+307
* object of type 'bool' has no len()
* Argument queries_keys_values must have NDArray type, but got iDN8;
* Argument queries_keys_values must have NDArray type, but got Z*23:GgC`vap*cgmaw#YRiV
* Argument queries_keys_values must have NDArray type, but got ",0,787,16,0.010000000000000009,978,11,7909.99,0.16
mxnet.contrib.ndarray.interleaved_matmul_selfatt_valatt,"* Argument attention must have NDArray type, but got 5297
* object of type 'float' has no len()
* Argument queries_keys_values must have NDArray type, but got "")K-OA5h0]E~eP	h0=~y&""+~G7=z'NV%,HC-O5Li]l=di}XCtM8Cn:'>aTD:4YE D:_Q8^#-MFR;'L
* Argument queries_keys_values must have NDArray type, but got %T#JZ$)m^e|c{D""ReA&wPRt
* Argument queries_keys_values must have NDArray type, but got dK17$&1,c@Fx}4e]s""{aLbzPy?5W>td^ih6H]`yp ?UPnRG/P}pCW82;#Z^66_F*L#-fg:wH4,Z	Ue+}{>V&$MY",0,658,70,0.0,1000,0,6626.62,0.46
mxnet.contrib.ndarray.multiboxdetection,"* Argument loc_pred must have NDArray type, but got 1.4637594413553133e+38
* object of type 'float' has no len()
* Argument loc_pred must have NDArray type, but got 8J.PsnG$V/N{x:{\Q3Maa.f}fsnHF4MCej(z$J.:Zexp8OD[~eXvd&
* Argument cls_prob must have NDArray type, but got V?*jf)VV:$P/B`b.9 NRBqQKR++VA!9\*pK{a*7!	RgX&C24U,of}.E>m1>b}m9Y@ PN@_QW802 z
* Argument anchor must have NDArray type, but got ,8J",0,564,100,0.0,1000,0,5708.24,0.79
mxnet.contrib.ndarray.multiboxprior,"* Argument data must have NDArray type, but got True
* object of type 'int' has no len()
* Argument data must have NDArray type, but got {[2@v&Z	JX!<V wnKxM=9$~4Vl-J1VVn
* Argument data must have NDArray type, but got :PsON6+SMitw_]V/1F)GxzwS(;hnzV;V ""c8R|jKuu*zcaZLsE}N}-&5g($^:i>jURcbo
* Argument data must have NDArray type, but got |9R~Mmx$eGZ=h=*1y[<W*^LAr|@{oI.]@7L2X>ge+6]r~sdq+""!Wy!+mb`9Gq-	k&x],LxJ%",0,768,35,0.0,998,0,7736.14,0.24
mxnet.contrib.ndarray.multiboxtarget,"* Argument anchor must have NDArray type, but got -5.783330678846583e+307
* object of type 'float' has no len()
* Argument label must have NDArray type, but got s""I{f70OT3asQ[Uc$M
* Argument label must have NDArray type, but got ]Z&j,?4Y`A(78]/[ZJ
* Argument label must have NDArray type, but got ad+<aczCJ9",0,548,95,0.0,1000,0,5542.09,0.86
mxnet.contrib.ndarray.multiproposal,"* Argument bbox_pred must have NDArray type, but got -949
* object of type 'float' has no len()
* Argument bbox_pred must have NDArray type, but got TR	@3Eq""DMOT)YwPU2A
* Argument im_info must have NDArray type, but got 2dA=\(WoOS!.ua/(<G![%:Lin5u%M/T/AV
* Argument bbox_pred must have NDArray type, but got [@uY{jE	y3?f-Zn-iP",0,566,79,0.0,1000,0,5733.71,0.8
mxnet.contrib.ndarray.proposal,"* Argument bbox_pred must have NDArray type, but got 180218825
* object of type 'bool' has no len()
* Argument cls_prob must have NDArray type, but got  |`[t.Q5-=8J45X$)^HA2XtqA+'sQNEp<4`nl0DBo.a?EGnd$!2ww9#	54Tqr\NC/f2KsE%aCBK3
* Argument bbox_pred must have NDArray type, but got MQQYLHE~>v;_25D]Q49 bnh5/+}@#jL*zXlSRIN0RyJnr'AD<#d=\VgMwF4
* Argument im_info must have NDArray type, but got ,{d5n[{a]LZ,+L;P7R^$a%9xz""h@0O52S_",0,579,92,0.0,1000,0,5863.55,0.74
mxnet.contrib.ndarray.psroipooling,"* Argument rois must have NDArray type, but got 100
* object of type 'float' has no len()
* Argument rois must have NDArray type, but got .sE|tBq@ d$fL8p
* Argument data must have NDArray type, but got +S	21>yHc"")sg{
* Argument rois must have NDArray type, but got }Vm2NKp_(H",0,642,62,0.0,1000,0,6482.49,0.58
mxnet.contrib.ndarray.quadratic,"* Argument data must have NDArray type, but got 2231300625601830473
* object of type 'int' has no len()
* Argument data must have NDArray type, but got pdW0k"";8iCQoQu,mFkg>G1&1{zVaT0Y.(<'eZ|	3P/[)N2%:U,?tfA.Gg{zNUWQ3DpLQBT:ATAhJ7k'H8ywu5
* Argument data must have NDArray type, but got i0OD|-(4k6_RA>{_%s_SjXs\+g_e&T_'LWlrbR*OONRc)iL&u(0
* Argument data must have NDArray type, but got t@<1rOf7~u~<x",0,734,37,0.0,986,0,7388.38,0.3
mxnet.contrib.ndarray.quantize,"* Argument data must have NDArray type, but got 1889789863
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got x n=r
* Argument min_range must have NDArray type, but got mp6SS4gADjpA-C[r
* Argument data must have NDArray type, but got eN",0,554,82,0.0,977,0,5583.61,0.91
mxnet.contrib.ndarray.quantize_v2,"* Argument data must have NDArray type, but got False
* object of type 'int' has no len()
* Argument data must have NDArray type, but got e{M3V
* Argument data must have NDArray type, but got h: .eA7'9""hyugXx<P58GKRyoUGB>u9Ud?n+(K,%~&5fB\FG!f>'NgQpjuR<n	W.m6:*4Jw]=nD>+ZwzBurv""6""af_XOS#fr'vqPrDHnzTc1D|O%GCn'w}3=AL*_@NQg}Awl9zr$'~L""KLA>
* Argument data must have NDArray type, but got sa.BGZ""n[U7lE\FbmB@T=HHux\5998ao]sFtwR}?LCR"">W)W ut3S0k;r4(~G{FB'\dQOH.yt?P=il",0,739,30,0.0,982,0,7437.47,0.24
mxnet.contrib.ndarray.quantized_act,"* Argument min_data must have NDArray type, but got 7.731712107055201e+307
* object of type 'int' has no len()
* Argument max_data must have NDArray type, but got Yd,C3<+I[^66a%|av
* Argument data must have NDArray type, but got [o
* Argument min_data must have NDArray type, but got r7/!5N(J",0,570,95,0.0,1000,0,5749.87,0.78
mxnet.contrib.ndarray.quantized_batch_norm,"* Argument beta must have NDArray type, but got 3.4104607071758476e+306
* object of type 'float' has no len()
* Argument beta must have NDArray type, but got FvN_bd(QFaC<$|kb!#Q?iFdcn>x3 '*XI3+"")_K}:^0,Nh`Sg`v#B%(F`'\9CBm31d[Dy[ iHf2nZ<iE ;^Y1+TM:)K(
* Argument max_data must have NDArray type, but got 62bMUnmfjn	/1TENyhIT.G<X+0J%`dl)();gyxU	W;kdTz*c95B|
* Argument min_data must have NDArray type, but got XJH=",0,314,175,0.0,1000,0,3212.75,2.16
mxnet.contrib.ndarray.quantized_concat,"* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,864,2,0.0,993,0,8682.07,0.06
mxnet.contrib.ndarray.quantized_conv,"* Argument max_data must have NDArray type, but got False
* object of type 'bool' has no len()
* Argument min_bias must have NDArray type, but got t	mDH]%P>^""?7""bpRz_f':_PrOQS),WQ/ `,r?b%c7KW%)LWsyuN+UWlT.}AkyIg:=s1jLTt^e!|VQ
* Argument min_weight must have NDArray type, but got h`|~,;1	,_IrbI'euo{P)It>2+j5:#=^=49]*d|pI	0m	z4PjP+Ee|HXS\gE .~dzSpzesg^;Vi^om|qh{a1dz';@1`g0
* Argument data must have NDArray type, but got 98vqJnpM;#	(2|w+a,O",0,242,183,0.0,1000,0,2503.99,2.52
