API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.contrib.ndarray.ctcloss,"* Invalid Input: '-8.3418074307718e+307', valid values are: {'first', 'last'}, in operator CTCLoss(name="""", blank_label=""-8.3418074307718e+307"", use_label_lengths=""1.6420852420140532e+38"", use_data_lengths=""
* Invalid Input: '
* Invalid Input: '
* Invalid Input: '
* Argument label_lengths must have NDArray type, but got e@++ i_g+:K,Yu`O\\}gBY7vC3Eb!`\,ko?6eseJj;w>7ijh(L'",0,0,270,0.0,1000,0,57.46,3.71
mxnet.contrib.ndarray.deformableconvolution,"* Invalid Parameter format for workspace expect long (non-negative) but value='
* Invalid Parameter format for workspace expect long (non-negative) but value='k`Gm5BNIL$pAt;iBN-r8[Pz:FC=T""V%O8sB]BK;|E{RoNG	#kd`-vvSa)X""1Br5|#LwCt+=N;%&\sWwUC[7 $3=G|r<ayx2bN?ZI38]2t""R\2gWcQZjh?d/!jeH1yG`AtV=SLoS3WgF`:.D>>lYvTY]0>\`	;@(eVqT6xoN'igXNxCCM[3W2I
* Argument bias must have NDArray type, but got w1z	t?nSE3?QsKSQ	f""
* Argument data must have NDArray type, but got f<^_
* Argument bias must have NDArray type, but got sOO""}Cq>IVWulU[Z*:F",0,0,281,0.0,1000,0,86.13,3.7
mxnet.contrib.ndarray.deformablepsroipooling,"* Invalid Parameter format for no_trans expect boolean but value='
* Argument rois must have NDArray type, but got 199
* Argument data must have NDArray type, but got AfUX6Sx?}`.<8VUR z%~@lkYfb:&>0oq7'\""c7*%8""6?g%E][K?1e.VF$[D::N.v#[e(1)En3^nBXC;""Fl) ;~'e `Kz}%b&3
* Argument rois must have NDArray type, but got OoE/xyRwTX0+~u{T_N+[bH$5wcj>kZyXkB1~Rl\r	NICsBT
* Invalid Parameter format for no_trans expect boolean but value='",0,0,301,0.0,1000,0,78.07,4.06
mxnet.contrib.ndarray.dequantize,"* Invalid Input: '
* Argument max_range must have NDArray type, but got True
* Argument min_range must have NDArray type, but got >I:F*: r6D\\%VH:DP,[m qE(]T 4<w
* Invalid Input: '
* Invalid Input: '",0,0,305,0.0,1000,0,45.26,3.88
mxnet.contrib.ndarray.dgl_adjacency,"* Argument data must have NDArray type, but got -70
* object of type 'float' has no len()
* Argument data must have NDArray type, but got gj^A/@&#-,fo#};TvJq^f\s9ed;6%15*F#;)z,RJ@<aleoTouyn'yQxapw2~d/@mi
* Argument data must have NDArray type, but got nxxuuG
* Argument data must have NDArray type, but got \3_~M_QVr?5lkUGC@Q~{Z(o7tUorwm4ZTq747l2aFz",0,0,60,0.0,1000,0,32.83,2.84
mxnet.contrib.ndarray.dgl_graph_compact,"* value 0 for Parameter num_args should be greater equal to 2
* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,0,3,0.0,1000,0,47.91,4.13
mxnet.contrib.ndarray.div_sqrt_dim,"* Argument data must have NDArray type, but got -8047853112886277628
* [00:10:21] src/operator/contrib/./../elemwise_op_common.h:135: Check failed: assign(&dattr, vec.at(i)): Incompatible attr in node  at 0-th output: expected [1,-1,2], got [15]
* Argument data must have NDArray type, but got aUqi5IJVyVUE_7^KpHgK%n	3SYjZi/QOp""=:hdHz49I{^!ydu/+K]\l
* Argument data must have NDArray type, but got xC<-AgQ=}?x=U_#@DX2k:uY`'""(=CDih|kIK`W/q""r='a$e^c:P	a=R 5N8~|[;yW$+Z!S*.5}'{BXL^RK
* Argument data must have NDArray type, but got ?jZ-7V)k$A-in~lE,_SxXLA\A#RzFN:$@-&0ry|gD1X+IrOoF-Jt)&d$6R10s<3tY2 *D""Erz]3}	>^c.ydn'0++^-Bzyy<<`P77YF",0,0,77,0.010000000000000009,1000,6,32.47,3.71
mxnet.contrib.ndarray.edge_id,"* [00:10:58] src/operator/contrib/dgl_graph.cc:1181: Check failed: in_attrs->at(1).ndim() == 1U (3 vs. 1) : 
* Argument v must have NDArray type, but got 13413
* Argument u must have NDArray type, but got p9*b4`](/YI]
* Argument data must have NDArray type, but got 	Vw^I
* Argument v must have NDArray type, but got NTo3OV=/BWAFuBP",0,0,169,0.0,1000,0,41.43,3.39
mxnet.contrib.ndarray.fft,"* Invalid Parameter format for compute_size expect int but value='
* Argument data must have NDArray type, but got 4.811377999824541e+37
* Argument data must have NDArray type, but got !qEu_o*
* Invalid Parameter format for compute_size expect int but value='
* Invalid Parameter format for compute_size expect int but value='",0,0,306,0.0,1000,0,39.01,4.36
mxnet.contrib.ndarray.getnnz,"* Invalid Parameter format for axis expect int or None but value='
* Argument data must have NDArray type, but got False
* Invalid Parameter format for axis expect int or None but value='
* Invalid Parameter format for axis expect int or None but value='
* Invalid Parameter format for axis expect int or None but value='",0,0,272,0.0,1000,0,39.45,4.37
mxnet.contrib.ndarray.gradientmultiplier,"* Argument data must have NDArray type, but got lrf[x-(yAjh3
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got LdX**TF`nS*_/0Ltqj,0\v'P{d}Lb	Q%DP~z@'K.l3=#o@)]Al;dIE~!r	gqn!W5!rC(;sF,K1%-V/kKMK}Z5{)hTvDlGJ/\:D1kI`phVQq""+FPf vkJzKtZRA1QIY9JtaR;wg`{cp"";k0vWbPxBO;(Y
* Argument data must have NDArray type, but got `
* Argument data must have NDArray type, but got wb2	;Ar^\'$J{Umv)^]ejqw)@DUnNW6O	""D9wY4sF7X9f",0,0,68,0.0,1000,0,59.06,2.76
mxnet.contrib.ndarray.group_adagrad_update,"* Some trailing characters could not be parsed: '[]
* Invalid Parameter format for epsilon expect float but value='True', in operator _contrib_group_adagrad_update(name="""", epsilon=""True"", clip_gradient=""$
* Out of range value for epsilon, value='3.8761646187429493e+307', in operator _contrib_group_adagrad_update(name="""", epsilon=""3.8761646187429493e+307"", clip_gradient=""
* Some trailing characters could not be parsed: '[ 1.51008282e+09  6.21125888e+08  6.65072832e+08  1.14008742e+09
* Argument weight must have NDArray type, but got _=""AT3u$#d@bce:U^wpWe#Rb2'3]c,HP2X=@vq(5/ufC))lI`%Sp",0,0,325,0.0,1000,0,92.46,4.57
mxnet.contrib.ndarray.hawkesll,"* Argument max_time must have NDArray type, but got 25339.702010791065
* object of type 'bool' has no len()
* Argument alpha must have NDArray type, but got XC7Z
* Argument lda must have NDArray type, but got vQ=B+sYFiA\W.L{z#M~7b-kd/#$XGO<0`kn
* Argument lda must have NDArray type, but got ?1.6:;iM2B7WFovll%VDfKss1&grF'YC0:x\fJlC8ZSCrj.+D&`\]7.GfzDm2[xPka[t?Lf[3u6!2",0,0,227,0.0,1000,0,88.5,3.88
mxnet.contrib.ndarray.ifft,"* Invalid Parameter format for compute_size expect int but value='
* Argument data must have NDArray type, but got r.""c=*mI?EeD_
* Invalid Parameter format for compute_size expect int but value='dg;)VD[j|QRa|_nO(~Su#gVkBgR@25<q$Y]5D2
* Invalid Parameter format for compute_size expect int but value='
* Invalid Parameter format for compute_size expect int but value='",0,0,296,0.0,1000,0,66.24,3.94
mxnet.contrib.ndarray.index_array,"* Invalid Parameter format for axes expect Shape or None but value='
* Invalid Parameter format for axes expect Shape or None but value='-3018498028673523969', in operator _contrib_index_array(name="""", axes=""-3018498028673523969"")
* Invalid Parameter format for axes expect Shape or None but value='
* Invalid Parameter format for axes expect Shape or None but value='`]W^{QtV#yMAHx<q|1|
* Invalid Parameter format for axes expect Shape or None but value='",0,0,258,0.0,1000,0,69.22,5.37
mxnet.contrib.ndarray.index_copy,"* [23:31:51] src/operator/contrib/./index_copy-inl.h:64: Check failed: in_attrs->at(1).ndim() == 1 (4 vs. 1) : 
* object of type 'int' has no len()
* Argument new_tensor must have NDArray type, but got 5``jkLz I""T/@NxB
* Argument index_vector must have NDArray type, but got S2`)ZYjp:.[tDo6j,[mmH<q5dXO:5
* Argument old_tensor must have NDArray type, but got ~V4dckvdnf",0,0,164,0.0,1000,0,67.58,3.73
mxnet.contrib.ndarray.interleaved_matmul_encdec_qk,"* Invalid Parameter format for heads expect int but value='1.0148984166278304e+307', in operator _contrib_interleaved_matmul_encdec_qk(name="""", heads=""1.0148984166278304e+307"")
* object of type 'int' has no len()
* Invalid Parameter format for heads expect int but value='
* Argument keys_values must have NDArray type, but got `5
* Argument keys_values must have NDArray type, but got vDt66E(InqjvWZ4-&b9-h5rNS\w~A@;SissL*B$	@=3_<@\.ILek P",0,0,271,0.0,1000,0,67.82,4.36
mxnet.contrib.ndarray.interleaved_matmul_encdec_valatt,"* Invalid Parameter format for heads expect int but value='
* Argument attention must have NDArray type, but got False
* Invalid Parameter format for heads expect int but value='
* Argument attention must have NDArray type, but got Mt\b5gyt`ojg7*^#gIQv%
* Argument keys_values must have NDArray type, but got 7R	y7j",0,0,282,0.0,1000,0,71.38,4.34
mxnet.contrib.ndarray.interleaved_matmul_selfatt_qk,"* Invalid Parameter format for heads expect int but value='hDG;ja?c/sZK*,ALYHSSWvv9|vFOeo*GR.qI0]yKDSJ%a#T_\_Hb5U-?E(A]X9>GD!^bRH$yX{8r""q/<Fm#Q/g+:WJU@iGb+'ouQ""$gV7;/K_C!]zo2CX#/uERM.&W5V072+JIg]?zmv0 (>gxaH$78vWL$ATu5>uhUn=P8<nO1dcy.l^iK<{~w&{H9^z%#}Y~f:YY}J/e+C4]7F3E_WgAxu9!,K^e8lq&oZ@^$)u:O`g_xk3NS
* Invalid Parameter format for heads expect int but value='
* Argument queries_keys_values must have NDArray type, but got wL	ge9h{\	TtkD\rZI4jrU\&)P=D`od$c,]^!);EpyD	QF+NeFt']MpFd
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='",0,0,298,0.0,1000,0,68.22,4.45
mxnet.contrib.ndarray.interleaved_matmul_selfatt_valatt,"* Invalid Parameter format for heads expect int but value='
* Argument queries_keys_values must have NDArray type, but got ,4`k4?n{=h(w} {X'/`''k1?jHgg;$xdVwRf?0C+W<QBS[:$Rn)Pyq$)TjR""0jtd7c`bn*(A>{ok'0lNu[%o|6NAVsL9{Yg{on_SPt~~\\z6T|Z51j81PL^\D=G_$|Fv^<R_n9(giE
* 'str' object has no attribute 'handle'
* Argument queries_keys_values must have NDArray type, but got 
* Argument queries_keys_values must have NDArray type, but got Quk!-;HMKUT>m7G9[DB=y1e}B*,8R?fC3qXBc-l?j;>92[-n! 8 uk|1imu6Wzb8LgL5B",0,0,278,0.0,1000,0,74.06,5.96
mxnet.contrib.ndarray.multiboxdetection,"* Invalid Parameter format for variances expect tuple of <float> but value='-7.263012980221323e+307', in operator _contrib_MultiBoxDetection(name="""", variances=""-7.263012980221323e+307"", force_suppress=""
* Argument cls_prob must have NDArray type, but got 7360921762777965179
* Invalid Parameter format for variances expect tuple of <float> but value='
* Argument loc_pred must have NDArray type, but got 
* Argument cls_prob must have NDArray type, but got U06j'EB9:[lMmn'0i/lM*!Zp7W2UI5X2q<''wMU#i{91w3",0,0,276,0.0,1000,0,116.56,4.35
mxnet.contrib.ndarray.multiboxprior,"* Invalid Parameter format for steps expect tuple of <float> but value='
* Invalid Parameter format for clip expect boolean but value='
* Invalid Parameter format for steps expect tuple of <float> but value='
* Invalid Parameter format for steps expect tuple of <float> but value='
* Invalid Parameter format for steps expect tuple of <float> but value='",0,0,301,0.0,1000,0,96.26,5.16
mxnet.contrib.ndarray.multiboxtarget,"* Invalid Parameter format for minimum_negative_samples expect int but value='
* Argument anchor must have NDArray type, but got True
* Invalid Parameter format for minimum_negative_samples expect int but value='
* Argument anchor must have NDArray type, but got lZ@te6@h`LViB5%QpI3_@cXfC@uU@!j9N0bM/HW\/Lu\I=gH
* Argument anchor must have NDArray type, but got u$-W=ozrG7H3(7mIjb>E?{8A4]Jl'&Pl@CU0CbueQd$0`{x?OvYK-9b,;KZDl}=q1H\;#&uXS,HYn}w+^F;diIA\;O$ 19""bq4uVPc>%$y(",0,0,272,0.0,1000,0,99.37,4.53
mxnet.contrib.ndarray.multiproposal,"* Invalid Parameter format for feature_stride expect int but value='
* Invalid Parameter format for iou_loss expect boolean but value='49', in operator _contrib_MultiProposal(name="""", feature_stride=""45"", iou_loss=""49"", ratios=""
* Invalid Parameter format for feature_stride expect int but value='
* Argument cls_prob must have NDArray type, but got 
* Argument cls_prob must have NDArray type, but got m%{.I_>@3%DmQ;qRqm*	0rt`5l4es$c|		rCSx""N/om(Z^Q ",0,0,320,0.0,1000,0,119.49,4.56
mxnet.contrib.ndarray.proposal,"* Invalid Parameter format for feature_stride expect int but value='-5.818909826937217e+37', in operator _contrib_Proposal(name="""", feature_stride=""-5.818909826937217e+37"", iou_loss=""
* Argument cls_prob must have NDArray type, but got 44
* Invalid Parameter format for feature_stride expect int but value='
* Argument bbox_pred must have NDArray type, but got 9
* Invalid Parameter format for feature_stride expect int but value='",0,0,286,0.0,1000,0,106.72,4.08
mxnet.contrib.ndarray.psroipooling,"* Invalid Parameter format for pooled_size expect int but value='
* Argument data must have NDArray type, but got 53
* Invalid Parameter format for pooled_size expect int but value='
* Invalid Parameter format for pooled_size expect int but value='
* Invalid Parameter format for pooled_size expect int but value='",0,0,320,0.0,1000,0,71.49,4.16
mxnet.contrib.ndarray.quadratic,"* Some trailing characters could not be parsed: '[]
* Invalid Parameter format for b expect float but value='True', in operator _contrib_quadratic(name="""", b=""True"", c=""52xIFT~
* Argument data must have NDArray type, but got 231
* Some trailing characters could not be parsed: '[[ 30144.   -1920.   18816.   -4128.   60928.  -56256.   37728.   57824.
* Some trailing characters could not be parsed: '[[137. 223.  14. 219. 108.  67.  65. 169. 174.  57.  74.  86. 188.]",0,0,366,0.0,1000,0,60.5,4.38
mxnet.contrib.ndarray.quantize,"* Invalid Input: '
* Argument data must have NDArray type, but got -2451145202344741308
* Invalid Input: '
* Invalid Input: '
* Invalid Input: '",0,0,288,0.0,1000,0,53.83,3.83
mxnet.contrib.ndarray.quantize_v2,"* Invalid Parameter format for max_calib_range expect float or None but value='
* Invalid Parameter format for min_calib_range expect float or None but value='8KA.gJij|Ks5^!}Tn=-
* Invalid Parameter format for min_calib_range expect float or None but value='
* Invalid Parameter format for max_calib_range expect float or None but value='
* Invalid Parameter format for max_calib_range expect float or None but value='KAC0*Bea|v['XG**g-",0,0,284,0.0,1000,0,53.13,4.34
mxnet.contrib.ndarray.quantized_act,"* Invalid Input: '7.156590975536039e+307', valid values are: {'relu', 'sigmoid', 'softrelu', 'softsign', 'tanh'}, in operator _contrib_quantized_act(name="""", act_type=""7.156590975536039e+307"")
* Invalid Input: '
* Argument min_data must have NDArray type, but got !a*A1<5k]BywB(..
* Argument data must have NDArray type, but got _hX-VZ:RgB.eZC[T.N}u$;Rvsd'rw$vD4^K^%9""!*L<e@q
* Invalid Input: '",0,0,291,0.0,1000,0,46.42,3.94
mxnet.contrib.ndarray.quantized_batch_norm,"* Invalid Parameter format for min_calib_range expect float or None but value='5.517520011651232e+307', in operator _contrib_quantized_batch_norm(name="""", max_calib_range=""-9951"", min_calib_range=""5.517520011651232e+307"", cudnn_off=""227R,.t""FR%Y&t		
* Argument beta must have NDArray type, but got 7.539980404091315e+307
* Argument beta must have NDArray type, but got V@""U(JB
* Argument max_data must have NDArray type, but got 7nw[SdgDFh_EW8v""&w_ang[W T\i3W[4QT:q[?lMQ3md$99n5FP>qHrMgA\Awd<'5M|@%M=
* Argument beta must have NDArray type, but got eQ\`|/hO+""_	",0,0,266,0.0,1000,0,91.43,3.56
mxnet.contrib.ndarray.quantized_concat,"* object of type 'int' has no len()
* value 0 for Parameter num_args should be greater equal to 1
* 'str' object has no attribute 'handle'",0,0,3,0.0,1000,0,42.65,4.31
mxnet.contrib.ndarray.quantized_conv,"* Invalid Input: 'True', valid values are: {None, 'fastest', 'limited_workspace', 'off'}, in operator _contrib_quantized_conv(name="""", cudnn_tune=""True"", cudnn_off=""
* Invalid Input: '
* Invalid Input: 'q""^hSJg{@'g3G*pT '4^7>$reMTlH<fDnF	mSdGOG[fM~#]sU~Q
* Argument weight must have NDArray type, but got e;F#Y
* Invalid Input: '",0,0,240,0.0,1000,0,105.29,3.6
