API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.contrib.ndarray.bipartite_matching,"* Argument data must have NDArray type, but got 91
* object of type 'int' has no len()
* Argument data must have NDArray type, but got AM~r~`%6#C@4/q5MKu!6@Z8z|ek	l+=55Gw$%cVb-j%P%)`{wj-0zwBT*svzSe^K-0 t 
* Argument data must have NDArray type, but got Us]o/`<e>ZulcunS2-te$6!Xbif6u;F,o
* Argument data must have NDArray type, but got ozJqa1[EZ?_*",0,773,39,0.0,1000,0,7781.2,0.22
mxnet.contrib.ndarray.boolean_mask,"* Argument data must have NDArray type, but got 7172548933953560348
* object of type 'bool' has no len()
* Argument index must have NDArray type, but got ""yQ>7	?Exz'0VRsYMQ*l&56rLu&K*VsMb,HE;QM7%Bb3 NT/WbI1MR	Q=15n+.0raTk/WdQaz 9wkUmDv}&McNtNZ`F/""cVObk t}Q#K2$4CCwcEWTJ|1i!3Pl,/D908UDYd!=20PDSBD!SM
* Argument data must have NDArray type, but got U^@Sm|t>QQN)6:J8y
* Argument index must have NDArray type, but got Ua(IZ",0,594,86,0.0,972,3,5982.17,0.62
mxnet.contrib.ndarray.box_decode,"* Argument anchors must have NDArray type, but got 496.41189549700357
* object of type 'int' has no len()
* Argument data must have NDArray type, but got d""
* Argument data must have NDArray type, but got 4((D.-V
* Argument anchors must have NDArray type, but got P8>\?-8AH6G;(5:[E ",0,685,51,0.0,1000,0,6912.04,0.5
mxnet.contrib.ndarray.box_encode,"* Argument refs must have NDArray type, but got -8.287807353607307e+307
* object of type 'float' has no len()
* Argument stds must have NDArray type, but got ]i{mZ5./F}iQk#i;7R6~?
* Argument means must have NDArray type, but got a$4
* Argument stds must have NDArray type, but got ;7lTD!|,W2D)VE86l0X5.+h@ 3g FM2W&w-""|Y_m-~S=J|A7@?r/IEJw-<e%",0,346,134,0.0,999,0,3505.36,1.9
mxnet.contrib.ndarray.box_iou,"* Argument lhs must have NDArray type, but got 4.652793481764893e+37
* object of type 'float' has no len()
* Argument rhs must have NDArray type, but got B\,yYFV@';SRv]z<J,u(n8#n{@JG5Z$CQA$G
* Argument lhs must have NDArray type, but got d5
* Argument lhs must have NDArray type, but got AnqD0$4%0",0,637,66,0.0,979,0,6411.39,0.52
mxnet.contrib.ndarray.box_nms,"* Argument data must have NDArray type, but got -811265163
* object of type 'float' has no len()
* Argument data must have NDArray type, but got gZRzZkZ3f,yD=M) JmmY/uUn.x]Koq	*B;$}!wSOZ%}/qksWZke*2_v>f{e[sy_1}Z	.<^-qej\q(.p(OYOk=""hkpt3CN{vAk:Qu|KJuG[ Qd)3f&za(;WD$'UU-Xn`Ct:83HCKg
* Argument data must have NDArray type, but got &0G[bWd_&Xf4:FrnS5k&<AO.PJI}QZL
* Argument data must have NDArray type, but got )Y+M,U{H*XKHn^a/K+,Fwl9#KE	=""#e%B	Gy,U?(gtVu00EZ0NUb.*w%0n&?ie""\hd#/gi%]Z/mMESTz#1ih^",0,750,36,0.0,1000,0,7575.38,0.26
mxnet.contrib.ndarray.box_non_maximum_suppression,"* Argument data must have NDArray type, but got -2
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got XxUJ|%K""SM%(~0jwG2LZg`=PI(NW[+)~tRp89`k'`gb2S
* Argument data must have NDArray type, but got lT`@sn\GJ7Nju>/*.$d)PGEy-AT<t^-Gs	$O?sl'~TWB{Ls-y*d-5Io&xEI	h?
* Argument data must have NDArray type, but got x\{]I""@(:#4OinRfNo-56rV>yd=-Hz={o~]?Hq 	~$JCZiQ0ib5*5\",0,744,36,0.0,1000,0,7515.62,0.25
mxnet.contrib.ndarray.calibrate_entropy,"* Argument hist must have NDArray type, but got -25495.85555250579
* object of type 'float' has no len()
* Argument hist_edges must have NDArray type, but got MEQ3b+r
* Argument hist must have NDArray type, but got Q-mV#%=	U`
* Argument hist_edges must have NDArray type, but got P@M+GN#W,;xVmq7NIHFf2R{tp0TUQ{;yX<Gu8mUi`gs }freb]:XIN2]ew(.=1'1\;/MJo9",0,607,68,0.0,973,0,6110.78,0.6
mxnet.contrib.ndarray.count_sketch,"* Argument h must have NDArray type, but got -181121752
* object of type 'float' has no len()
* Argument h must have NDArray type, but got *Wrq~r
* Argument s must have NDArray type, but got x&rR<J4^!(,fHL-_^_c(!x`7G.U7-TgVl@D
* Argument h must have NDArray type, but got Rg$S3i[v]n3Ej\Ln",0,574,91,0.0,1000,0,5791.7,0.81
mxnet.contrib.ndarray.ctc_loss,"* Argument data_lengths must have NDArray type, but got True
* object of type 'int' has no len()
* Argument data must have NDArray type, but got xwsAz tlm =off1)sF""eiyY>UK;KD	u
* Argument label must have NDArray type, but got ijDPIZ[|o^v?HtD(|GcqDB_]gy<%5`njm]\GV:(	3{XT)Jv_ceM--_vOR%]*7px+[zv%F4@mD$ZO?cJb]WxvssY2`?4Hd4oY _f|m`e.
* Argument data_lengths must have NDArray type, but got ;dgIA""`7b\MZ\E{hHc!d: Bc#K3ra'Sfq]ZwN",0,458,112,0.0,1000,0,4630.48,1.14
mxnet.contrib.ndarray.ctcloss,"* Argument label_lengths must have NDArray type, but got -7.875198143075702e+307
* object of type 'int' has no len()
* Argument data must have NDArray type, but got SZdBh+xQ/bU)qLj.pV^WcxD&5(r/h,3DD~8TV-8H1{HV
* Argument label_lengths must have NDArray type, but got H0NF6@]eTO:,M<G_-pSLuVc]V(G7wzIQ;lsc:Jtmco
* Argument data must have NDArray type, but got v?O4z\uIkiwagR&}6IdV&BvAO3RXKXYJOSDIO]g:e-P'w,Ms:v>^JwSn&<u@Qj*	3R.KRf~--`p""Y_#3kOy-:NhT""Oln:/",0,495,111,0.0,999,0,5003.73,1.08
mxnet.contrib.ndarray.deformableconvolution,"* Argument data must have NDArray type, but got 2.635872268560154e+38
* object of type 'float' has no len()
* Argument offset must have NDArray type, but got \(nPmeJQM0<P(@kI8q<""l`n} 4O/9T~%@ nH#A97.{BX<q:Vj
* Argument data must have NDArray type, but got k[fslDR
* Argument offset must have NDArray type, but got @W)BUhN,}Qu-JJ*1$HTmxf7d",0,520,110,0.0,1000,0,5283.25,0.99
mxnet.contrib.ndarray.deformablepsroipooling,"* Argument trans must have NDArray type, but got -3.394131623394239e+307
* object of type 'float' has no len()
* Argument rois must have NDArray type, but got ;{_eQW\d-Mkz*MlK ;qm.Q0.s9m""o
* Argument rois must have NDArray type, but got <|nJwIoPDTxy(
* Argument rois must have NDArray type, but got EEsXqA~\;Dl|ubwa. 3IjS4d}sy],K@ozG}%h|<UVl&l@f$",0,558,91,0.0,1000,0,5661.78,0.83
mxnet.contrib.ndarray.dequantize,"* Argument min_range must have NDArray type, but got -4.2413064356986654e+307
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got RsHp[rZl$GJh
* Argument max_range must have NDArray type, but got iXVBiD2i]pVK( 
* Argument max_range must have NDArray type, but got '3J|sCO!@)s78h8B'2]msgJl!M5+:O49Sq(g.hS'yY|%	+(XP$OzB+c:$ztLuJGA8>B&bPd=~LkwJb(~tw4""g @=&*L6D",0,572,93,0.0,986,0,5763.78,0.85
mxnet.contrib.ndarray.dgl_adjacency,"* Argument data must have NDArray type, but got /~DE4*|<ov?[A	?O_]2k$~v9$$sgeW8uIMl7nT*3(]K[
* object of type 'float' has no len()
* Argument data must have NDArray type, but got Rkw9?n@?0wM3&+(ev	dz<+	Fm,X@@~[R.<~	fvM?9M!H&@w,E1n$hs;a'rdHz<K7AX8~LIh&7	Zy X-f4b1^BMzjBPoYAD{P{`s1a7wtbf&?%a>Z[b\Jh$9L\)d:]0^Ornq^ej?jE7E(Z=U}sEqRf[?,B.g9+.op%kh'WUzcctc0QNr,1)y_F{a~dm&M|tE:Uo}jTHq2SOnhPl~ZW)14{m1
* Argument data must have NDArray type, but got ' YoL$I>aFQ^KZUcXf)SV-m-<z]0_f[HL'Ub*6h M#(|xu{a_+l}tshDOWD@mC5q;A;z@.Wvq5_'#Us>Ou3&	.D
* Argument data must have NDArray type, but got k{T=qXzxU	_@S)o%%23Ey=@R!/W,B|<",0,640,27,0.0,867,0,6433.42,0.25
mxnet.contrib.ndarray.dgl_graph_compact,"* object of type 'int' has no len()
* 'str' object has no attribute 'handle'",0,882,2,0.0,1000,0,8874.97,0.06
mxnet.contrib.ndarray.div_sqrt_dim,"* Argument data must have NDArray type, but got 8.687588818762327e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got A*IHCN]*tPZ
* Argument data must have NDArray type, but got tbDfmcsTU`$wrdhr;!)Ko""R#si`v1X[SiV^[-tAm7r}""*`nr8?OB*2#(nYv;{
* Argument data must have NDArray type, but got 9*0: ,	W?rkfoNPd&xs~\xrG,AZj,uf[r`jCAg5l4pG-~k@b@W[4,f/CJm?GY+8jY+?[XhxWUo(T:JIZ/MIwDDBnT)",0,491,38,0.17000000000000004,877,151,4943.07,0.25
mxnet.contrib.ndarray.edge_id,"* Argument u must have NDArray type, but got 
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got X&hLmx)|C\$><y#
* Argument v must have NDArray type, but got 9]*zIo3e&vA\k_oVoc0b/tEqZ/mi.#
* Argument u must have NDArray type, but got "",}KE|>2/s-Tb{}cFM	9",0,555,90,0.0,974,0,5590.59,0.69
mxnet.contrib.ndarray.fft,"* Argument data must have NDArray type, but got 4458600281664727394
* object of type 'int' has no len()
* Argument data must have NDArray type, but got S,
* Argument data must have NDArray type, but got fmZPUN0tc/VrmD2#k)|dYsRpJT+x<G;;@=H1;nXUmv=&_]l~zl	mPU|9?G-9B8[n0[^=$fFN{]o(GxUl##r1Fd^I1X+Z(J56
* Argument data must have NDArray type, but got l+EDy{/D9F]AA!g89[a8==f%0CB1/,FEV2s}",0,681,29,0.0,929,0,6849.63,0.28
mxnet.contrib.ndarray.getnnz,"* Argument data must have NDArray type, but got 1052487736
* object of type 'float' has no len()
* Argument data must have NDArray type, but got ]7Z
* Argument data must have NDArray type, but got <d(K<4Uzo$dW!xHQ""?_5Oi%!'>KXS
* Argument data must have NDArray type, but got `Ro&r(s[4rNlZxK31VBwYZ4\pvs^)gq XD{e;e|PDn}n|T#[	-2BU s+tIh>Fag*9",0,695,30,0.0,940,0,6989.39,0.26
mxnet.contrib.ndarray.gradientmultiplier,"* Argument data must have NDArray type, but got 6.893331535527106e+307
* object of type 'int' has no len()
* Argument data must have NDArray type, but got |<Z6n
* Argument data must have NDArray type, but got dCH-]B\;3#G@#WgUP""U26':GsURBmOWlj	tPj[Z ($J|CD{Ou9OT]dH_%qe1IhKaL;BbgFd2Y!(306!:@<<S.WG3ekz;i\o`:q4JZH6~0t/=}g@eRc*&7s[jf)C
* Argument data must have NDArray type, but got  !q=j2U :05R)M}{f|u/S;$-s}.O[[whP""oz:.6v\BjJ H	ivA7G*K7p7c3+XgKz`#do)gwhapA;'xYQ",0,698,37,0.010000000000000009,943,10,7021.66,0.22
mxnet.contrib.ndarray.group_adagrad_update,"* Argument weight must have NDArray type, but got 5\{<1tPBKp8!i""p_0UiRhNd""^DNr,K""s}1H(/g!I0NwpUm+!3BcEYU
* object of type 'int' has no len()
* Argument history must have NDArray type, but got #HZ YoYaz%?1liK0@yua5u,$Ocr_RWA}]-XZ3' Pf9Pw>cUKYPD,+8D<Y0z%[Db*QZN.\MP[NLVYd=zqCM j5LxJuHA2;
* Argument history must have NDArray type, but got Xmr-Ix:jKn\}bN8
* Argument weight must have NDArray type, but got S LBdC,lVxP]R#s'Ebn3\K<`D(\q*\cuv6l",0,570,88,0.0,1000,0,5759.08,0.73
mxnet.contrib.ndarray.hawkesll,"* Argument lda must have NDArray type, but got -68
* object of type 'int' has no len()
* Argument max_time must have NDArray type, but got M `0emXS/?XF*_`|GJPy!KNct]6X`9i\P>og*,;nL<I%!$)8S5F+n
* Argument state must have NDArray type, but got H9
* Argument lags must have NDArray type, but got |1ewP/CLT{",0,259,166,0.0,1000,0,2639.88,2.35
mxnet.contrib.ndarray.ifft,"* Argument data must have NDArray type, but got -1395341156
* object of type 'float' has no len()
* Argument data must have NDArray type, but got H>qu>@lsv}Mb:\<fMQRI~dj'[0*zio
* Argument data must have NDArray type, but got upV.2Q@7:zj'j},E `Wr9Ke^
* Argument data must have NDArray type, but got ",0,700,36,0.0,931,0,7040.5,0.24
mxnet.contrib.ndarray.index_array,"* Argument data must have NDArray type, but got -696809849
* object of type 'float' has no len()
* Argument data must have NDArray type, but got rGw1?Pk`]fsM88XbcpFW-{!{]d|
* Argument data must have NDArray type, but got yG<~]`9cweBNnYJ?3Whyk<ee	asr QITqE/@'AG97z8~|ET#6YSfb9*0
* Argument data must have NDArray type, but got f\9 F0UiPJQ6`tsG*r}{KTd -2	f^MJhyMj- :OWvXEpIfb$[h!8?x(?^OM*#38yT?A[nm1M{1Ca*mj'QSBIR8p$PK*b<Xfco3""b	as?.|+Z+Y!zRI8C&H2J5*?Hyl$>",0,582,39,0.10999999999999999,938,100,5857.22,0.31
mxnet.contrib.ndarray.index_copy,"* Argument new_tensor must have NDArray type, but got WMg\
* object of type 'bool' has no len()
* Argument index_vector must have NDArray type, but got P9|!85Qb\rpSzbg/CW>eYK5Qk*Wev^Gl9kI@+, aaQpLZBw
* Argument index_vector must have NDArray type, but got .#!I2N	`>4b{>QJw|\DCi4\_*R0/5J3nK;Pct|}Y+]4]&kP%Q\xb7	g<.YTh,H	UfC@gI:lF]J_xgEuK?yb	5vBqf!YFt+o=W+>LYNIM1=	g
* Argument index_vector must have NDArray type, but got A)` kGBx%wCo#!\=eWZ]lX{4NDB.,C17u`*i9u	*w5A=#Z",0,519,84,0.0,967,0,5232.8,1.21
mxnet.contrib.ndarray.interleaved_matmul_encdec_qk,"* Argument keys_values must have NDArray type, but got True
* object of type 'float' has no len()
* Argument queries must have NDArray type, but got #G*L_\t[F-Np_u	P_c,g5	{`!ElvZIFK=+mH
* Argument queries must have NDArray type, but got @}OyI1#Qi\?g}@!ObsN9^<4C{h:XQMb9,{
* Argument queries must have NDArray type, but got |OO^np~!*t7'GL_-L7U\""q$0I$|lh3e96c=F}_$}rs._z`uL0u%)y""p",0,643,67,0.0,1000,0,6477.67,0.63
mxnet.contrib.ndarray.interleaved_matmul_encdec_valatt,"* Argument attention must have NDArray type, but got True
* object of type 'bool' has no len()
* Argument keys_values must have NDArray type, but got QDDQz[)F~qSK6Fr>sUQA}	
* Argument attention must have NDArray type, but got Wtr)Gw8Zz3
* Argument attention must have NDArray type, but got @-	t$%!O3Ac\gh7i^i&6*i l]A_0'^k9+T,GA59 j\r`B~/fVEui""tyZ$]1",0,669,61,0.0,1000,0,6737.19,0.47
mxnet.contrib.ndarray.interleaved_matmul_selfatt_qk,"* Argument queries_keys_values must have NDArray type, but got 29236
* object of type 'bool' has no len()
* Argument queries_keys_values must have NDArray type, but got 3R:z}k{$i
* Argument queries_keys_values must have NDArray type, but got 1:7rx|R!_p
* Argument queries_keys_values must have NDArray type, but got Nxv~f:+Dk*g@vz/0&[BR%wO{gd?KJR",0,735,29,0.0,998,3,7393.58,0.25
mxnet.contrib.ndarray.interleaved_matmul_selfatt_valatt,"* Argument attention must have NDArray type, but got -11874.403799368883
* object of type 'int' has no len()
* Argument attention must have NDArray type, but got B~)(c{+h	#:42?P$&TzfP^]uU?u~fU7XwK]5mpSes'_u/x),z 5	J)oD"" 0|-ebZ6'OBTacX
* Argument attention must have NDArray type, but got r$i(]|^y!n(Q9k'jj>(nrPe{<Q+%P'B;
* Argument queries_keys_values must have NDArray type, but got +P$O*grz <vA:z01dnm81^gPQ@MBdi+Tk>2@ch|*]xhif_W	=>56x?8^%>H-^	ez""G`DbO6	mGCYiZSrQ9@kcpE0X'S^ Uk	_yyT+ct\!IUpGF+:{ IW.PUSK",0,684,62,0.0,1000,0,6888.09,0.46
mxnet.contrib.ndarray.multiboxdetection,"* Argument cls_prob must have NDArray type, but got -}	fLZ t`5n55uScRoTMzQc&b%ia)Zt6b~?THj
* object of type 'bool' has no len()
* Argument cls_prob must have NDArray type, but got &1;3Sxa}af
* Argument cls_prob must have NDArray type, but got J2~|*6h*	
* Argument loc_pred must have NDArray type, but got sM&%YMU{HO~R2vg(#}r&Dje4`pW$=#RK32aY]m+@v'v%-8Ghd;S dQOCL0m>CMiB1^[eN:{M<V!VI]8wpH	';wrYbn4M+n!9SPM&K",0,564,78,0.0,1000,0,5706.8,0.82
mxnet.contrib.ndarray.multiboxprior,"* Argument data must have NDArray type, but got -28703.186789600542
* object of type 'float' has no len()
* Argument data must have NDArray type, but got !>>knCxwqfx""d(2uIQ:Dn_HS\~bzVet7-w_	/M_
* Argument data must have NDArray type, but got _YfNtH?UpY%#125fr|6E	U4e2A5P3GM{R/1p*yJ2fFDir@O;G=QswkC_|}Dx</
* Argument data must have NDArray type, but got ",0,736,35,0.0,994,0,7417.13,0.28
mxnet.contrib.ndarray.multiboxtarget,"* Argument label must have NDArray type, but got 28
* object of type 'int' has no len()
* Argument label must have NDArray type, but got aF_?TFeJ3F=aRV&7}RQ""1yu,7Q3vmla%i &l_BikrG|s_s?n<O3,B){8SO[E""ljh/E9zds_b@QQTH}(AD83Q""rzE,-H=yP=""gv/C16m7<rug ^RT oZ/R8NDt
* Argument label must have NDArray type, but got 1+?: `B_If[3ltN@y%1'ICRhHY/gGK`L""A	""G
* Argument cls_pred must have NDArray type, but got 82E^VhMiwsLjwmiE",0,534,94,0.0,1000,0,5401.51,0.95
mxnet.contrib.ndarray.multiproposal,"* Argument bbox_pred must have NDArray type, but got False
* object of type 'float' has no len()
* Argument bbox_pred must have NDArray type, but got yg$T[Bhuv=[TaD1
* Argument im_info must have NDArray type, but got 65b~w)	8lMwWdBz'~o_DCNYl i5/3""2`Xx/*
* Argument cls_prob must have NDArray type, but got g.S'q{1{C'g[m)MQN_<BFohN1hFDs?p1",0,577,85,0.0,1000,0,5843.62,0.73
mxnet.contrib.ndarray.proposal,"* Argument bbox_pred must have NDArray type, but got -3.672414574945676e+307
* object of type 'float' has no len()
* Argument cls_prob must have NDArray type, but got o/4
* Argument bbox_pred must have NDArray type, but got !G#)6Z41zB$i3,LZG
* Argument cls_prob must have NDArray type, but got !@M:=W>5~}d<k}|Y<g s&a0]Fj,-_)k]N""6aQ_+h",0,555,74,0.0,1000,0,5621.28,0.84
mxnet.contrib.ndarray.psroipooling,"* Argument data must have NDArray type, but got False
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got q3;a0)%jWn""@8^tq[ 6~""3Q}jm2XIA<RR{e]_HZL|""}) M
* Argument rois must have NDArray type, but got 4P39_nh(YDX1N6x/(LbJPN)Y\WpjB>m{`# 
* Argument data must have NDArray type, but got c8 )Ug62D;E<],G:'ZQ*6#f%Ynq14*60T<r2^s2Lj>\}gF>",0,622,60,0.0,1000,0,6284.83,0.63
mxnet.contrib.ndarray.quadratic,"* Argument data must have NDArray type, but got True
* object of type 'int' has no len()
* Argument data must have NDArray type, but got 9M(vD;Pq$Hy<,.}0qa/I8b#JF$ramE+^Xds]E(gisqF%:!FgQMbPQ+[,_g<	8q-6exGWa=PjfEz,S+;uH		bEpE~ZINTvY3~b&\QIl
* Argument data must have NDArray type, but got &Wl
* Argument data must have NDArray type, but got J.\\NNgq}vUte""[w<Qobtg",0,720,45,0.0,980,0,7246.96,0.29
mxnet.contrib.ndarray.quantize,"* Argument data must have NDArray type, but got 3.0453668110464804e+306
* object of type 'int' has no len()
* Argument max_range must have NDArray type, but got pVE0HN\h""k~U>]*3B!ASWxkB7fu3&v*CX0@L
* Argument data must have NDArray type, but got KOG[VD>^0i{5}TH)
* Argument min_range must have NDArray type, but got s463=j$rX`Z#~0{#",0,573,78,0.0,982,0,5773.88,0.78
mxnet.contrib.ndarray.quantize_v2,"* Argument data must have NDArray type, but got -120
* object of type 'int' has no len()
* Argument data must have NDArray type, but got c;""P])9y$@5v}x@AyAmnD@~QP}tb%`7_G{""qB7	kv5>""Kx`U
* Argument data must have NDArray type, but got xghrPC y8ZHKX/NEdFQ)k&/0pXK
* Argument data must have NDArray type, but got .,{I`>Vr/@7OBR^eJ(N^B{jFnUb6tX9Jx3Uxb(dFMPSBR",0,735,43,0.0,983,0,7397.57,0.27
mxnet.contrib.ndarray.quantized_act,"* Argument data must have NDArray type, but got -2472869192333575477
* object of type 'bool' has no len()
* Argument max_data must have NDArray type, but got }#*yZb.77:i^^7,d}w=vi^""):uKjaE|WGH>;JOX/ZsMG
* Argument data must have NDArray type, but got 	$n7}]*g(V )MJ,(?|>=MgFQU;js	oK?O;
* Argument min_data must have NDArray type, but got FWLRn= z@Fq$$WpRhbFfwtl[o$Hw^5XJ	yQ52q|je""b",0,571,81,0.0,1000,0,5758.03,0.76
mxnet.contrib.ndarray.quantized_batch_norm,"* Argument max_data must have NDArray type, but got -2024443543
* object of type 'int' has no len()
* Argument max_data must have NDArray type, but got YU!-y :MYW4Kol^QZF(V**><)T
* Argument moving_mean must have NDArray type, but got d;_ui
* Argument data must have NDArray type, but got E*8Py`t`X?-)w0",0,314,146,0.0,1000,0,3214.17,2.06
mxnet.contrib.ndarray.quantized_concat,"* object of type 'bool' has no len()
* 'str' object has no attribute 'handle'",0,861,2,0.0,997,0,8653.57,0.08
mxnet.contrib.ndarray.quantized_conv,"* Argument data must have NDArray type, but got -8736627112113995363
* object of type 'int' has no len()
* Argument bias must have NDArray type, but got Rj""ss
* Argument min_data must have NDArray type, but got 4yC@nB_1~e[h{#P!eanmw
* Argument max_data must have NDArray type, but got p\nz\PwyoX#",0,255,170,0.0,1000,0,2635.27,2.38
