API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
tf.bitwise.bitwise_or,"* Incompatible shapes: [7,9] vs. [5,4] [Op:BitwiseOr]
* Incompatible shapes: [2,17,20,15] vs. [5] [Op:BitwiseOr]
* Incompatible shapes: [14,2] vs. [18,12,2,19] [Op:BitwiseOr]
* Incompatible shapes: [8] vs. [6,20,7] [Op:BitwiseOr] name: sI-021hYm3[/%'0`""&$[mS;$CJ|KPC0#c=
* Incompatible shapes: [19,0] vs. [9] [Op:BitwiseOr] name: TiBp6/m;ctC<D01sO3DrcZI[[(BZU7q&_~w6pacl,96GIk/?b=6)bdFm""edh}}_f[M,+<?/:ne?`5Q\7",0,0,349,0.41000000000000003,1000,412,75.39,1.89
tf.bitwise.bitwise_xor,"* Incompatible shapes: [16] vs. [5,5,19,5] [Op:BitwiseXor]
* Incompatible shapes: [15,13,8] vs. [5,0] [Op:BitwiseXor]
* Incompatible shapes: [19,6] vs. [10,16] [Op:BitwiseXor]
* Incompatible shapes: [14,11,15,6] vs. [9,10] [Op:BitwiseXor]
* Incompatible shapes: [14,10,19] vs. [17,10] [Op:BitwiseXor]",0,0,373,0.38,1000,375,75.87,2.13
tf.bitwise.invert,* Can't convert Python sequence with out-of-range integer to Tensor.,0,0,1,0.99,996,983,55.91,0.01
tf.bitwise.left_shift,"* Incompatible shapes: [9,4,18] vs. [15,8] [Op:LeftShift] name: R
* Incompatible shapes: [15,0,9] vs. [9,16,4,2] [Op:LeftShift]
* Incompatible shapes: [9,18] vs. [1,3,17,0] [Op:LeftShift]
* Incompatible shapes: [20,13] vs. [9,11] [Op:LeftShift] name: |z#t@fk58R(;2(&~N%aOb`goFo<Nn)b]]KsZjPoX|!5!Hznbc12""SbM538eWRLI}d]K3
* Incompatible shapes: [15,12] vs. [2,11,1,7] [Op:LeftShift]",0,0,438,0.33999999999999997,1000,338,69.61,2.35
tf.bitwise.right_shift,"* Incompatible shapes: [19,10] vs. [19] [Op:RightShift]
* Incompatible shapes: [16,5,1] vs. [11,17] [Op:RightShift]
* Incompatible shapes: [17,3,15,0] vs. [4,17] [Op:RightShift]
* Incompatible shapes: [6,18,7] vs. [18,7,19,12] [Op:RightShift] name: E~'q6)K3#6fx0j0<8mC
* Incompatible shapes: [13] vs. [20,19,4,19] [Op:RightShift] name: ma]zv;3Z_`$/R917+v)Zx57BNKG>""7cpE,~~\/@aG9;avDQI])_4N6=jf\:-J",0,0,454,0.38,1000,384,64.05,2.26
tf.boolean_mask,"* Shapes (19,) and (12, 16) are incompatible
* Shapes (18, 3, 20, 6) and (14, 10, 0, 0) are incompatible
* Shapes (5, 20, 4) and (10, 0, 2) are incompatible
* Shapes (12, 15, 8, 20) and (20, 16, 7, 12) are incompatible
* Shapes (8, 15, 2, 3) and (16, 20, 3, 13, 6) are incompatible",0,0,90,0.010000000000000009,1000,9,108.57,4.32
tf.broadcast_dynamic_shape,"* Incompatible shapes: [-767786661,1004447153,-144074513,-976419387,19115777,1561515887,1253128099,-217454939,-500796261,-829232888,-53658171,-2030742607,1261397220,133605811,1994963296,2042138969] vs. [1970442584,-1856750088,-1761112874,83165869,-481269628,321666911,328399410,-1222707089,586261403,-1218213128,1859005438] [Op:BroadcastArgs]
* Incompatible shapes: [2000474561,1899687432,1432523493,1388262180,1339344611,832352205,-1413173626,1923742985,-1063537106,302469287,-1737087981,-1760942877,-2079053785,1014617851,-1345648356,-2011870684] vs. [2000774848,-423728409,-228999386,1119736145,-1799690933,-1174531782] [Op:BroadcastArgs]
* Incompatible shapes: [-1233035813,1873666197,-1950382745,-952410891,1929317913,-821756219,-2070060489] vs. [1606910606,554097571,-242755804,411247003,-774291139,2091136444,-1850003199,-829983860] [Op:BroadcastArgs]
* Incompatible shapes: [904360355,1421281133,-365638079] vs. [-7325069,865608875,-875530302,1238968843,-2058422582,914351533,383416486,-15060599,1322404412,1056172995,-1513519696,-235485849,-940746935] [Op:BroadcastArgs]
* Incompatible shapes: [254688566,-1259691770,701861543,898533096,1138210858,442425578,947738077,776978758,-1635326800,1133744372,-1821347749] vs. [-403076346,1830020828,-185757799,-1842604833,344744300,881552298,-1872000022,1566126156,-631204857,598938415,805485760,-645010430,1823921876,-67072783,1651592844,1565433982,1957284162,-431338056,1134775327] [Op:BroadcastArgs]",0,0,901,0.08999999999999997,1000,94,61.82,4.04
tf.broadcast_static_shape,* 'numpy.ndarray' object has no attribute 'ndims',0,0,1,0.0,1000,0,21.32,4.05
tf.broadcast_to,"* Shape [126,126,126,126,126,126,126,126,126,126,126,126,126] would have more than 2**63 - 1 elements [Op:BroadcastTo]
* Incompatible shapes: [2] vs. [34] [Op:BroadcastTo]
* Shape [1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681,1382364681] would have more than 2**63 - 1 elements [Op:BroadcastTo]
* OOM when allocating tensor with shape[57,78,72,37,66,80,97,118,39,104] and type string on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:BroadcastTo]
* Incompatible shapes: [9] vs. [44608] [Op:BroadcastTo]",0,28,69,0.13,1000,126,418.58,4.17
tf.case,"* fns must be a list, tuple, or dict",0,0,1,0.0,1000,0,25.63,5.14
tf.cast,"* Cast float to string is not supported [Op:Cast] name: Cast/
* Can't convert Python sequence with a value out of range for a double-precision float.
* Cast uint8 to string is not supported [Op:Cast] name: ,<Lwz	>i}*.&WgE$'XsY 5+=	nL}he'JFO*oN5F;>D	#3$=fO/W!4%~=k$	,5e(*_lCQn.nX)|K}#rsQn3?Y`q^s$IdMu;8VZV@f3S]
* Cast int32 to string is not supported [Op:Cast] name: 8=|?0""`batL6~SegSg&,3 ~U>R@Qss.ovfs~|?@{	${AAg1!}3p[|ZOx^v1C}4/""IC#Y/.l+yuawdb)uEr93{T6<m+Co/`n#\ B/j^	xz3pz?	:uI.<""SoU*a9Zgb>*0
* Cast half to string is not supported [Op:Cast] name: `t@<2pDC-3&tP/2jeXP	3i7pKJ~",0,0,23,0.91,1000,908,64.56,0.07
tf.clip_by_global_norm,"* t_list should be a sequence
* 'float' object has no attribute 'dtype'
* Could not find valid device for node.
* x and y must have the same dtype, got tf.float32 != tf.complex128",0,0,4,0.06000000000000005,16,1,1.36,0.01
tf.clip_by_norm,"* Could not find valid device for node.
* Invalid reduction dimension (-1160750262 for input with 3 dimension(s) [Op:Sum]
* Can't convert Python sequence with a value out of range for a double-precision float.",0,0,3,0.8,986,786,105.87,0.24
tf.clip_by_value,* Could not find valid device for node.,0,0,1,0.63,784,492,91.17,0.8
tf.compat.as_bytes,"* Expected binary or unicode string, got array([[[False, False,  True],
* Expected binary or unicode string, got array([ 13, 182, 204, 232, 169,  75, 226, 247, 218, 175, 205,  41, 243,
* unknown encoding: o0mp=.rGIeK3sGfINQXY8+v6~S(mYkZe:d-D~'@?aFk)?6_>xo(m1c<,_3K`A&>%qEJN.=GEEItTk3bsG#.ljm+DZR^8Ed{.g5	@b(E#`<_OoMy%!\^D5	v5K7TKNw!JR0}[c eot~=5#
* Expected binary or unicode string, got array([-2.60299514e+307, -3.09249863e+307, -2.93351348e+307,
* Expected binary or unicode string, got array([[[[-7.62078400e+307,  8.68218786e+307, -1.72341509e+307, ...,",0,0,625,0.0,1000,0,31.07,8.04
tf.compat.as_text,"* Expected binary or unicode string, got array([[[False, False,  True, ..., False, False, False],
* Expected binary or unicode string, got array([[[[ 119394709,  567861101, 1254471951, ..., 3339972021,
* Expected binary or unicode string, got array([  174294642700693040, 14637918411467545381, 10626297459248135704,
* Expected binary or unicode string, got array([[[  1,  62, 167, ..., 160, 169, 150],
* Expected binary or unicode string, got array([[-3.08429816e+307+0.00000000e+000j,",0,0,13,0.98,1000,981,42.95,0.01
tf.compat.dimension_at_index,"* 
* 
* 
* 
* ",0,0,1000,0.0,1000,0,22.29,4.96
tf.compat.dimension_value,N/A - no exception,0,0,0,1.0,998,998,23.12,N/A
tf.compat.forward_compatibility_horizon,N/A - no exception,0,0,0,1.0,1000,1000,25.28,N/A
tf.compat.forward_compatible,"* unsupported operand type(s) for |: 'int' and 'complex'
* ufunc 'bitwise_or' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''",0,0,2,0.5900000000000001,1000,590,26.17,1.12
tf.compat.path_to_str,N/A - no exception,0,0,0,1.0,999,999,21.08,N/A
tf.concat,"* ConcatOp : Expected concatenating dimensions in the range [0, 0), but got -1 [Op:ConcatV2] name: l-nryN\*!^ps4U+|j`Ib#(~f?n _00v-_+E jy.(_8Kn8GDPqObe7M}U;m
* list index out of range",0,0,2,0.77,725,556,46.52,0.21
tf.cond,"* cond(): false_fn argument required
* true_fn must be callable.",0,0,2,0.0,882,0,24.44,5.28
tf.config.experimental.set_device_policy,"* Not a valid device policy: -490224396
* Not a valid device policy: array([-1840278608,   307872757,  1824916708,  1191028425,  1597920911,
* Not a valid device policy: array([[-1187322297,  -697582235,   268649251, -1677641131,   930770277,
* Not a valid device policy: array([[[  351928754,  1779818259, -1690709351,  -238748180,
* Not a valid device policy: array([[[ 1549895924, -1993290437,   394468762, -1868915303,",0,0,682,0.0,985,0,24.96,6.51
tf.config.experimental.set_memory_growth,"* Unrecognized device: array([], shape=(0, 4, 12, 5), dtype=complex64)
* Unrecognized device: array([], dtype=int64)
* Unrecognized device: array([-1.1135407e+37+1.1132688e+19j,  2.5759125e+38+1.5716269e+19j,
* Unrecognized device: array([[[[238, 252, 158, ...,  72,  31,  35],
* Unrecognized device: array([[-6.1485902e+37+1.7774087e+19j, -3.3171303e+38+1.6439546e+19j,",0,0,881,0.0,1000,0,31.03,6.18
tf.config.experimental.set_synchronous_execution,* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),0,0,1,0.10999999999999999,787,84,21.63,3.0
tf.config.experimental_connect_to_cluster,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* `cluster_spec_or_resolver` must be a `ClusterSpec` or a `ClusterResolver`.",0,0,2,0.0,1000,0,31.28,5.39
tf.config.experimental_connect_to_host,"* 'int' object has no attribute 'startswith'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Must provide at least one remote_host",0,0,3,0.47,1000,475,34.03,1.47
tf.config.experimental_run_functions_eagerly,N/A - no exception,0,0,0,1.0,2,2,0.32,N/A
tf.config.get_visible_devices,"* data type ""CPU"" not understood",0,0,1,0.12,17,2,0.68,0.01
tf.config.list_logical_devices,"* data type ""CPU"" not understood",0,0,1,0.12,17,2,1.99,0.01
tf.config.list_physical_devices,"* data type ""CPU"" not understood",0,0,1,0.12,17,2,0.65,0.01
tf.config.optimizer.set_experimental_options,* 'int' object is not iterable,0,0,1,0.0,897,0,20.15,3.69
tf.config.optimizer.set_jit,N/A - no exception,0,0,0,1.0,765,765,18.9,N/A
tf.config.set_logical_device_configuration,"* Unrecognized device: array([], shape=(1, 17, 0), dtype=uint32)
* Unrecognized device: array([ True,  True])
* Unrecognized device: array([[-20620,  22682,  -8983,  28483,  20189,  29348,  14790],
* Unrecognized device: array([[[  676535498144015191, -6993493857382125219,
* Unrecognized device: array([148,  17,   8, 237, 174,  79, 135, 126,  97,  58, 192, 162, 107,",0,0,878,0.0,1000,0,37.35,5.91
tf.config.set_soft_device_placement,N/A - no exception,0,0,0,1.0,760,760,17.35,N/A
tf.config.set_visible_devices,"* Unrecognized device: array([[ 6.78833944e+307+8.37146043e+153j,
* Unrecognized device: array([[[39929, 36083, 28746, 37391, 12531, 43245, 19828, 44229, 16307,
* Unrecognized device: array([[[  23,   48,  -99, ...,  -97,  -78,  -32],
* Unrecognized device: 'pZQwL% ?1\x0bw\'T[z8,d{j?_Ld\n{V\ri9yz]um398*HT\tQ9\x0c~]\tHoY\n2#00E~4A}\x0cwKc;*\n.\\Phg+Nx4Iyy!44""\x0b#\',SSX5?\\HqgfYwQ}FX6;3/5qy&I$+TQxU@\nW3e@AYPiMn^?C}D`qz~o]}^=spRwkBcZ\x0cTen?x5_b :uO=7V<n;~#6;$%x"")E<YVC>;u-V""^[VS_/?yx6n&3_[Vq+`~IoXpbE\x0bc#K\\?\tj\x0b3f\\c\x0bY2]|anG7\'h@|`;AZPd(auNMV0j2wQ2\x0ca1`g,'
* Unrecognized device: array([[[-25112,  10104, -23953, ...,  28996,   8518, -16433],",0,0,40,0.020000000000000018,41,1,1.57,0.02
tf.config.threading.set_inter_op_parallelism_threads,N/A - no exception,0,0,0,1.0,913,913,18.96,N/A
tf.config.threading.set_intra_op_parallelism_threads,N/A - no exception,0,0,0,1.0,895,895,18.43,N/A
tf.constant,"* Eager execution of tf.constant with unsupported shape (value has 40 elements, shape is (1900698169, 1584485119, 3256148411, 1862225898) with 18261559997146212500075816953685702658 elements).
* Cannot convert (-1.724539190679321e+307+7.106122967237162e+307j) to EagerTensor of dtype int32
* Eager execution of tf.constant with unsupported shape (value has 1080 elements, shape is (18, 50, 102, 40, 124, 87, 6, 1, 102, 34) with 824278457088000 elements).
* Eager execution of tf.constant with unsupported shape (value has 6 elements, shape is (12479, 18760, 27061, 27666, 16543, 16986, 13153, 13341, 4991, 30571, 5, 22843, 9659) with 1454701717213909513245034950020149657565572980765600 elements).
* Eager execution of tf.constant with unsupported shape (value has 19 elements, shape is (26993, 13814, 31125, 4332, 25269, 21399, 5806) with 157843600941455283368327562000 elements).",0,0,254,0.45999999999999996,1000,458,64.12,2.18
tf.control_dependencies,N/A - no exception,0,0,0,1.0,951,951,19.62,N/A
tf.convert_to_tensor,"* Cannot convert (-5.156812368241108e+307+6.280852219146404e+307j) to EagerTensor of dtype int32
* Can't convert Python sequence with a value out of range for a double-precision float.
* Cannot convert 'G5dx87Xu?x/\t&B%SfXLlCtSY0C32T\'/k7D0u](IdWb&/`r.Ib\n^rk th)lH\'!Rr#~?}9/""]*T:$1\nxNnc0Fyr@?JcbGM[.+9<7=[;IMJm`54<:>[\t!~D=\x0c\rnW\t7nBtoTZ-ro6E+E=Gv}W}yY2n_.!6]WVa??UJH!%fgqz\\Q`\x0cbmp11LHNjHx<M+ds\'{\nIWoT|3;BFN3Vs.>%?LI' to EagerTensor of dtype float
* Cannot convert '<~{v)9<#6ePvf]G,-v}-t1nP8RqLo~Sx\r3tY!1jP\'V\t)vN#_aq\nBz`_XmZ\x0c]m<wSGM@Nyama+9=YBKl&ui#0\tQa\x0cbTQQz564R5_Ko>Cu*Wfox%N-2IQ/\\H6EqiK.y7;<Nd=];%KLT/rkCrh""N$""h%F0fz|/J;Y-(#HnFy&|,{J(TCXpe%]z7=~6-n8@v@C%L;Q' to EagerTensor of dtype bool
* Cannot convert '=h5PkvnBml;Z;~W2R@8[,6cI^\x0b\x0bFT\x0cqEe\x0ba4a@\\T8,h~;ea9Xu9mUgx\'FP\n\\[(Q|K$|Ul~$F\n*aNy%D=|O\n][*z\\`R#k&Deey}~rYa&IYc]1#;wkrHfjNOU\x0bP\x0bPMIkN<A?VbIP\tv6Mf%$_+T=,~@4Q\'p*Sj^yVBbsGYI4l\'KD1cu/.K~R%}Z=%lo!]gSCO0zO\tpk)w\x0bwR4E(&%aU3qp \n8>\x0b(bD3p%r^\r_ooBv$5y[leirXk7+W4UoGSn\ti<Fo{gzF#dv}N{mb<_BQQ,t\'Tz.B9\nbamVN}a] 0LnYS0Y)vU9djm[Nt+b?7l}sK*U4=2[`93U;mru@|OwnGo\nPUw% i47$}jbI\'P""""oA\'oI\x0bIr([zbsx\rWPMy;>X*m\nyW_)""#f\x0c""lok\']YOc+FwPPn]m@b`f/zoH>+s*V7zHPX<Y::m!=@`^TJG$""I6Wz""J1^qQqZ1\x0c2<%E,*D$dao~CSqN^aW>LlF4O#];uzGsX2Z<^(qu=`(I!Qy{\nkM,\x0b+U8\rURA(:M|TiO{\nlsoNh]B""Z$Q`\\3{t)s.cjF}}8,:oE=FJ##y%}L+_dFeDhzS6B\\4\'dM]X\r*ECO_T#31~QN+3nbkE=B\r\n_ql\t\\M_B\'X\x0b0RC!{5 OO.?UVpDS3@rnBt%8s-|R;I+5yuCmFG(ap\x0c[PpqpcLFGK=PEr/g|WB\nju""qaoBiK>|$!o~V8:-q#9ag3K=i@R|3\x0bnl0F36[E(\x0bO5]WR/<Zs\x0czh^|' to EagerTensor of dtype bool",0,0,28,0.9,1000,896,62.27,0.07
tf.custom_gradient,N/A - no exception,0,0,0,1.0,490,490,12.27,N/A
tf.data.experimental.Counter,"* Cannot convert -1957222413 to EagerTensor of dtype bool
* in converted code:
* <class 'tensorflow.python.framework.ops.EagerTensor'> returned a result with an error set
* Can't convert Python sequence with out-of-range integer to Tensor.",0,0,4,0.62,1000,616,201.93,0.94
tf.data.experimental.bucket_by_sequence_length,* len(bucket_batch_sizes) must equal len(bucket_boundaries) + 1,0,0,1,0.13,15,2,1.95,0.01
tf.data.experimental.bytes_produced_stats,N/A - no exception,0,0,0,1.0,1000,1000,21.09,N/A
tf.data.experimental.choose_from_datasets,* 'numpy.ndarray' object has no attribute 'element_spec',0,0,1,0.0,1000,0,33.54,8.98
tf.data.experimental.copy_to_device,N/A - no exception,0,0,0,1.0,1000,1000,22.13,N/A
tf.data.experimental.dense_to_ragged_batch,N/A - no exception,0,0,0,1.0,1000,1000,21.09,N/A
tf.data.experimental.dense_to_sparse_batch,N/A - no exception,0,0,0,1.0,1000,1000,21.12,N/A
tf.data.experimental.from_variant,N/A - no exception,0,0,0,1.0,988,988,26.87,N/A
tf.data.experimental.group_by_reducer,N/A - no exception,0,0,0,1.0,1000,1000,28.65,N/A
tf.data.experimental.group_by_window,"* Must pass either window_size or window_size_func.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,2,0.39,1000,385,46.22,1.83
tf.data.experimental.latency_stats,N/A - no exception,0,0,0,1.0,1000,1000,20.96,N/A
tf.data.experimental.make_batched_features_dataset,"* Cannot convert -1063139981 to EagerTensor of dtype string
* q;57u:x_iJpVzE&n002{|_6i<NP$I(@g=; No such file or directory [Op:MatchingFiles]
* Cannot convert [(3.228172e+38+0j), (3.1054418e+38+1.0310327e+19j), (-2.3010446e+38+9.486283e+18j), (4.280416e+36+0j), (-2.3081741e+38+0j), (2.4943322e+38+1.2748534e+19j)] to EagerTensor of dtype string
* Cannot convert [1538480107, 835921716, -949887309, 2134671485, 53638955, -582702021, -1816583900, 295200556, 1141070873] to EagerTensor of dtype string
* Cannot convert [115, -102, 51, 11, -20, -36, -33, -104, 13] to EagerTensor of dtype string",0,0,125,0.0,1000,0,77.59,6.02
tf.data.experimental.make_csv_dataset,"* Expected binary or unicode string, got array([-8.44847113e+307+0.00000000e+000j,
* 'float' object is not iterable
* Expected binary or unicode string, got array([[[ 1754008775, -1321445580, -1104195742,  1219998746,
* Expected binary or unicode string, got array([[ -14,   94,  -39,   41,  124,   79,  -69,  -56],
* Expected binary or unicode string, got array([[-1.9450342e+38+1.5965076e+19j, -3.1450525e+38+8.1744220e+18j,",0,0,462,0.0,1000,0,41.98,7.3
tf.data.experimental.parse_example_dataset,N/A - no exception,0,0,0,1.0,1000,1000,24.7,N/A
tf.data.experimental.prefetch_to_device,N/A - no exception,0,0,0,1.0,1000,1000,21.63,N/A
tf.data.experimental.rejection_resample,N/A - no exception,0,0,0,1.0,1000,1000,25.92,N/A
tf.data.experimental.sample_from_datasets,"* object of type 'int' has no len()
* `dataset_or_iterator` must be a Dataset or Iterator object, but got <class 'numpy.ndarray'>.
* `weights` must be convertible to a tensor of `tf.float32` or `tf.float64` elements.
* index 0 is out of bounds for axis 0 with size 0
* list index out of range",0,0,6,0.040000000000000036,703,30,60.03,2.34
tf.data.experimental.scan,N/A - no exception,0,0,0,1.0,1000,1000,28.87,N/A
tf.data.experimental.take_while,N/A - no exception,0,0,0,1.0,778,778,18.32,N/A
tf.debugging.Assert,"* values must be a sequence.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Expected '[]' to be true. Summarized data: b'1'
* Can't convert Python sequence with out-of-range integer to Tensor.
* Expected '[]' to be true. Summarized data: b'Z'",0,0,7,0.45999999999999996,1000,457,39.44,1.7
tf.debugging.assert_all_finite,"* Expected string for argument 'message' not 3921795959.
* Could not find valid device for node.
* Expected string for argument 'message' not array([[-49250.,   5316.,  52900., -61440., -58780., -46600., -27150.,
* Expected string for argument 'message' not array([[ 34, 139, 160, 208,  84, 185, 250, 141,  86,  13, 202, 201],
* Expected string for argument 'message' not array([-4602950172360630650,  2923663343186865103,  7275952715252069232,",0,0,71,0.88,1000,878,99.92,0.14
tf.debugging.assert_equal,"* Incompatible shapes: [15] vs. [17,7,5,2] [Op:Equal]
* cannot compute Equal as input #1(zero-based) was expected to be a int8 tensor but is a uint64 tensor [Op:Equal]
* Can't convert Python sequence with out-of-range integer to Tensor.
* Could not find valid device for node.
* Can't convert Python sequence with a value out of range for a double-precision float.",0,0,9,0.0,1000,1,65.77,11.01
tf.debugging.assert_greater,"* Condition x > y did not hold.
* Incompatible shapes: [14,15,12] vs. [20] [Op:Greater]
* Incompatible shapes: [11,8] vs. [16,9] [Op:Greater]
* Incompatible shapes: [0,4,11,12] vs. [5,20,14] [Op:Greater]
* Incompatible shapes: [9,18,9] vs. [17,17,20] [Op:Greater]",0,0,278,0.020000000000000018,1000,16,64.76,5.89
tf.debugging.assert_greater_equal,"* Condition x >= y did not hold.
* Incompatible shapes: [4,7] vs. [16,14,1] [Op:GreaterEqual]
* Incompatible shapes: [7,3,4,3] vs. [4,19] [Op:GreaterEqual]
* Incompatible shapes: [18,0,16,15] vs. [16,15,8] [Op:GreaterEqual]
* Incompatible shapes: [5,17] vs. [19,13] [Op:GreaterEqual]",0,0,304,0.030000000000000027,1000,34,64.8,5.33
tf.debugging.assert_integer,"*   Expected ""x"" to be integer type.  Found: tensor of dtype <dtype: 'complex128'>
* F1&)_O5!u`EFrIt:t.umPRQr~1Bul$JL]a{kMK%	)cz
* <M~JkR&KGNQ0V7x4ep[{]p$S$';@zcaW~7vX&;bplXv:\:4@	w{a4Q<X%1g*Z#c7@Q5z,# YAW1K8mEBt>vEri!Y`^2u;_Vt/l2n^KD`Yb%.<$L766R-RuOK8\
* dhQ!NO<t)B$>tZsNg2$!IjV1=[R%]d;QNsy#bIk+u9zR_5e5@{l-ddHJ\5u}	`ANLen3^O5W4?Iyy|K!0mAq)c|3VITH3XB?F\6,x
* g>}~QSrv Dp",0,0,207,0.55,999,546,65.58,1.3
