API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
tf.bitwise.right_shift,"* Incompatible shapes: [16] vs. [0,19,2] [Op:RightShift]
* Incompatible shapes: [2,9] vs. [4,4] [Op:RightShift]
* Incompatible shapes: [2,16,19] vs. [10] [Op:RightShift] name: ]1slQEz5gCJ283:H 7]Pw<e^eG'~:""b9O6VLQ/Ub
* Incompatible shapes: [17,15] vs. [20,19] [Op:RightShift] name: Jvw|<& q4;|@r5-C`B]=	iul3NaF9Lm@z7(yx~N`ygn<RezR]['eax9h]VYos@fcj#[o;{Zc(gi.d28K=U&%0l`#|%Q6!/
* Incompatible shapes: [8] vs. [15] [Op:RightShift] name: ItIrTL5H<'yFJ,~W4@1oIV.{Es+oOeN;usL/aXT^.}G3oz!fK<;Zg/0qf	ZGg9R""s1:=9z{S<|Ew""+n|e,#j]dY;lLI:.Jtf:L7y+YI	H'CE?&~t'JZn8r&dBj!,IL2zP`58cyAC\bG'&=G_=.GMTKxCrWrcl<""J@|o]&|>tMxk",0,0,454,0.37,1000,370,61.55,2.46
tf.boolean_mask,"* Shapes () and (17, 11) are incompatible
* Shapes (13, 6, 13, 7) and (0, 14, 2, 1) are incompatible
* Can't convert Python sequence with out-of-range integer to Tensor.
* mask cannot be scalar.
* Shapes (3,) and (11, 16, 12, 1, 16) are incompatible",0,0,57,0.0,1000,4,96.74,6.43
tf.broadcast_dynamic_shape,"* Incompatible shapes: [-1554527243,-1036774320,-1292748565,651343788,-1660529957,1866645333,-661706388,-1536895033,-1273415152,-544600086,-454164742] vs. [1539,23306,5405,20646,9786,14348,6689,21444] [Op:BroadcastArgs]
* Incompatible shapes: [-699108203,-86374895,-416120739,721035288,1364498718,-1418611398,-1043691938,958282674,1474763592,-1727249399,-1289241325,-108488626,-1389028415,39809582,612831846,1987081025] vs. [56987,55054,5642,50951,12732,59172,41526,36851,19039,9385,45245,22192,27898,20957,8137,41728,44780,38432,9413] [Op:BroadcastArgs]
* Incompatible shapes: [59,48,186,68,163,11,181,64,174,184,159,221,96,82,135,3,165] vs. [1328452961,948820960,1505190288,456398686,1878488325,209439882,1477300949,1990457439,1413215654] [Op:BroadcastArgs]
* Incompatible shapes: [564894341,-1528106060,498125666,969969656,586110227,1642361799,-19051641,-313457256,-892612728,-1657820346,-1012173311,-1199285320,-1706789960,167352257,-1796774858,999387269,-591437688,-1088405573] vs. [507066649,2029155480,1792195570,880100117,794971329,81519273,1095848024,780578606,1220247096,1929968000,10912817] [Op:BroadcastArgs]
* Incompatible shapes: [-643441602,-1081647234,1101270712,-847637930,-1975426874,-71368542,-1617157018,572053511,388050128,2054263987,1576855250,1497591025,-723068860,1147804344,-1997872935,-167098085,-79075550,186756299,-793752552] vs. [7042,15796,21161,3293,2273,915,15422,17110,12405] [Op:BroadcastArgs]",0,0,905,0.08999999999999997,1000,87,61.78,4.27
tf.broadcast_static_shape,* 'numpy.ndarray' object has no attribute 'ndims',0,0,1,0.0,1000,0,22.59,7.22
tf.broadcast_to,"* Rank of input (3) must be no greater than rank of output shape (0). [Op:BroadcastTo] name: u&q8-z+`v9)TN0&N86`9F=av@B9\QgiHR{y/k\22F$4%91e>VkwZgf?4hp""pC=[$e7M3RP(
* Shape [958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677,958264677] would have more than 2**63 - 1 elements [Op:BroadcastTo] name: (C
* Incompatible shapes: [9] vs. [35004,36826] [Op:BroadcastTo]
* Dimension -1403041804 must be >= 0 [Op:BroadcastTo] name: ^Ua7:	.ywwdSo#0wn6b?H<NF?h_[XoD3:I{@=[+nWD
* Dimension -1609835561 must be >= 0 [Op:BroadcastTo] name: Fnu40zIxqxqTj:9&?2	SrJ^*ou8;0`etLo!Y+[wN>1oqN	SoOeS]QR_@BC\ro-3kmXKX5:oPJqmSLqOZkS/fO,rOh2_-xGc ",0,87,222,0.040000000000000036,1000,38,946.98,4.45
tf.case,"* fns must be a list, tuple, or dict",0,0,1,0.0,1000,0,24.4,4.17
tf.cast,"* Cast float to string is not supported [Op:Cast] name: Cast/
* Can't convert Python sequence with a value out of range for a double-precision float.
* Cast float to string is not supported [Op:Cast] name: P6bodT;Tj2#93
* Cast uint64 to string is not supported [Op:Cast] name: f*8*
* Cast double to string is not supported [Op:Cast] name: kMj{PjBTRyG""xC_0f=Am@5",0,0,14,0.92,1000,918,60.04,0.06
tf.clip_by_global_norm,"* x and y must have the same dtype, got tf.float64 != tf.complex128
* t_list should be a sequence
* Could not find valid device for node.
* 'float' object has no attribute 'dtype'",0,0,4,0.07999999999999996,1000,81,40.93,5.03
tf.clip_by_norm,"* cannot compute Mul as input #1(zero-based) was expected to be a float tensor but is a string tensor [Op:Mul] name: 6=%9oa{Q_ 3SxH\0$-'Nl93ftdE,X5uVDX<{!y[`}|YSOj+RU=aEa0;a\J}	,xa25Q7Qddy4j/n1-I\t7T{0|2FQv~3
* Could not find valid device for node.
* Can't convert Python sequence with out-of-range integer to Tensor.
* Invalid reduction dimension (1596362406 for input with 4 dimension(s) [Op:Sum]
* Can't convert Python sequence with a value out of range for a double-precision float.",0,0,5,0.08999999999999997,1000,86,67.68,6.14
tf.clip_by_value,* Could not find valid device for node.,0,0,1,0.31999999999999995,767,243,55.42,2.21
tf.compat.as_bytes,"* Expected binary or unicode string, got array([False, False, False, False, False,  True, False,  True,  True,
* Expected binary or unicode string, got array([[[ 49,  35, 222],
* unknown encoding: !K?j86
* unknown encoding: 6>MD\[h
* Expected binary or unicode string, got array([[[ 2.3596612e+38, -1.7081745e+37, -2.6616501e+38, ...,",0,0,607,0.0,1000,0,28.54,13.39
tf.compat.as_text,"* Expected binary or unicode string, got array([], shape=(11, 4, 0), dtype=int32)
* Expected binary or unicode string, got array([[[ -5484., -23020.,  39520.],
* Expected binary or unicode string, got array([-29980.,  65150., -16360.,  32930., -12700., -13860., -22320.,
* Expected binary or unicode string, got array([[ 32,  39],
* Expected binary or unicode string, got array([[[ 80, 100,  24, ..., 152, 193,  19],",0,0,588,0.06000000000000005,1000,58,29.33,5.8
tf.compat.dimension_at_index,"* 
* 
* 
* 
* ",0,0,1000,0.0,1000,0,20.18,4.23
tf.compat.dimension_value,N/A - no exception,0,0,0,1.0,995,995,22.94,N/A
tf.compat.forward_compatibility_horizon,N/A - no exception,0,0,0,1.0,1000,1000,24.69,N/A
tf.compat.forward_compatible,"* unsupported operand type(s) for |: 'int' and 'complex'
* ufunc 'bitwise_or' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''",0,0,2,0.5900000000000001,1000,593,25.44,1.1
tf.compat.path_to_str,N/A - no exception,0,0,0,1.0,999,999,21.05,N/A
tf.concat,"* ConcatOp : Expected concatenating dimensions in the range [0, 0), but got -1 [Op:ConcatV2] name: w;
* list index out of range",0,0,2,0.77,771,592,49.56,0.24
tf.cond,"* cond(): false_fn argument required
* true_fn must be callable.",0,0,2,0.0,863,0,25.95,3.44
tf.config.experimental.set_device_policy,"* Not a valid device policy: array([-1540708383,   337185823,   137461962], dtype=int32)
* Not a valid device policy: array([ 1124127943,  -369204920,  -931910118,  1223529401,  -360060898,
* Not a valid device policy: array([[ 1607016931,   542883544,  1990553364,   -99293872, -1442764280,
* Not a valid device policy: array([[[-1004412053,  1866403744,   251212845, -1876384724,
* Not a valid device policy: array([[[[-2123915603,  -983797597, -1951821467, ...,  1756887003,",0,0,671,0.0,981,0,28.38,7.93
tf.config.experimental.set_memory_growth,"* Unrecognized device: array([], shape=(0, 3), dtype=bool)
* Unrecognized device: array([1.6088399e+38], dtype=float32)
* Unrecognized device: array([[[198,  87, 192, ..., 212,  99, 181],
* Unrecognized device: array([[22802, 48153,  2985, 11781, 13299],
* Unrecognized device: array([[[-8918612570210812347],",0,0,848,0.0,1000,0,33.63,6.17
tf.config.experimental.set_synchronous_execution,* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),0,0,1,0.09999999999999998,756,75,18.41,3.1
tf.config.experimental_connect_to_cluster,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* `cluster_spec_or_resolver` must be a `ClusterSpec` or a `ClusterResolver`.",0,0,2,0.0,1000,0,28.36,6.58
tf.config.experimental_connect_to_host,"* 'int' object has no attribute 'startswith'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Must provide at least one remote_host",0,0,3,0.040000000000000036,1000,35,25.86,4.66
tf.config.experimental_run_functions_eagerly,N/A - no exception,0,0,0,1.0,2,2,0.23,N/A
tf.config.get_visible_devices,"* data type ""CPU"" not understood",0,0,1,0.12,17,2,0.59,0.01
tf.config.list_logical_devices,"* data type ""CPU"" not understood",0,0,1,0.12,17,2,1.3,0.01
tf.config.list_physical_devices,"* data type ""CPU"" not understood",0,0,1,0.12,17,2,0.61,0.01
tf.config.optimizer.set_experimental_options,* 'int' object is not iterable,0,0,1,0.0,896,0,20.15,3.46
tf.config.optimizer.set_jit,N/A - no exception,0,0,0,1.0,808,808,18.71,N/A
tf.config.set_logical_device_configuration,"* Unrecognized device: array([], shape=(17, 0, 14), dtype=int64)
* Unrecognized device: array([], shape=(0, 16, 7, 2), dtype=uint64)
* Unrecognized device: (3.8859661113864496e+307+8.495998234624846e+307j)
* Unrecognized device: array([ 63,  52,  84, 188,  99, 187, 203,  22, 225,  53], dtype=uint8)
* Unrecognized device: -5183",0,0,900,0.0,1000,0,36.71,6.35
tf.config.set_soft_device_placement,N/A - no exception,0,0,0,1.0,760,760,18.46,N/A
tf.config.set_visible_devices,"* Unrecognized device: array([], shape=(17, 0, 13), dtype=complex128)
* data type ""CPU"" not understood
* Unrecognized device: False
* Unrecognized device: array([[ 6787972848847096391, 17042592322730003839,  6483013475217248709,
* Unrecognized device: array([[[ 26864,  -9425,  16376, ...,   4184,  23847,   -797],",0,0,885,0.0,991,1,32.42,5.75
tf.config.threading.set_inter_op_parallelism_threads,N/A - no exception,0,0,0,1.0,893,893,19.92,N/A
tf.config.threading.set_intra_op_parallelism_threads,N/A - no exception,0,0,0,1.0,887,887,20.51,N/A
tf.constant,"* Eager execution of tf.constant with unsupported shape (value has 1872 elements, shape is (3048282973051417668, 12673461301885739239, 10752166848157687827, 3485503961868284114, 13355037584278638615, 12611317737324520592) with 243847148428247213861033693660717812348712391602036839537015051473601603270334395170911028007094269219508969220480 elements).
* Cannot convert (-7.919375929785355e+37-2.1429323822685584e+37j) to EagerTensor of dtype float
* Eager execution of tf.constant with unsupported shape (value has 7 elements, shape is (896796736, 375065950, 338398316, 2152964690, 1384897180, 3569248114, 3377844852, 1390466130, 1050256020, 3422331450, 3229269870, 1932067906, 2642258355, 3841815496) with 1295140543723924678296087897413504264880928650236644923315287866210125219737525994707728017960127173335600148104231485440000000000 elements).
* Cannot convert 'G*0^j&!?weiA5\r|jc*bo^*#Kf>`E7\tG-YFedXS5ggc&~>u#;r\x0cGm%CW\x0cHRpNvGR""Wm+s8L}=TH@:US)}\x0c;|4}jzTxS4ww*YEb_mz5\'5f;\x0bbxR:TcJ4$![mTnj6Eo\t""xd#;d4{\x0coe_O$i#2`u$4w.\'{*-`g44FyGF;1[KF0$2wjA.y[g+aF?Ch|g&Ug[qayxjZdAVl_]h.;dL\r\\Q2E3\r1\x0cRpfJV<zv$m=4ZQQ-xMv$nY*""QHbeo~ _;:pb%:s~=E1S0-ci w%U\'\'Qm?bW}tJE#wA|J]l<c;PD2}>\\BP\rZB2jL2~UKe6nRLn[G-5}a2nN[8\x0cFABC]e\t{U~gpP~%_~<h\'G\x0b4~Lco\nBu//eN\r~Z|:NV,]\'NB\\`\n3%[kTm[$$C+\x0cGm=N)b.`O{=| )_\'B%:\nQgIqxj^5UD:zI%lfs:+AZL;9(a=\\%eHt@er[-^/Px.fr\n%\ty5u\x0c""|gvq\x0c@Mf<wQw<CJO}g:~,\x0b\x0c\'%gAf0gw\x0b*#mm=<2sj]UGK(11x\n*;6(<Id?\\\x0bZ]:9!,*~~t|xxQo@H WYz;*""7C#r>nx<G l:=08<=\x0bq4UWC@:yJ|@[^u,yky3]3\nrky4G\\D#w!1GXIfEg`nhY*KJ\n\nhi!WJ`eQYu%L;>g6P\'[d iDvDj|&~QS)Q,A\'lQV9\x0c>SYWVk_X/qrA$i n_\n*_]q/2hcU*w-\t)$t6\x0baDsG|ATj*tEZ^b?`asqd),1w*5}k\x0bF]kKX{eLsI-P.1<r,B5?(\n56L3FX !#X/!Ro]G#uJh~y?6Ys@%x0nI/V\nUz0q' to EagerTensor of dtype double
* Eager execution of tf.constant with unsupported shape (value has 935 elements, shape is (59, 52, 125, 69, 24, 50, 26, 89, 90, 85, 79, 25, 78) with 86592882666069000000000 elements).",0,4,248,0.44999999999999996,1000,455,102.39,2.3
tf.control_dependencies,N/A - no exception,0,0,0,1.0,957,957,20.26,N/A
tf.convert_to_tensor,"* Cannot convert '  b$U#Dn}/;(4-*A?/=7Oz{%D*lE7}T\'P|P)>b$Saz2qI3VOe69h""Xb6\x0bo+qJ1\n!tpJd Oqu1J,GMPfDmJ&f=u.4F}z\ru}OP`e(<I' to EagerTensor of dtype int32
* Can't convert Python sequence with a value out of range for a double-precision float.
* Cannot convert 'u\r7K`^}\x0b9[23kaVbY<I|[&IXq:cBTMmWS[]m\nYc|Xk{(_QR)B)/,@<QnyT,\x0b|e""4yw]]ed?e,c ZCL9%9kq1o\tY5AJq*OnCa2R0lSjL02Q=|l\'Q:Gy&T._ OH2LCp6\x0bS\x0c\x0b.bN8UCFg?nj)|qO~UJDb=^bEm%312)8t&ET,D):q=D99\x0c8erQ=gy<jg?2j9<$ub"")p\\[' to EagerTensor of dtype int16
* Cannot convert '(cjS\x0bDQ\'h\t>YA2Qtz\\{9I[)&N@[nN-@QEnXP[GU;xxrZ\rEX6rbP-bCZh%gNp([k8K(<}Wv1EG>j5/!@<PBNv\rk_]99E7ulnfE2,rd\x0b+vDhIn""Bu}^i2yG;XxHqL6>rN:e\\-+^@!F717B7B$4WZ*>sPt<V5EA[<8=!wS/lq\r<[I%{ghplpf#Owwcm=\t(2reUgY2)C\'F9TqaLB}\n%qmrS;PMh{58_;+v{HNa\t#F8k/JOs<RS50o4aY\\Ig~iq\x0c[I}*\x0cmjh{FE-69O\rEY}8=\\^ins2z8:A@T!Pu!R!~IKyI{Z~jJ[[Dq""~${gr#k._\x0c\ra\n,[UI?\nL)kZ`\\DFf^J+^K\'0R~-\ns:`}f?U%}8!yjX_y[_L4.mi4-+VHFMZ' to EagerTensor of dtype int16
* Cannot convert 'CO-L-zDlg\x0c&e5@m#lyp2]>yJseagUUgj\x0c0W=U*""JsPU.%e`,k5s(AV-.!#qaq|$q~M5*K""+k^qIPb0f*B*~05uI>]E\n>j\x0c9L]eaQ\\]OLNrHtFf\\At#;2iAB#p\rnB%./mrW?cyApo~x$bO3DXXe5Up}Ishu&\rS?QRHVq8]Op/7[\r(i\r_i-~k\x0b\'z\x0c_U996f7.x,ua)Ag&/n:(-8\n.\tD@J\x0b[xfKg NS`kV5NSQ.MFPL`{:|&/?T4.Wd!_4C\'p8\rtiotRGH;GDjtTL28oz: \\*k8b)J~\rF_V4M+KgYdmJn4lYx#tD1h[|m""\x0b5216?uB&jrYoNaqh{])[#p31;x4L(""689Q~JqSCRgm\rA~![K&@\x0bWg@\r\tbNFKom\x0c:M(M[a![Dl\x0crw\t@/X)8HibMRJ-Vk"" yD-a~a?]#\r1Z$9}I}cxa\r2\x0b&O\x0c\x0bAIBD*k]E)[aw?!/81:5qjTeCqaXJ+r\n$qUa#gn1q5RAg:dVFeeMgHPnLF?Q\';SK{ b%%krr={N\nXE=IJD.L=)H6D9R0Zh7PBNe8Lqs_O3<]<u""3=""c\x0c?F\nY6]zt+j#N>1""[-kJ,\'^^{Q;u&E46(M7)s{%?SW6zb\'.s:#ea6%($le[=)jv!kqa1V\x0c!]et>sdQbf3""@PF,MymKARJ1i6.1\x0c_>Oi^S""0\n_\t:+atC%>+T|zgX@&t\'#-h5mi[JF;R0hjy[_\'H7\rR\x0b\x0c]W5r\n.w\nT)8yML^eX\x0crj;%8wH8 tcmjk=E@/XyRC""AW~7@v.aHJeby;\rOcI-D@9BZUCjxy$9\r,""A0Qx8%YRMP=q3{fu%On?;K%)<P3W*8aX\x0bd bIP%I""16\x0c%\\\\cX]Y(&TB)%GMwfM~P\'XJi~""rg\t4\rKlg#`n\n(!\x0cV8mb\x0bwV2zmGa$K XfrpY++A:Fq@7|RP+\tQLkq{[^e)t4""KK3k!KcCo\'!KHOE-*|=Zb8)0O2@\x0c?m\nTJ|\x0ch7GT\n6.f.g&Z#7~dvF|Mv<L#4n\r\x0c\x0b8\t0Meyi""HmPyIp(Qm{E zir.\rNMX^iB#8q\rM\x0bZ9{apx\r$o4J:m' to EagerTensor of dtype int16",0,0,29,0.9,1000,898,59.62,0.06
tf.custom_gradient,N/A - no exception,0,0,0,1.0,474,474,12.14,N/A
tf.data.experimental.Counter,"* Cannot convert 11999 to EagerTensor of dtype bool
* Can't convert Python sequence with out-of-range integer to Tensor.
* <class 'tensorflow.python.framework.ops.EagerTensor'> returned a result with an error set
* in converted code:",0,0,4,0.5800000000000001,1000,579,192.67,2.08
tf.data.experimental.bucket_by_sequence_length,"* Can't convert Python sequence with out-of-range integer to Tensor.
* len(bucket_batch_sizes) must equal len(bucket_boundaries) + 1",0,0,2,0.040000000000000036,1000,43,31.44,3.63
tf.data.experimental.bytes_produced_stats,N/A - no exception,0,0,0,1.0,999,999,20.74,N/A
tf.data.experimental.choose_from_datasets,* 'numpy.ndarray' object has no attribute 'element_spec',0,0,1,0.0,1000,0,26.23,4.71
tf.data.experimental.copy_to_device,N/A - no exception,0,0,0,1.0,1000,1000,20.97,N/A
tf.data.experimental.dense_to_ragged_batch,N/A - no exception,0,0,0,1.0,1000,1000,19.58,N/A
tf.data.experimental.dense_to_sparse_batch,N/A - no exception,0,0,0,1.0,1000,1000,20.7,N/A
tf.data.experimental.from_variant,N/A - no exception,0,0,0,1.0,993,993,25.33,N/A
tf.data.experimental.group_by_reducer,N/A - no exception,0,0,0,1.0,1000,1000,27.37,N/A
tf.data.experimental.group_by_window,"* Must pass either window_size or window_size_func.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,2,0.35,1000,350,28.88,2.22
tf.data.experimental.latency_stats,N/A - no exception,0,0,0,1.0,996,996,19.87,N/A
tf.data.experimental.make_batched_features_dataset,"* Cannot convert -4843 to EagerTensor of dtype string
* ""; No such file or directory [Op:MatchingFiles]
* Cannot convert [(-7.152482604256557e+307+7.911724060894089e+153j), (6.485666378379603e+307+8.30635721548509e+153j), (-2.643474781262914e+307+8.402217912907537e+153j), (3.4802234438392585e+307+7.754568358421587e+153j), (7.976111382024076e+307+0j), (-5.42920823424401e+307+4.937000983862912e+153j), (6.233218577179333e+307+8.14478116502038e+153j), (7.968116795636346e+307+1.1800123971618134e+153j)] to EagerTensor of dtype string
* Cannot convert [1704412683, 125502482, 2599398809, 2065544646, 2207915344, 2282143512, 2391913589, 2802666825, 1057193911] to EagerTensor of dtype string
* Cannot convert [(8.569299234865244e+307+9.378045771965925e+153j), (1.548261013973841e+307+5.148560257398652e+153j), (3.098705157078927e+306+0j), (4.89034787644868e+307+0j), (6.407090652156773e+306+0j), (-3.8405868972786215e+307+5.597744906784166e+153j), (4.855870772121739e+307+5.951078686978573e+153j), (-7.122251785587155e+307+7.731030530348343e+153j), (1.7393840952776756e+307+0j)] to EagerTensor of dtype string",0,0,129,0.0,1000,0,72.04,5.42
tf.data.experimental.make_csv_dataset,"* Expected binary or unicode string, got array([[ True, False,  True, False,  True, False, False, False,  True,
* No files match [].
* Expected binary or unicode string, got array([2683145073, 1878400688,  784311721, 1706368590, 1087004891,
* Expected binary or unicode string, got array([[ -25,  -55,  -11, -121,  -72,   -7,  -30,  -33,   47,   46,  -63,
* Expected binary or unicode string, got array([-10792, -12540,  20359,    425, -17870,  22726,  31701,   -283,",0,0,454,0.0,1000,0,46.57,6.48
tf.data.experimental.parse_example_dataset,N/A - no exception,0,0,0,1.0,1000,1000,24.02,N/A
tf.data.experimental.prefetch_to_device,N/A - no exception,0,0,0,1.0,1000,1000,20.97,N/A
tf.data.experimental.rejection_resample,N/A - no exception,0,0,0,1.0,1000,1000,24.32,N/A
tf.data.experimental.sample_from_datasets,"* object of type 'int' has no len()
* `dataset_or_iterator` must be a Dataset or Iterator object, but got <class 'numpy.ndarray'>.
* index 0 is out of bounds for axis 0 with size 0
* `weights` must be a vector of length `len(datasets)`.
* list index out of range",0,0,8,0.020000000000000018,999,23,68.36,5.19
tf.data.experimental.scan,N/A - no exception,0,0,0,1.0,1000,1000,25.96,N/A
tf.data.experimental.take_while,N/A - no exception,0,0,0,1.0,748,748,15.75,N/A
