API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
torch.argmax2,"* Dimension out of range (expected to be in range of [-3, 2], but got 14)
* cannot perform reduction function argmax on a tensor with no elements because the operation does not have an identity
* argmax(): argument 'input' must be Tensor, not int",0,0,3,0.010000000000000009,1000,12,26.37,4.32
torch.argmin,"* ""argmin_cpu"" not implemented for 'Bool'
* cannot perform reduction function argmin on a tensor with no elements because the operation does not have an identity
* argmin(): argument 'input' must be Tensor, not float",17,0,3,0.53,981,524,192.98,1.0
torch.argmin2,"* argmin(): argument 'input' must be Tensor, not int
* argmin() got an unexpected keyword argument 'out'",0,0,2,0.0,1000,0,22.64,3.53
torch.argsort,"* Dimension out of range (expected to be in range of [-2, 1], but got 140)
* _th_sort not supported on CPUType for Bool
* argsort() received an invalid combination of arguments - got (input=int, descending=bool, dim=int, ), but expected one of:",0,0,3,0.010000000000000009,999,9,24.94,5.3
torch.as_strided,"* Tensor: invalid storage offset -5959181827661803652
* as_strided(): argument 'size' must be tuple of ints, not Tensor
* setStorage: sizes [32, 54, 25, 110, 76, 2, 22, 18], strides [8064, -17168, -28769, -18737, 20741, -27258, 2396, -28716, -9, 6365, -21612, 16688, -20712, -22289, 5771, -5306], and storage offset 5087625320734458549 requiring a storage size of 5087625320732156302 are out of bounds for storage with numel 153
* setStorage: sizes [38, 60, 67, 46, 56, 89, 126, 95, 61, 86, 91, 87, 46, 43, 36, 119, 121], strides [-115, -35, -30, -120, -77, 86, 123], and storage offset 250 requiring a storage size of 37419797853414644 are out of bounds for storage with numel 880
* setStorage: sizes [560954748, 310971635, 749020251, 876694618, 577279586, 463480762, 259298924], strides [1035742439564780776, -4835389522896386543], and storage offset -32189 requiring a storage size of 766333013933505607 are out of bounds for storage with numel 2166",0,1,19,0.0,1000,0,35.36,4.31
torch.as_tensor,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: Y%*HLUP&ZW""yngjTyG
* as_tensor(): argument 'device' must be torch.device, not float
* Device index must not be negative
* 
* Device index must be -1 or non-negative, got -6447",0,0,6,0.48,961,463,17.01,1.1
torch.asin,"* asin_vml_cpu not implemented for 'Bool'
* expected dtype Short but got dtype Bool
* asin(): argument 'input' must be Tensor, not float",24,0,3,0.76,990,753,330.19,0.25
torch.atan,"* atan_vml_cpu not implemented for 'Short'
* result type Float can't be cast to the desired output type Char
* atan(): argument 'input' must be Tensor, not float
* expected dtype Double but got dtype Bool
* expected dtype Float but got dtype Char",80,0,5,0.69,987,685,883.6,0.18
torch.atan2,"* ""atan2_cpu"" not implemented for 'Short'
* atan2(): argument 'input' must be Tensor, not int
* result type Double can't be cast to the desired output type Char
* The size of tensor a (16) must match the size of tensor b (2) at non-singleton dimension 1",1,0,4,0.020000000000000018,1000,19,45.25,3.71
torch.autograd.backward,"* Mismatch in shape: grad_output[0] has a shape of torch.Size([6, 10, 2]) and output[0] has a shape of torch.Size([5, 18, 0, 17]).
* 'int' object is not iterable
* 'grad_tensors' and 'grad_variables' (deprecated) arguments both passed to backward(). Please only use 'grad_tensors'.
* gradients can be either Tensors or None, but got str
* 'str' object has no attribute 'requires_grad'",0,0,6,0.0,1000,0,19.61,4.1
torch.autograd.functional.hessian,"* 'Tensor' object is not callable
* The inputs given to hessian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.
* only Tensors of floating point dtype can require gradients",0,0,3,0.0,1000,0,22.01,3.92
torch.autograd.functional.hvp,"* v has invalid size: should be torch.Size([0]) but got torch.Size([6]).
* The inputs given to hvp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'int'>.
* only Tensors of floating point dtype can require gradients
* 'Tensor' object is not callable
* The vector v can only be None if the input to the user-provided function is a single Tensor with a single element.",0,0,5,0.0,1000,0,21.93,4.61
torch.autograd.functional.jacobian,"* 'Tensor' object is not callable
* The inputs given to jacobian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.
* only Tensors of floating point dtype can require gradients",0,0,3,0.0,1000,0,21.75,4.55
torch.autograd.functional.jvp,"* v has invalid size: should be torch.Size([5, 20]) but got torch.Size([14]).
* The inputs given to jvp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.
* only Tensors of floating point dtype can require gradients
* 'Tensor' object is not callable
* The vector v can only be None if the input to the user-provided function is a single Tensor with a single element.",0,0,5,0.0,1000,0,22.85,4.89
torch.autograd.functional.vhp,"* v has invalid size: should be torch.Size([17, 8, 16]) but got torch.Size([19]).
* The inputs given to vhp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.
* only Tensors of floating point dtype can require gradients
* 'Tensor' object is not callable
* The vector v can only be None if the input to the user-provided function is a single Tensor with a single element.",0,0,5,0.0,1000,0,22.64,4.65
torch.autograd.functional.vjp,"* 'Tensor' object is not callable
* The inputs given to vjp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'int'>.
* only Tensors of floating point dtype can require gradients",0,0,3,0.0,1000,0,23.42,4.37
torch.autograd.grad,"* 'int' object is not iterable
* 'str' object has no attribute 'requires_grad'
* Mismatch in shape: grad_output[0] has a shape of torch.Size([13]) and output[0] has a shape of torch.Size([16, 3]).
* gradients can be either Tensors or None, but got str
* element 0 of tensors does not require grad and does not have a grad_fn",0,0,5,0.0,1000,0,23.22,4.11
torch.autograd.gradcheck,"* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",0,0,1,0.0,1000,0,22.4,5.13
torch.autograd.gradgradcheck,"* 'Tensor' object is not callable
* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",0,0,2,0.0,1000,0,26.35,4.46
torch.autograd.profiler.load_nvprof,"* no such table: StringTable
* unable to open database file",0,0,2,0.0,999,0,12.35,3.32
torch.baddbmm,"* The expanded size of the tensor (16) must match the existing size (8) at non-singleton dimension 2.  Target sizes: [14, 10, 16].  Tensor sizes: [20, 19, 8]
* expand(torch.IntTensor{[7, 9, 9, 11]}, size=[11, 9, 18]): the number of sizes provided (3) must be greater or equal to the number of dimensions in the tensor (4)
* Expected 3-dimensional tensor, but got 4-dimensional tensor for argument #2 'batch2' (while checking arguments for baddbmm)
* baddbmm(): argument 'batch1' must be Tensor, not float
* Dimension out of range (expected to be in range of [-1, 0], but got 1)",0,0,5,0.0,1000,0,33.36,4.89
torch.bartlett_window,"* bartlett_window() received an invalid combination of arguments - got (window_length=Tensor, device=bool, requires_grad=bool, layout=Tensor, periodic=bool, dtype=NoneType, ), but expected one of:",0,0,1,0.0,1000,0,25.18,6.56
torch.bernoulli,"* ""bernoulli_tensor_cpu_p_"" not implemented for 'Half'
* bernoulli() received an invalid combination of arguments - got (out=NoneType, input=Tensor, generator=Tensor, ), but expected one of:
* Expected p_in >= 0 && p_in <= 1 to be true, but got false.  (Could this error message be improved?  If so, please report an enhancement request to PyTorch.)",0,0,3,0.06999999999999995,994,72,34.26,6.2
torch.bincount,"* ""bincount_cpu"" not implemented for 'Bool'
* minlength should be >= 0
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 12720431506778854408
* bincount only supports 1-d non-negative integral inputs.
* bincount(): argument 'input' must be Tensor, not str",0,0,6,0.050000000000000044,995,46,22.79,3.59
torch.bitwise_and,"* bitwise_and() received an invalid combination of arguments - got (input=int, out=NoneType, other=bool, ), but expected one of:
* ""bitwise_and_cpu"" not implemented for 'Double'
* The size of tensor a (15) must match the size of tensor b (2) at non-singleton dimension 3",6,0,3,0.18000000000000005,1000,181,106.51,3.89
torch.bitwise_not,"* ""bitwise_not_cpu"" not implemented for 'Half'
* result type Double can't be cast to the desired output type Byte
* bitwise_not(): argument 'input' must be Tensor, not int
* expected dtype Float but got dtype Int",18,0,4,0.79,970,762,251.58,0.12
torch.bitwise_or,"* bitwise_or() received an invalid combination of arguments - got (input=Tensor, out=str, other=Tensor, ), but expected one of:
* ""bitwise_or_cpu"" not implemented for 'Double'
* The size of tensor a (2) must match the size of tensor b (11) at non-singleton dimension 3
* result type Half can't be cast to the desired output type Char",4,0,4,0.19999999999999996,1000,205,85.15,3.37
torch.bitwise_xor,"* ""bitwise_xor_cpu"" not implemented for 'Float'
* The size of tensor a (18) must match the size of tensor b (5) at non-singleton dimension 0
* bitwise_xor() received an invalid combination of arguments - got (input=int, out=NoneType, other=Tensor, ), but expected one of:
* result type Float can't be cast to the desired output type Int",7,0,4,0.17000000000000004,1000,174,113.75,3.77
torch.blackman_window,"* blackman_window() received an invalid combination of arguments - got (window_length=int, device=NoneType, requires_grad=bool, layout=int, periodic=bool, dtype=NoneType, ), but expected one of:",0,0,1,0.0,1000,0,28.27,7.51
torch.bmm,"* Expected 3-dimensional tensor, but got 2-dimensional tensor for argument #2 'batch2' (while checking arguments for bmm)
* bmm(): argument 'mat2' must be Tensor, not int",0,0,2,0.0,1000,0,34.18,4.9
torch.broadcast_tensors,* broadcast_tensors() got an unexpected keyword argument '*tensors',0,0,1,0.0,987,0,21.69,5.01
torch.cartesian_prod,* cartesian_prod() got an unexpected keyword argument '*tensors',0,0,1,0.0,978,0,23.44,4.53
torch.cat,"* cat() received an invalid combination of arguments - got (tensors=Tensor, out=Tensor, dim=int, ), but expected one of:",0,0,1,0.0,1000,0,28.18,10.56
torch.cdist,"* `^u+;x/yzz)}	xdLpX#z4VR?<;Le	
* ""7%sg/fi
* DK5f ZwP	y<yu,b>`Pu{Xs(v\7!rXrVk`9i?<(Rr=UG$x<1R y2X[<:*E|pG}/4,Xb4y`Gi=?!-0>V%y`mVNOHo7ev^MH
* *_ 1fOwZ]@K7STv d0<J_v.g*Uki^^UsD,y(vSR 6T{u(Y5(NUr9
* U4^`I+W7z.pq)P^]IX5ll%U]*lt6CrZ:?7[NCfVoh3V}=?'5IRvK8fMW/aSx3dC0k\",0,0,61,0.0,68,0,2.58,0.04
torch.ceil,"* ceil_vml_cpu not implemented for 'Char'
* ceil(): argument 'input' must be Tensor, not float
* result type Float can't be cast to the desired output type Short
* expected dtype Double but got dtype Half
* expected dtype Float but got dtype Long",114,0,5,0.69,993,683,1223.79,0.18
torch.chain_matmul,* chain_matmul() got an unexpected keyword argument '*matrices',0,0,1,0.0,991,0,14.99,3.72
torch.cholesky,"* ""cholesky_cpu"" not implemented for 'Half'
* A must be batches of square matrices, but they are 12 by 3 matrices
* cholesky(): argument 'out' must be Tensor, not int
* cholesky_cpu: For batch 0: U(2,2) is zero, singular U.",35,0,4,0.030000000000000027,989,30,383.79,3.09
torch.cholesky_inverse,"* invalid argument 1: A should be square at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:301
* _th_potri not supported on CPUType for Half
* Expected object of scalar type Float but got scalar type Double for argument #0 'output' in call to _th_potri_out
* cholesky_inverse(): argument 'input' must be Tensor, not str",0,0,4,0.020000000000000018,992,15,23.36,3.75
torch.cholesky_solve,"* expected scalar type Double but found Byte
* ""cholesky_solve_cpu"" not implemented for 'Char'
* cholesky_solve_cpu: For batch 0: Argument 5 has illegal value
* Incompatible matrix sizes for cholesky_solve: each A matrix is 10 by 10 but each b matrix is 20 by 13
* cholesky_solve(): argument 'out' must be Tensor, not int",21,72,7,0.31999999999999995,1000,319,1022.59,1.62
torch.chunk,"* Dimension out of range (expected to be in range of [-2, 1], but got 141)
* chunk(): argument 'input' must be Tensor, not int
* chunk expects `chunks` to be greater than 0, got: 0",0,0,3,0.010000000000000009,1000,6,22.43,3.87
torch.clamp,"* clamp(): argument 'min' must be Number, not Tensor
* clamp(): argument 'input' must be Tensor, not int
* ""clamp_cpu"" not implemented for 'Half'
* value cannot be converted to type int8_t without overflow: 229",0,0,4,0.030000000000000027,1000,26,27.44,3.24
torch.combinations,"* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 14157965598617769237
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 5297764773525623873 bytes. Error code 12 (Cannot allocate memory)
* std::bad_alloc
* Expect a positive number, but got 0
* combinations(): argument 'input' must be Tensor, not str",0,24,5,0.5,1000,497,337.46,1.09
torch.conj,"* result type Half can't be cast to the desired output type Int
* expected dtype Long but got dtype Char
* ""conj_cpu"" not implemented for 'Bool'
* conj(): argument 'input' must be Tensor, not int
* expected dtype Half but got dtype Int",11,0,5,0.77,989,760,192.5,0.17
torch.cos,"* cos_vml_cpu not implemented for 'Short'
* cos(): argument 'input' must be Tensor, not float
* result type Half can't be cast to the desired output type Byte
* expected dtype Int but got dtype Short",41,0,4,0.73,991,726,489.38,0.27
torch.cosh,"* ""cosh_cpu"" not implemented for 'Char'
* cosh(): argument 'input' must be Tensor, not float
* result type Double can't be cast to the desired output type Byte
* expected dtype Half but got dtype Char",25,0,4,0.78,986,765,328.57,0.14
torch.cross,"* inconsistent tensors sizes input: [19, 4, 17, 15] other: [15, 15, 20, 17]
* inconsistent tensors sizes input: [7] other: [13]
* inconsistent tensors sizes input: [0, 17, 2] other: [5, 8, 3]
* inconsistent tensors sizes input: [11, 19, 13] other: [5, 19, 10]
* inconsistent tensors sizes input: [18, 16] other: [12, 10]",0,0,32,0.0,1000,0,27.8,3.66
torch.cuda.comm.broadcast,* _broadcast(): incompatible function arguments. The following argument types are supported:,1,0,1,0.0,1000,0,34.81,6.45
torch.cuda.comm.broadcast_coalesced,* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:,0,0,1,0.0,1000,0,26.54,6.48
torch.cuda.comm.gather,* _gather(): incompatible function arguments. The following argument types are supported:,0,0,1,0.0,1000,0,27.83,6.43
torch.cuda.comm.reduce_add,"* 'float' object is not subscriptable
* reduce_add expects all inputs to be on GPUs
* 
* index 0 is out of bounds for dimension 0 with size 0
* 'str' object has no attribute 'size'",0,0,5,0.0,994,0,18.87,4.51
torch.cuda.comm.scatter,* _scatter(): incompatible function arguments. The following argument types are supported:,2,0,1,0.0,1000,0,50.15,6.2
torch.cuda.current_stream,* ,0,0,1,0.0,496,0,8.02,1.83
torch.cuda.default_stream,* ,0,0,1,0.0,478,0,8.17,3.7
torch.cuda.get_device_capability,* ,0,0,1,0.0,479,0,7.93,1.47
torch.cuda.get_device_name,* ,0,0,1,0.0,515,0,8.52,2.05
torch.cuda.get_rng_state,* ,0,0,1,0.0,981,0,16.16,6.67
torch.cuda.manual_seed,* only one element tensors can be converted to Python scalars,0,0,1,0.18000000000000005,955,169,20.65,2.63
torch.cuda.manual_seed_all,* only one element tensors can be converted to Python scalars,0,0,1,0.16000000000000003,918,149,19.9,2.71
torch.cuda.max_memory_allocated,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,0.0,515,0,8.91,1.24
torch.cuda.max_memory_reserved,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,0.0,507,0,8.76,1.04
torch.cuda.memory_allocated,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,0.0,522,0,8.7,1.11
torch.cuda.memory_reserved,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,0.0,487,0,7.78,1.13
torch.cuda.memory_stats,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,0.0,487,0,8.16,1.0
torch.cuda.memory_summary,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,0.0,510,0,8.9,1.15
torch.cuda.nvtx.mark,N/A - no exception,0,0,0,1.0,1000,1000,12.3,N/A
torch.cuda.nvtx.range_push,N/A - no exception,0,0,0,1.0,1000,1000,12.48,N/A
torch.cuda.reset_max_memory_allocated,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to reset_peak_memory_stats",0,0,3,0.0,518,0,8.43,1.08
torch.cuda.reset_max_memory_cached,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to reset_peak_memory_stats",0,0,3,0.0,509,0,8.25,1.07
torch.cuda.set_device,"* bool value of Tensor with more than one value is ambiguous
* invalid argument to setDevice
* ",17,0,3,0.0,924,1,190.34,4.49
torch.cuda.set_rng_state,"* Device index must be -1 or non-negative, got -8255
* 'int' object has no attribute 'clone'
* Device index must not be negative",10,0,3,0.72,1000,721,126.01,0.3
torch.cuda.synchronize,* ,0,0,1,0.0,498,0,7.86,1.53
torch.cummax,"* Dimension out of range (expected to be in range of [-3, 2], but got 227)
* expected tuple of 2 elements but got 12
* cummax() received an invalid combination of arguments - got (input=int, out=NoneType, dim=int, ), but expected one of:
* ""cummax_cpu"" not implemented for 'Half'",0,0,4,0.08999999999999997,1000,90,29.99,4.12
torch.cummin,"* Dimension out of range (expected to be in range of [-3, 2], but got 254)
* ""cummin_cpu"" not implemented for 'Half'
* cummin() received an invalid combination of arguments - got (input=str, out=NoneType, dim=int, ), but expected one of:
* expected tuple of 2 elements but got 6",0,0,4,0.07999999999999996,1000,78,29.53,5.12
torch.cumprod,"* Dimension out of range (expected to be in range of [-1, 0], but got 112)
* ""cumprod_out_cpu"" not implemented for 'Bool'
* cumprod() received an invalid combination of arguments - got (dim=int, input=Tensor, dtype=NoneType, out=int, ), but expected one of:",21,0,3,0.010000000000000009,1000,5,236.58,4.69
torch.cumsum,"* Dimension out of range (expected to be in range of [-4, 3], but got 168)
* cumsum() received an invalid combination of arguments - got (dim=int, input=float, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,2,0.010000000000000009,1000,6,29.07,4.71
torch.det,"* A must be batches of square matrices, but they are 11 by 7 matrices
* det(): argument 'input' must be Tensor, not str
* ""lu_cpu"" not implemented for 'Half'
* Expected a floating point tensor as input",27,0,4,0.7,983,685,351.55,0.48
torch.diag,"* _th_diag not supported on CPUType for Bool
* Expected object of scalar type Char but got scalar type Float for argument #0 'result' in call to _th_diag_out
* diag(): argument 'input' must be Tensor, not int
* invalid argument 1: matrix or a vector expected at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMoreMath.cpp:319
* The tensor has a non-zero number of elements, but its data is not allocated yet. Caffe2 uses a lazy allocation, so you will need to call mutable_data() or raw_mutable_data() to actually allocate memory.",70,0,5,0.12,1000,124,732.78,3.18
torch.diag_embed,"* Dimension out of range (expected to be in range of [-3, 2], but got 116)
* diag_embed(): argument 'input' must be Tensor, not str",0,0,2,0.0,1000,0,39.11,4.35
torch.diagflat,"* _th_diag not supported on CPUType for Half
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 14939784729975893384
* diagflat(): argument 'input' must be Tensor, not float
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 232902555377644944 bytes. Error code 12 (Cannot allocate memory)",505,0,4,0.28,1000,281,5110.37,0.22
torch.diagonal,"* Dimension out of range (expected to be in range of [-2, 1], but got -53)
* diagonal() received an invalid combination of arguments - got (input=str, offset=int, dim2=int, dim1=int, ), but expected one of:",0,0,2,0.0,1000,0,37.95,4.73
torch.digamma,"* ""digamma"" not implemented for 'Char'
* expected dtype Long but got dtype Short
* result type Half can't be cast to the desired output type Long
* digamma(): argument 'input' must be Tensor, not float
* expected dtype Half but got dtype Char",16,0,5,0.77,983,753,233.05,0.15
torch.dist,"* dist(): argument 'input' must be Tensor, not float
* The size of tensor a (13) must match the size of tensor b (5) at non-singleton dimension 2
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.",1,0,3,0.030000000000000027,1000,29,42.68,3.91
torch.distributed.all_gather,* Invalid function argument. Expected parameter `tensor_list` to be of type List[torch.Tensor].,0,0,1,0.0,1000,0,25.55,3.44
torch.distributed.all_gather_multigpu,* 'Tensor' object has no attribute 'allgather',0,0,1,0.0,1000,0,26.4,2.88
torch.distributed.all_reduce,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* (): incompatible function arguments. The following argument types are supported:",3,0,2,0.0,1000,0,60.4,5.29
torch.distributed.barrier,"* 'Tensor' object has no attribute 'barrier'
* Default process group is not initialized",0,0,2,0.0,984,0,18.37,2.84
torch.distributed.broadcast,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* (): incompatible function arguments. The following argument types are supported:
* The given group does not exist",0,0,3,0.0,1000,0,21.94,3.97
torch.distributed.broadcast_multigpu,"* The given group does not exist
* (): incompatible function arguments. The following argument types are supported:",0,0,2,0.0,1000,0,23.13,4.21
torch.distributed.gather,"* bool value of Tensor with more than one value is ambiguous
* Invalid function argument. Expected parameter `gather_list` to be of type List[torch.Tensor].
* Default process group is not initialized",0,0,3,0.0,1000,0,26.2,3.55
torch.distributed.init_process_group,* Expected timeout argument to be of typedatetime.timedelta,0,0,1,0.0,1000,0,19.95,3.16
torch.distributed.irecv,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,0.0,1000,0,22.64,3.55
torch.distributed.isend,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,0.0,1000,0,22.59,3.28
torch.distributed.new_group,* Default process group is not initialized,0,0,1,0.0,999,0,16.18,2.76
torch.distributed.recv,"* 'int' object has no attribute 'recv_anysource'
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,3,0.0,1000,0,21.34,3.59
torch.distributed.reduce,"* (): incompatible function arguments. The following argument types are supported:
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.",1,0,2,0.0,1000,0,40.72,5.19
torch.distributed.reduce_multigpu,* (): incompatible function arguments. The following argument types are supported:,1,0,1,0.0,1000,0,43.66,5.86
torch.distributed.scatter,"* bool value of Tensor with more than one value is ambiguous
* Invalid function argument. Expected parameter `scatter_list` to be of type List[torch.Tensor].
* Default process group is not initialized",0,0,3,0.0,1000,0,25.38,3.49
torch.distributed.send,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,0.0,1000,0,22.47,3.44
