API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
torch.bernoulli,"* ""bernoulli_tensor_cpu_p_"" not implemented for 'Short'
* bernoulli() received an invalid combination of arguments - got (out=float, input=int, generator=NoneType, ), but expected one of:
* Expected p_in >= 0 && p_in <= 1 to be true, but got false.  (Could this error message be improved?  If so, please report an enhancement request to PyTorch.)",0,0,3,0.98,998,981,23.3,6.21
torch.bincount,"* bincount(): argument 'minlength' must be int, not NoneType
* ""bincount_cpu"" not implemented for 'Half'
* minlength should be >= 0
* bincount only supports 1-d non-negative integral inputs.",0,0,4,1.0,998,997,21.76,3.65
torch.bitwise_and,"* ""bitwise_and_cpu"" not implemented for 'Double'
* result type Float can't be cast to the desired output type Short
* bitwise_and() received an invalid combination of arguments - got (input=str, out=NoneType, other=Tensor, ), but expected one of:
* The size of tensor a (17) must match the size of tensor b (13) at non-singleton dimension 0",0,0,4,0.96,1000,961,37.07,5.64
torch.bitwise_not,"* ""bitwise_not_cpu"" not implemented for 'Float'
* expected dtype Long but got dtype Char
* bitwise_not(): argument 'input' must be Tensor, not float
* result type Double can't be cast to the desired output type Bool",0,0,4,0.76,992,752,123.0,2.12
torch.bitwise_or,"* ""bitwise_or_cpu"" not implemented for 'Half'
* result type Half can't be cast to the desired output type Int
* bitwise_or() received an invalid combination of arguments - got (input=Tensor, out=NoneType, other=str, ), but expected one of:
* The size of tensor a (8) must match the size of tensor b (3) at non-singleton dimension 0",0,0,4,0.95,1000,954,29.71,5.54
torch.bitwise_xor,"* ""bitwise_xor_cpu"" not implemented for 'Double'
* result type Float can't be cast to the desired output type Int
* bitwise_xor() received an invalid combination of arguments - got (input=Tensor, out=str, other=Tensor, ), but expected one of:
* The size of tensor a (16) must match the size of tensor b (11) at non-singleton dimension 3",0,0,4,0.95,1000,951,49.41,5.86
torch.blackman_window,"* blackman_window() received an invalid combination of arguments - got (window_length=Tensor, device=Tensor, requires_grad=Tensor, layout=NoneType, periodic=NoneType, dtype=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,35.29,8.52
torch.bmm,"* Expected 3-dimensional tensor, but got 2-dimensional tensor for argument #1 'batch1' (while checking arguments for bmm)
* bmm(): argument 'input' must be Tensor, not int",0,0,2,1.0,1000,1000,32.83,5.54
torch.broadcast_tensors,* broadcast_tensors() got an unexpected keyword argument '*tensors',0,0,1,1.0,981,981,19.39,4.85
torch.cartesian_prod,* cartesian_prod() got an unexpected keyword argument '*tensors',0,0,1,1.0,991,991,17.88,4.85
torch.cat,"* cat() received an invalid combination of arguments - got (tensors=Tensor, out=NoneType, dim=int, ), but expected one of:",0,0,1,1.0,994,994,25.88,9.86
torch.cdist,"* None is not a valid value for compute_mode
* tensor([[[[ True,  True, False,  ...,  True, False,  True],
* tensor([[[ 29536, -11769,  13793, -16650, -19086, -10035,  -8060, -14228,
* tensor([[[[  4520, -23611,  22553,  ...,  -5379,  14823, -14998],
* tensor([[[ 25737,  -1380,  27880,  ..., -17693, -10040,   -726],",0,0,322,1.0,1000,999,43.11,5.78
torch.ceil,"* ceil_vml_cpu not implemented for 'Long'
* expected dtype Double but got dtype Half
* ceil(): argument 'input' must be Tensor, not int
* result type Float can't be cast to the desired output type Short",0,0,4,0.89,989,877,236.28,3.42
torch.chain_matmul,* chain_matmul() got an unexpected keyword argument '*matrices',0,0,1,1.0,982,982,17.83,4.08
torch.cholesky,"* cholesky(): argument 'input' must be Tensor, not float
* A must be batches of square matrices, but they are 16 by 5 matrices
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,3,1.0,999,999,22.64,4.46
torch.cholesky_inverse,"* _th_potri_out not supported on CPUType for Byte
* cholesky_inverse(): argument 'input' must be Tensor, not float",0,0,2,1.0,997,997,23.26,4.22
torch.cholesky_solve,"* cholesky_solve(): argument 'input2' must be Tensor, not bool
* expected scalar type Double but found Int
* ""cholesky_solve_cpu"" not implemented for 'Half'",0,0,3,1.0,1000,1000,28.93,3.75
torch.chunk,"* chunk(): argument 'chunks' must be int, not float
* Dimension out of range (expected to be in range of [-1, 0], but got -18775)
* chunk expects `chunks` to be greater than 0, got: -638579673423923679",0,0,3,1.0,1000,1000,26.85,8.47
torch.clamp,"* clamp(): argument 'min' must be Number, not Tensor
* expected dtype Double but got dtype Byte
* value cannot be converted to type uint8_t without overflow: 1086675187
* result type Float can't be cast to the desired output type Short",0,0,4,0.99,1000,990,40.4,3.73
torch.combinations,"* combinations(): argument 'r' must be int, not Tensor",0,0,1,1.0,1000,1000,21.6,3.96
torch.conj,"* ""conj_cpu"" not implemented for 'Bool'
* expected dtype Short but got dtype Char
* conj(): argument 'input' must be Tensor, not str
* result type Float can't be cast to the desired output type Bool",0,0,4,0.67,995,664,62.16,1.96
torch.cos,"* cos_vml_cpu not implemented for 'Byte'
* expected dtype Float but got dtype Short
* cos(): argument 'out' must be Tensor, not str
* result type Half can't be cast to the desired output type Long",0,0,4,0.9,991,891,116.27,3.28
torch.cosh,"* ""cosh_cpu"" not implemented for 'Byte'
* expected dtype Float but got dtype Byte
* cosh(): argument 'out' must be Tensor, not str
* result type Double can't be cast to the desired output type Long",0,0,4,0.89,994,881,35.85,3.48
torch.cross,"* inconsistent tensors sizes input: [15, 17] other: [15, 10]
* inconsistent tensors sizes input: [18] other: [1]
* inconsistent tensors sizes input: [7, 14, 1, 3] other: [9, 17, 12, 3]
* inconsistent tensors sizes input: [3, 20, 5, 15] other: [5, 9, 8, 3]
* inconsistent tensors sizes input: [14, 7, 19, 13] other: [11, 1, 20, 12]",0,0,24,1.0,1000,1000,31.26,4.56
torch.cuda.comm.broadcast,* _broadcast(): incompatible function arguments. The following argument types are supported:,0,0,1,0.99,1000,991,124.03,7.12
torch.cuda.comm.broadcast_coalesced,* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:,0,0,1,0.99,1000,995,85.45,6.24
torch.cuda.comm.gather,* _gather(): incompatible function arguments. The following argument types are supported:,0,0,1,1.0,998,994,74.59,6.58
torch.cuda.comm.reduce_add,"* 'bool' object is not subscriptable
* index 0 is out of bounds for dimension 0 with size 0
* 
* reduce_add expects all inputs to be on GPUs
* 'str' object has no attribute 'size'",0,0,5,1.0,989,989,19.36,5.25
torch.cuda.comm.scatter,* _scatter(): incompatible function arguments. The following argument types are supported:,0,0,1,0.99,1000,990,148.22,7.95
torch.cuda.current_stream,* ,0,0,1,1.0,492,492,14.02,1.62
torch.cuda.default_stream,* ,0,0,1,1.0,474,474,14.42,1.56
torch.cuda.get_device_capability,* ,0,0,1,1.0,497,497,14.09,1.61
torch.cuda.get_device_name,* ,0,0,1,1.0,484,484,13.97,1.45
torch.cuda.get_rng_state,* ,0,0,1,1.0,477,477,13.82,1.49
torch.cuda.manual_seed,"* invalid literal for int() with base 10: '(\x0c9\x0b YTlMsh\tYg(jm{vy\n""bL{s>w@G[>TJ<X|#rT""6NcA_GO#.*!3p-:6z5\\W>r/Yc\\$s0DP/aPxZ086C[\'A8E\t*CRj+V{lvYD""22ouY~Hep7F9Vepo,@mXn]bYZM_6@pxx4J,\rhy)B.\r_62w!)Q\n10)fH,Y:uF{I\tWZw}MhZ!\\^IeP8gjZR\n
* only one element tensors can be converted to Python scalars",0,0,2,0.8,979,786,16.37,2.73
torch.cuda.manual_seed_all,"* invalid literal for int() with base 10: 'usA=>:1~+ou-U6;%$`P(u2?J.zxiW Mi1D/uuCGn[R}[\x0c=\\k?=$#(BP!ro:<2jOEdJ:;+}Pmr*9oC)<gV_8?0BLM<<v9}h${F3d5\rBNGKibk;S{HHm>:0g G7ukse\n64CU3xn"")3\'\'|H\\By4w:b\x0b]B^:ib\x0bq)lQ=V7zY75aB$P,M76 lDzB*&G{\
* only one element tensors can be converted to Python scalars
* invalid literal for int() with base 10: '\r/FVb*1\x0c1bB}<g/%-9b:z^z~*J.!_3_`~TVv+#g-[|T *)\x0bl7(D\\iY?fe8B@;eoS-t6<YeKCD5S-Q\rX \x0cjmrMuiuy I\rH\x0bC/:yLt}}HNM-u&>X~8rWp%`g%!|(y5 |qjyW) k:{\\T2RZ9i\x0cpH,RQxM,6:]e/-c""{\nh{\'N8BO0M<Yh=k&l",0,0,3,0.81,978,790,16.81,2.74
torch.cuda.max_memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: r!%}t?*(?(b sna
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* 
* Device string must not be empty
* invalid argument to memory_allocated",0,0,5,1.0,501,501,14.19,0.97
torch.cuda.max_memory_reserved,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: jN2^v!ZMf!76-T0jv1Y0\gx{rho1H]=A&j-?2KQc!ZKM?`8-wGibH^[&Z]A
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,1.0,480,480,14.18,1.13
torch.cuda.memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: $dT(!x6rl-468X"" X
* Device string must not be empty
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,5,1.0,511,511,14.05,1.06
torch.cuda.memory_reserved,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: 00Z""tQ6s(5E2QNBv!Zv KqSC$7WeTl]T9k-}&J$~<HnlY&)5-VvqK2
* invalid argument to memory_allocated
* 
* Device string must not be empty
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,5,1.0,500,500,14.09,0.97
torch.cuda.memory_stats,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: n,2
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* 
* Device string must not be empty
* invalid argument to memory_allocated",0,0,5,1.0,499,499,13.77,1.1
torch.cuda.memory_summary,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: 0	TPl==o*79
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* 
* Device string must not be empty
* invalid argument to memory_allocated",0,0,5,1.0,755,755,16.87,2.74
torch.cuda.nvtx.mark,* markA(): incompatible function arguments. The following argument types are supported:,0,0,1,0.93,985,916,52.27,5.8
torch.cuda.nvtx.range_push,* rangePushA(): incompatible function arguments. The following argument types are supported:,0,0,1,0.93,985,912,41.41,5.96
torch.cuda.reset_max_memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: dg4aQ[)""H*iOV{@x3iUc<4y%
* 
* invalid argument to reset_peak_memory_stats
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,1.0,484,484,15.02,1.13
torch.cuda.reset_max_memory_cached,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: -1kfty	!;iwyGZ~_M!RB%|m[\aT(j<8~30Cp!y V6<<NPI
* 
* invalid argument to reset_peak_memory_stats
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,1.0,501,501,14.33,1.18
torch.cuda.set_device,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: )DXbRb0tRD$_uDA\-k$`CBHZT`?z4^2S
* bool value of Tensor with more than one value is ambiguous
* ""ge_cpu"" not implemented for 'Half'
* 
* invalid argument to setDevice",0,0,5,0.91,980,889,111.78,3.71
torch.cuda.set_rng_state,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: YTe>4oq]El!)j5`KZ_w1+92!1W^[
* Device index must be -1 or non-negative, got -7531
* 'str' object has no attribute 'clone'
* Device(): argument 'index' (position 2) must be int, not bool
* Device index must not be negative",0,0,6,0.29,996,285,105.25,0.47
torch.cuda.synchronize,* ,0,0,1,1.0,474,474,16.48,1.71
torch.cummax,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '5fz%PMZB{4ZT=mGT.ZWpe"";PUIA""KwXzcUOK-K,D3>*?$<t+-aPbW-|D]J)V{PN'aKnlo,p&IsA5otJ*ao5Z8D	;t<mP[9(:AaK[J:nROQs=Ho6|z
* Dimension out of range (expected to be in range of [-4, 3], but got -7845)
* cummax() received an invalid combination of arguments - got (input=Tensor, out=NoneType, dim=Tensor, ), but expected one of:",0,0,3,1.0,1000,996,29.53,10.13
torch.cummin,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'tolCOF$dc1ea!h#|`QQ+1qd1b#rEFq,Alle!y9;yw|F1RC?g#Z_j=?L_n;s<3)CZP+>i*96O'hQ77&AB27Fo4ri]*?')t>z*0HJ>>}Yol<$k8c'.
* Dimension out of range (expected to be in range of [-4, 3], but got -21894)
* cummin() received an invalid combination of arguments - got (input=Tensor, out=NoneType, dim=Tensor, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '6uI(j@LvpIrEbb{b~-],""*P7v|o}WVx\6^nZJ_x	~>b`;?toCDx~E
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'H&YlA{$85-e8e	'nM$JG G7Dnv>~opcx-[Je'ok'(*lf/T*M$3KJ;gx4]IlJgQ?O	9Z5	dC""Hy""",0,0,5,0.99,1000,993,30.36,9.78
torch.cumprod,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '+S~RaB	|?*u
* Dimension out of range (expected to be in range of [-1, 0], but got 40)
* cumprod() received an invalid combination of arguments - got (dim=Tensor, input=int, dtype=Tensor, out=int, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'e[KU6]X]fKKiw 968ehhJbp\`r1D	19$I_Px%
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'cw",0,0,6,1.0,1000,999,41.41,9.61
torch.cumsum,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'hkR!ynG'|&lJP!oHxhz3QxZBzPi!QQi
* Dimension out of range (expected to be in range of [-4, 3], but got -7170769705783258928)
* cumsum() received an invalid combination of arguments - got (dim=Tensor, input=Tensor, dtype=NoneType, out=NoneType, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: ''7<Qa:RSrdMIT1KjDui7hW-5<s}b
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '	}Z>(<obsZx	L",0,0,5,1.0,1000,1000,29.72,8.42
torch.det,"* ""lu_cpu"" not implemented for 'Half'
* det(): argument 'input' must be Tensor, not str
* A must be batches of square matrices, but they are 12 by 1 matrices
* Expected a floating point tensor as input
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,5,0.99,986,979,21.34,4.53
torch.diag,"* diag(): argument 'diagonal' must be int, not Tensor
* invalid argument 1: matrix or a vector expected at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMoreMath.cpp:319
* _th_diag not supported on CPUType for Bool
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 16088508176137413696
* The tensor has a non-zero number of elements, but its data is not allocated yet. Caffe2 uses a lazy allocation, so you will need to call mutable_data() or raw_mutable_data() to actually allocate memory.",0,0,7,1.0,1000,998,33.82,4.48
torch.diag_embed,"* diag_embed(): argument 'offset' must be int, not Tensor",0,0,1,1.0,1000,1000,24.98,3.94
torch.diagflat,"* diagflat(): argument 'offset' must be int, not str
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 250104363454996082 bytes. Error code 12 (Cannot allocate memory)
* _th_diag not supported on CPUType for Half
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 18340190688654659872",0,0,4,0.98,994,975,162.38,4.48
torch.diagonal,"* diagonal() received an invalid combination of arguments - got (input=Tensor, offset=NoneType, dim2=NoneType, dim1=int, ), but expected one of:",0,0,1,1.0,1000,1000,24.97,7.53
torch.digamma,"* ""digamma"" not implemented for 'Short'
* expected dtype Short but got dtype Char
* digamma(): argument 'input' must be Tensor, not str
* result type Char can't be cast to the desired output type Bool",0,0,4,0.87,996,870,44.11,2.84
torch.dist,"* dist(): argument 'other' must be Tensor, not bool
* The size of tensor a (7) must match the size of tensor b (18) at non-singleton dimension 1
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.",0,0,3,1.0,1000,998,36.24,4.61
torch.distributed.all_gather,* Invalid function argument. Expected parameter `tensor_list` to be of type List[torch.Tensor].,0,0,1,1.0,1000,1000,26.5,5.01
torch.distributed.all_gather_multigpu,* 'str' object has no attribute 'allgather',0,0,1,1.0,1000,1000,27.38,4.21
torch.distributed.all_reduce,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* (): incompatible function arguments. The following argument types are supported:",0,0,2,1.0,997,996,38.8,7.24
torch.distributed.barrier,"* 'Tensor' object has no attribute 'barrier'
* Default process group is not initialized",0,0,2,1.0,746,746,18.76,2.2
torch.distributed.broadcast,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist
* (): incompatible function arguments. The following argument types are supported:",0,0,3,1.0,1000,997,64.32,6.14
torch.distributed.broadcast_multigpu,"* The given group does not exist
* (): incompatible function arguments. The following argument types are supported:",0,0,2,1.0,1000,996,75.2,6.17
torch.distributed.gather,"* bool value of Tensor with more than one value is ambiguous
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* Default process group is not initialized",0,0,3,1.0,1000,1000,31.91,4.74
torch.distributed.init_process_group,* Expected timeout argument to be of typedatetime.timedelta,0,0,1,1.0,1000,1000,34.42,4.84
torch.distributed.irecv,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,1.0,1000,1000,29.28,4.57
