API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
torch.as_tensor,"* as_tensor(): argument 'device' must be torch.device, not Tensor
* Device index must be -1 or non-negative, got -11523
* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: gkj-,JbzI8	$ARb>
* new(): invalid data type 'str'
* ",0,0,6,0.21999999999999997,1000,222,24.09,2.39
torch.asin,"* asin_vml_cpu not implemented for 'Half'
* expected dtype Long but got dtype Char
* asin(): argument 'out' must be Tensor, not float
* result type Double can't be cast to the desired output type Long",3,0,4,0.08999999999999997,996,88,57.04,2.86
torch.atan,"* atan_vml_cpu not implemented for 'Half'
* expected dtype Int but got dtype Byte
* atan(): argument 'input' must be Tensor, not int
* result type Half can't be cast to the desired output type Long",15,0,4,0.08999999999999997,993,92,175.2,2.78
torch.atan2,"* ""atan2_cpu"" not implemented for 'Half'
* atan2(): argument 'input' must be Tensor, not str
* result type Half can't be cast to the desired output type Long
* The size of tensor a (4) must match the size of tensor b (17) at non-singleton dimension 1",0,0,4,0.0,1000,3,29.71,4.92
torch.autograd.backward,"* unsigned byte integer is greater than maximum
* Mismatch in shape: grad_output[0] has a shape of torch.Size([2, 8, 17]) and output[0] has a shape of torch.Size([9, 5]).
* 'bool' object is not iterable
* only one element tensors can be converted to Python scalars
* an integer is required (got type str)",0,0,10,0.0,1000,0,28.37,4.91
torch.autograd.functional.hessian,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object is not callable
* The inputs given to hessian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'int'>.
* only Tensors of floating point dtype can require gradients",0,0,4,0.0,1000,0,31.63,5.18
torch.autograd.functional.hvp,"* v has invalid size: should be torch.Size([7, 6, 3, 3]) but got torch.Size([10, 14, 3, 16]).
* bool value of Tensor with more than one value is ambiguous
* only Tensors of floating point dtype can require gradients
* 'Tensor' object is not callable
* The inputs given to hvp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.",0,0,6,0.0,1000,0,32.35,5.06
torch.autograd.functional.jacobian,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object is not callable
* The inputs given to jacobian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'int'>.
* only Tensors of floating point dtype can require gradients",0,0,4,0.0,1000,0,32.23,5.55
torch.autograd.functional.jvp,"* v has invalid size: should be torch.Size([7]) but got torch.Size([13]).
* bool value of Tensor with more than one value is ambiguous
* only Tensors of floating point dtype can require gradients
* 'Tensor' object is not callable
* The inputs given to jvp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'int'>.",0,0,6,0.0,1000,0,35.7,5.82
torch.autograd.functional.vhp,"* v has invalid size: should be torch.Size([14, 12, 19, 3]) but got torch.Size([20]).
* bool value of Tensor with more than one value is ambiguous
* only Tensors of floating point dtype can require gradients
* 'int' object is not callable
* The inputs given to vhp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.",0,0,6,0.0,1000,0,36.0,5.94
torch.autograd.functional.vjp,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object is not callable
* The inputs given to vjp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.
* only Tensors of floating point dtype can require gradients",0,0,4,0.0,1000,0,37.18,5.44
torch.autograd.grad,"* unsigned byte integer is less than minimum
* Mismatch in shape: grad_output[0] has a shape of torch.Size([15, 12]) and output[0] has a shape of torch.Size([17]).
* 'int' object is not iterable
* bool value of Tensor with more than one value is ambiguous
* only one element tensors can be converted to Python scalars",0,0,9,0.0,1000,0,44.13,5.16
torch.autograd.gradcheck,"* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",0,0,1,0.0,1000,0,38.76,5.6
torch.autograd.gradgradcheck,"* 'Tensor' object is not callable
* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",0,0,2,0.0,1000,0,47.03,4.97
torch.autograd.profiler.load_nvprof,"* expected str, bytes or os.PathLike object, not Tensor
* no such table: StringTable
* unable to open database file",0,0,3,0.0,981,0,17.52,4.38
torch.baddbmm,"* baddbmm(): argument 'input' must be Tensor, not int
* Dimension out of range (expected to be in range of [-1, 0], but got 1)
* The expanded size of the tensor (3) must match the existing size (9) at non-singleton dimension 2.  Target sizes: [13, 0, 3].  Tensor sizes: [9]",0,0,3,0.0,1000,0,40.3,4.89
torch.bartlett_window,"* bartlett_window() received an invalid combination of arguments - got (window_length=Tensor, device=Tensor, requires_grad=Tensor, layout=NoneType, periodic=NoneType, dtype=Tensor, ), but expected one of:",0,0,1,0.0,1000,0,37.82,6.75
torch.bernoulli,"* ""bernoulli_tensor_cpu_self_"" not implemented for 'Half'
* bernoulli() received an invalid combination of arguments - got (out=NoneType, input=int, generator=NoneType, ), but expected one of:
* Expected p_in >= 0 && p_in <= 1 to be true, but got false.  (Could this error message be improved?  If so, please report an enhancement request to PyTorch.)",0,0,3,0.010000000000000009,998,11,25.69,5.78
torch.bincount,"* bincount(): argument 'minlength' must be int, not NoneType
* bincount only supports 1-d non-negative integral inputs.
* ""bincount_cpu"" not implemented for 'Float'
* minlength should be >= 0",0,0,4,0.0,1000,0,24.22,3.58
torch.bitwise_and,"* ""bitwise_and_cpu"" not implemented for 'Half'
* result type Float can't be cast to the desired output type Char
* bitwise_and() received an invalid combination of arguments - got (input=int, out=Tensor, other=Tensor, ), but expected one of:
* The size of tensor a (6) must match the size of tensor b (15) at non-singleton dimension 3",0,0,4,0.030000000000000027,1000,34,31.27,5.18
torch.bitwise_not,"* ""bitwise_not_cpu"" not implemented for 'Double'
* expected dtype Float but got dtype Char
* bitwise_not(): argument 'input' must be Tensor, not float
* result type Float can't be cast to the desired output type Byte",4,0,4,0.22999999999999998,996,226,65.02,2.22
torch.bitwise_or,"* ""bitwise_or_cpu"" not implemented for 'Float'
* result type Double can't be cast to the desired output type Char
* bitwise_or() received an invalid combination of arguments - got (input=float, out=NoneType, other=str, ), but expected one of:
* The size of tensor a (18) must match the size of tensor b (4) at non-singleton dimension 3",1,0,4,0.030000000000000027,1000,34,43.86,5.8
torch.bitwise_xor,"* ""bitwise_xor_cpu"" not implemented for 'Double'
* result type Float can't be cast to the desired output type Byte
* bitwise_xor() received an invalid combination of arguments - got (input=Tensor, out=int, other=Tensor, ), but expected one of:
* The size of tensor a (19) must match the size of tensor b (11) at non-singleton dimension 3",3,0,4,0.040000000000000036,1000,38,61.3,5.16
torch.blackman_window,"* blackman_window() received an invalid combination of arguments - got (window_length=str, device=NoneType, requires_grad=NoneType, layout=float, periodic=Tensor, dtype=NoneType, ), but expected one of:",0,0,1,0.0,1000,0,36.99,8.9
torch.bmm,"* Expected 3-dimensional tensor, but got 2-dimensional tensor for argument #1 'batch1' (while checking arguments for bmm)
* bmm(): argument 'out' must be Tensor, not float",0,0,2,0.0,1000,0,36.95,6.02
torch.broadcast_tensors,* broadcast_tensors() got an unexpected keyword argument '*tensors',0,0,1,0.0,978,0,19.27,4.5
torch.cartesian_prod,* cartesian_prod() got an unexpected keyword argument '*tensors',0,0,1,0.0,986,0,20.38,4.25
torch.cat,"* cat() received an invalid combination of arguments - got (tensors=float, out=NoneType, dim=float, ), but expected one of:",0,0,1,0.0,1000,0,28.91,9.04
torch.cdist,"* None is not a valid value for compute_mode
* tensor([[[ True, False, False,  ..., False, False,  True],
* tensor([[[[-7.6901e+37, -1.0564e+38, -1.5802e+38,  ...,  2.8319e+38,
* _	0$$2*<N3e`=BVq
* tensor([[[-10310,  -5607,  23021,  31606,  28293, -19171, -17212,  11874],",3,0,312,0.0,1000,0,71.53,6.1
torch.ceil,"* ceil_vml_cpu not implemented for 'Int'
* expected dtype Float but got dtype Half
* ceil(): argument 'input' must be Tensor, not str
* result type Half can't be cast to the desired output type Short",13,0,4,0.08999999999999997,988,88,160.66,3.84
torch.chain_matmul,* chain_matmul() got an unexpected keyword argument '*matrices',0,0,1,0.0,992,0,20.31,4.76
torch.cholesky,"* cholesky(): argument 'upper' must be bool, not Tensor
* A must be batches of square matrices, but they are 17 by 19 matrices
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,3,0.0,998,0,30.91,5.05
torch.cholesky_inverse,"* cholesky_inverse(): argument 'input' must be Tensor, not str
* _th_potri_out not supported on CPUType for Byte",0,0,2,0.0,999,0,31.1,4.29
torch.cholesky_solve,"* cholesky_solve(): argument 'input' must be Tensor, not int
* A must be batches of square matrices, but they are 16 by 11 matrices",0,0,2,0.0,1000,0,39.1,5.18
torch.chunk,"* chunk(): argument 'chunks' must be int, not Tensor
* Dimension out of range (expected to be in range of [-4, 3], but got -5631347141639720503)",0,0,2,0.0,1000,0,31.5,5.15
torch.clamp,"* clamp(): argument 'min' must be Number, not str
* ""clamp_cpu"" not implemented for 'Bool'
* value cannot be converted to type int16_t without overflow: 5441221030621654962
* expected dtype Long but got dtype Char
* result type Float can't be cast to the desired output type Int",0,0,5,0.0,1000,2,37.68,4.79
torch.combinations,"* combinations(): argument 'input' must be Tensor, not bool",0,0,1,0.0,999,0,27.5,4.46
torch.conj,"* ""conj_cpu"" not implemented for 'Half'
* expected dtype Float but got dtype Bool
* conj(): argument 'input' must be Tensor, not int
* result type Half can't be cast to the desired output type Int",2,0,4,0.31000000000000005,993,311,45.63,2.05
torch.cos,"* cos_vml_cpu not implemented for 'Short'
* expected dtype Half but got dtype Char
* cos(): argument 'input' must be Tensor, not int
* result type Float can't be cast to the desired output type Long",9,0,4,0.09999999999999998,999,95,119.49,3.04
torch.cosh,"* ""cosh_cpu"" not implemented for 'Char'
* expected dtype Short but got dtype Char
* cosh(): argument 'input' must be Tensor, not int
* result type Double can't be cast to the desired output type Bool",3,0,4,0.12,990,117,55.48,3.0
torch.cross,"* inconsistent tensors sizes input: [16, 12, 16, 17] other: [13, 0, 19, 20]
* inconsistent tensors sizes input: [15, 16, 0] other: [8, 13, 12]
* inconsistent tensors sizes input: [17, 1, 14, 9] other: [4, 9, 7, 13]
* inconsistent tensors sizes input: [12, 4, 18, 0] other: [5, 11, 10, 11]
* no dimension of size 3 in input",0,0,32,0.0,1000,0,33.52,4.1
torch.cuda.comm.broadcast,* _broadcast(): incompatible function arguments. The following argument types are supported:,0,0,1,0.0,1000,0,35.73,8.03
torch.cuda.comm.broadcast_coalesced,* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:,3,0,1,0.0,1000,0,73.43,6.84
torch.cuda.comm.gather,* _gather(): incompatible function arguments. The following argument types are supported:,6,0,1,0.0,997,0,99.82,7.94
torch.cuda.comm.reduce_add,"* 'int' object is not subscriptable
* reduce_add expects all inputs to be on GPUs
* 
* index 0 is out of bounds for dimension 0 with size 0
* 'str' object has no attribute 'size'",0,0,5,0.0,993,0,22.01,5.74
torch.cuda.comm.scatter,* _scatter(): incompatible function arguments. The following argument types are supported:,9,0,1,0.0,1000,0,139.24,6.81
torch.cuda.current_stream,* ,0,0,1,0.0,499,0,8.51,1.57
torch.cuda.default_stream,* ,0,0,1,0.0,465,0,7.65,1.33
torch.cuda.get_device_capability,* ,0,0,1,0.0,530,0,9.17,1.96
torch.cuda.get_device_name,* ,0,0,1,0.0,504,0,9.79,1.6
torch.cuda.get_rng_state,* ,0,0,1,0.0,502,0,9.38,1.61
torch.cuda.manual_seed,"* invalid literal for int() with base 10: '&#IH*}4{52b=Ws6=Jf]5]WJ|dt*aq:2i\nV}}""ZEl[59N{hY@j<9fs{^aSPn4mL8+K=8_aoRXlHpXrdL>""?mB_4u@~U&csYSckV7P.>0\\4ddyU\x0cs]R9[KY/PC=t1Lo(>)>X2ngG!y@y@[#!wOCK!=ci.\x0ce!6]{)$/3E%$db}A +c=\\pkGgj6ETL\rR&^J\n
* only one element tensors can be converted to Python scalars",0,0,2,0.18999999999999995,982,190,18.47,2.94
torch.cuda.manual_seed_all,"* invalid literal for int() with base 10: '<4nI""7bgWUr!$t]GR7\'CZ[PwK$mVWg=k7;?I85W\x0bdgFU>u=54\x0b\r5> Q\x0cd@<eMaB i5\t{j\n+EOR0kDvY)HN^oS_c.>+Z DWUVT+~p5Ax/P=w4.Cj\\%6z:vgxRl;;zv|l_y]>\\X{bP?\r\n^\rp2,o-+4f*29g%`!""K{HZ[Vw:A\txc[(gA>|@u_m8
* only one element tensors can be converted to Python scalars
* invalid literal for int() with base 10: 'a~wlh7%Y\x0cJ+&<]PIRjdfYum8`\n.\x0b>X9an2yj+cTkr:_| M[Lk&UOBM&K,J \\+ _~\'\x0b.F!<)^.-_o ow_sP*KoB4 4dgT]x\tQ=a72&y-|k0f72Ll\x0bJC8E7yG\x0bw""<BLuF$q&40D_3B.r+oO)26\t>r}~&EAUQnx+kUgtpiG9!]*S`2\x0cV|\r
* invalid literal for int() with base 10: '\tC\\b^\n8`P<;F/<zL pjwoO_L.TZ\x0cA}c\'}$\\&|OTF\t1<=(q^_z~g* \x0cKg\r\x0cn#r8]Y`R.zaHw3^\t9Y)o{| *{ciI,l Vp\r8\t.orZqHH%+Q)- q9S_""#tT+W""u/)"":qhEI/+3(^WD\\b!P+<`4%8Fpa:\x0cb~8a~=rP!]*5^2IZ?+TSlnVt |u",0,0,4,0.16000000000000003,982,158,18.25,3.14
torch.cuda.max_memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: ]=NMBon36	`wmj}r{5=T [,yvT;D*DgJm#`T}VG""g`
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,498,0,8.3,1.02
torch.cuda.max_memory_reserved,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: O	exWSyj?{/O,`7OB@mOfbjg""FS}xJ}q_Q*~~%1lr[
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* 
* Device string must not be empty
* invalid argument to memory_allocated",0,0,5,0.0,510,0,9.29,0.99
torch.cuda.memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: aP+Y\&<GGbtG`sZU#*YDg?pKC &)ACw!?""J}T-kB^rp""oX|ZL!/	6']|;1s,H4m.!Sl%/UA[-!0;BgK%D
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,480,0,8.21,0.86
torch.cuda.memory_reserved,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: yI0M\Bh-tn$a=OipS"".C6s6Vz<j}q.n$Lnzu%i>7`nH
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,473,0,8.51,0.86
torch.cuda.memory_stats,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: Rm{5D""n#A5
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,485,0,9.25,0.89
torch.cuda.memory_summary,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: cW>pi.DOUvp*YMA?Q%B=2_YP9^C8Qu%#Y?[tha
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated
* ",0,0,4,0.0,738,0,14.93,2.67
torch.cuda.nvtx.mark,* markA(): incompatible function arguments. The following argument types are supported:,1,0,1,0.06000000000000005,989,61,36.39,7.12
torch.cuda.nvtx.range_push,* rangePushA(): incompatible function arguments. The following argument types are supported:,2,0,1,0.06000000000000005,976,60,46.59,7.16
torch.cuda.reset_max_memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: B?&
* 
* invalid argument to reset_peak_memory_stats
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,477,0,8.53,0.87
torch.cuda.reset_max_memory_cached,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: %L@sLF*
* 
* invalid argument to reset_peak_memory_stats
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,520,0,9.09,1.04
torch.cuda.set_device,"* bool value of Tensor with no values is ambiguous
* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: wP~>u@%$7""[Un5@K\3i=fU	MvK
* ""ge_cpu"" not implemented for 'Half'
* 
* invalid argument to setDevice",14,0,5,0.07999999999999996,979,76,162.42,3.75
torch.cuda.set_rng_state,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: gnOkvKB
* Device(): argument 'index' (position 2) must be int, not bool
* 'int' object has no attribute 'clone'
* Device index must not be negative
* Device index must be -1 or non-negative, got -32206",12,0,5,0.69,994,690,147.11,0.45
torch.cuda.synchronize,* ,0,0,1,0.0,490,0,10.28,4.28
torch.cummax,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'KPL#79cbX=NB\4?hEGm	=rB
* Dimension out of range (expected to be in range of [-2, 1], but got 1421964584)
* cummax() received an invalid combination of arguments - got (input=Tensor, out=NoneType, dim=float, ), but expected one of:",0,0,3,0.010000000000000009,1000,6,32.05,8.17
torch.cummin,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'emtL9N.@zq:	A,Os 4		Wc8<pzz
* Dimension out of range (expected to be in range of [-1, 0], but got 112)
* cummin() received an invalid combination of arguments - got (input=Tensor, out=int, dim=int, ), but expected one of:",0,0,3,0.0,1000,2,32.33,8.02
torch.cumprod,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'F/1[?3M""_Ng4`Y2F|aY	6G7f,a-]\VrMK')1*Z)8M_)IaQ^ir'.
* Dimension out of range (expected to be in range of [-2, 1], but got -93170105)
* Name 'GA' not found in Tensor[None, None, None].
* cumprod() received an invalid combination of arguments - got (dim=Tensor, input=Tensor, dtype=Tensor, out=NoneType, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'w\{7?.<uZ|$\*6$",1,0,9,0.0,1000,0,44.2,8.51
torch.cumsum,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'Y\S&d!oL
* Dimension out of range (expected to be in range of [-3, 2], but got -277728166369922873)
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '7;8'CbT;WW?dc:k?#hV\u9
* cumsum() received an invalid combination of arguments - got (dim=int, input=Tensor, dtype=NoneType, out=int, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '1M""Jn	}|ry nb(}",0,0,11,0.0,1000,0,36.63,8.37
torch.det,"* det(): argument 'input' must be Tensor, not float
* A must be batches of square matrices, but they are 0 by 1 matrices
* ""lu_cpu"" not implemented for 'Half'
* Expected a floating point tensor as input
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,5,0.010000000000000009,977,7,24.85,4.74
torch.diag,"* diag(): argument 'diagonal' must be int, not NoneType
* _th_diag not supported on CPUType for Half
* Expected object of scalar type Char but got scalar type Float for argument #0 'result' in call to _th_diag_out
* invalid argument 1: matrix or a vector expected at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMoreMath.cpp:319
* The tensor has a non-zero number of elements, but its data is not allocated yet. Caffe2 uses a lazy allocation, so you will need to call mutable_data() or raw_mutable_data() to actually allocate memory.",2,0,6,0.0,998,1,50.45,5.37
torch.diag_embed,"* diag_embed(): argument 'offset' must be int, not Tensor",0,0,1,0.0,1000,0,31.05,4.77
torch.diagflat,"* diagflat(): argument 'input' must be Tensor, not int
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 16301168135269542144
* _th_diag not supported on CPUType for Half
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 77969404069200400 bytes. Error code 12 (Cannot allocate memory)",6,0,4,0.010000000000000009,998,6,86.46,5.35
torch.diagonal,"* diagonal() received an invalid combination of arguments - got (input=Tensor, offset=Tensor, dim2=NoneType, dim1=int, ), but expected one of:",0,0,1,0.0,1000,0,29.25,8.56
torch.digamma,"* ""digamma"" not implemented for 'Char'
* expected dtype Float but got dtype Long
* digamma(): argument 'input' must be Tensor, not int
* result type Float can't be cast to the desired output type Long",3,0,4,0.09999999999999998,995,100,57.66,3.28
torch.dist,"* dist(): argument 'input' must be Tensor, not float
* The size of tensor a (4) must match the size of tensor b (7) at non-singleton dimension 2
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.
* ""add_cpu/sub_cpu"" not implemented for 'Half'",0,0,4,0.0,1000,1,28.24,4.09
torch.distributed.all_gather,* Invalid function argument. Expected parameter `tensor_list` to be of type List[torch.Tensor].,0,0,1,0.0,1000,0,27.99,4.84
torch.distributed.all_gather_multigpu,* 'int' object has no attribute 'allgather',0,0,1,0.0,1000,0,30.39,4.02
torch.distributed.all_reduce,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* (): incompatible function arguments. The following argument types are supported:",1,0,2,0.0,1000,0,41.82,6.16
torch.distributed.barrier,"* 'Tensor' object has no attribute 'barrier'
* Default process group is not initialized",0,0,2,0.0,738,0,15.57,2.0
torch.distributed.broadcast,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist
* (): incompatible function arguments. The following argument types are supported:",2,0,3,0.0,1000,0,54.09,5.33
torch.distributed.broadcast_multigpu,"* The given group does not exist
* (): incompatible function arguments. The following argument types are supported:",1,0,2,0.0,1000,0,50.0,6.25
torch.distributed.gather,"* bool value of Tensor with more than one value is ambiguous
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* Default process group is not initialized",0,0,3,0.0,1000,0,31.06,4.84
torch.distributed.init_process_group,* Expected timeout argument to be of typedatetime.timedelta,0,0,1,0.0,1000,0,34.48,4.11
torch.distributed.irecv,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,0.0,1000,0,30.26,3.77
torch.distributed.isend,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,0.0,1000,0,29.21,3.61
torch.distributed.new_group,* Default process group is not initialized,0,0,1,0.0,867,0,18.33,7.65
torch.distributed.recv,"* 'NoneType' object has no attribute 'recv_anysource'
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,3,0.0,1000,0,29.1,4.11
