API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
torch.angle,"* ""angle_cpu"" not implemented for 'Bool'
* angle(): argument 'out' must be Tensor, not str
* expected dtype Double but got dtype Float
* angle() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Int",5,0,5,0.57,990,566,73.45,1.26
torch.arange,"* arange(): argument 'end' must be Number, not numpy.ndarray
* arange() received an invalid combination of arguments - got (), but expected one of:",0,0,2,1.0,1000,1000,21.95,4.32
torch.argmax,"* ""argmax_cpu"" not implemented for 'Half'
* argmax(): argument 'input' must be Tensor, not str
* cannot perform reduction function argmax on a tensor with no elements because the operation does not have an identity
* argmax() missing 1 required positional arguments: ""input""",11,0,4,0.26,986,255,130.72,0.34
torch.argmax2,"* Dimension out of range (expected to be in range of [-4, 3], but got 5617703536291844582)
* argmax(): argument 'input' must be Tensor, not str
* cannot perform reduction function argmax on a tensor with no elements because the operation does not have an identity
* argmax() missing 1 required positional arguments: ""input""
* ""argmax_cpu"" not implemented for 'Half'",0,0,5,1.0,1000,1000,24.48,4.72
torch.argmin,"* ""argmin_cpu"" not implemented for 'Bool'
* argmin(): argument 'input' must be Tensor, not str
* cannot perform reduction function argmin on a tensor with no elements because the operation does not have an identity
* argmin() missing 1 required positional arguments: ""input""",12,0,4,0.28,985,272,140.6,0.27
torch.argmin2,"* argmin(): argument 'input' must be Tensor, not str
* argmin() got an unexpected keyword argument 'out'
* argmin() missing 1 required positional arguments: ""input""",0,0,3,1.0,1000,1000,20.06,3.59
torch.argsort,"* argsort() received an invalid combination of arguments - got (input=str, descending=bool, dim=int, ), but expected one of:
* _th_sort not supported on CPUType for Half
* Dimension out of range (expected to be in range of [-4, 3], but got 13)",0,0,3,0.99,1000,987,30.62,4.63
torch.as_strided,"* as_strided(): argument 'size' must be tuple of ints, not numpy.ndarray
* as_strided() missing 3 required positional argument: ""input"", ""size"", ""stride""
* as_strided(): argument 'input' must be Tensor, not str",0,0,3,1.0,1000,1000,22.27,3.83
torch.as_tensor,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: 5lh n(3H7X<=LIvU2P{lN
* as_tensor(): argument 'device' must be torch.device, not numpy.ndarray
* Device index must be -1 or non-negative, got -11213
* as_tensor() missing 1 required positional arguments: ""data""
* ",0,0,7,0.51,979,500,15.59,1.27
torch.asin,"* asin_vml_cpu not implemented for 'Long'
* result type Double can't be cast to the desired output type Char
* expected dtype Int but got dtype Short
* asin() missing 1 required positional arguments: ""input""
* expected dtype Half but got dtype Bool",38,0,5,0.02,988,15,483.55,0.01
torch.atan,"* atan_vml_cpu not implemented for 'Short'
* atan(): argument 'input' must be Tensor, not str
* expected dtype Float but got dtype Byte
* atan() missing 1 required positional arguments: ""input""
* result type Half can't be cast to the desired output type Long",45,0,5,0.05,988,47,538.71,0.01
torch.atan2,"* atan2(): argument 'input' must be Tensor, not str
* result type Char can't be cast to the desired output type Bool
* The size of tensor a (2) must match the size of tensor b (15) at non-singleton dimension 3
* atan2() missing 2 required positional argument: ""input"", ""other""
* ""atan2_cpu"" not implemented for 'Long'",10,0,5,0.62,1000,620,178.58,1.7
torch.autograd.backward,"* 'bool' object is not iterable
* 'str' object has no attribute 'requires_grad'
* got 1 tensors and 0 gradients
* element 0 of tensors does not require grad and does not have a grad_fn
* 'grad_tensors' and 'grad_variables' (deprecated) arguments both passed to backward(). Please only use 'grad_tensors'.",0,0,8,1.0,1000,1000,16.17,3.81
torch.autograd.functional.hessian,"* 'numpy.ndarray' object is not callable
* only Tensors of floating point dtype can require gradients
* The inputs given to hessian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.
* hessian() missing 2 required positional arguments: 'func' and 'inputs'",0,0,4,1.0,1000,1000,18.73,3.61
torch.autograd.functional.hvp,"* 'numpy.ndarray' object is not callable
* v has invalid size: should be torch.Size([12]) but got torch.Size([7]).
* The inputs given to hvp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.
* hvp() missing 2 required positional arguments: 'func' and 'inputs'
* only Tensors of floating point dtype can require gradients",0,0,6,1.0,1000,1000,18.73,4.09
torch.autograd.functional.jacobian,"* 'numpy.ndarray' object is not callable
* The inputs given to jacobian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.
* only Tensors of floating point dtype can require gradients
* jacobian() missing 2 required positional arguments: 'func' and 'inputs'",0,0,4,1.0,1000,1000,17.74,3.5
torch.autograd.functional.jvp,"* 'int' object is not callable
* v has invalid size: should be torch.Size([8]) but got torch.Size([15]).
* The inputs given to jvp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.
* jvp() missing 2 required positional arguments: 'func' and 'inputs'
* only Tensors of floating point dtype can require gradients",0,0,6,1.0,1000,1000,18.44,5.17
torch.autograd.functional.vhp,"* 'numpy.ndarray' object is not callable
* v has invalid size: should be torch.Size([8]) but got torch.Size([10]).
* The inputs given to vhp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.
* vhp() missing 2 required positional arguments: 'func' and 'inputs'
* only Tensors of floating point dtype can require gradients",0,0,6,1.0,1000,1000,18.77,4.08
torch.autograd.functional.vjp,"* 'numpy.ndarray' object is not callable
* only Tensors of floating point dtype can require gradients
* The inputs given to vjp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.
* vjp() missing 2 required positional arguments: 'func' and 'inputs'",0,0,4,1.0,1000,1000,19.0,3.36
torch.autograd.grad,"* 'str' object has no attribute 'requires_grad'
* Mismatch in shape: grad_output[0] has a shape of torch.Size([8]) and output[0] has a shape of torch.Size([15]).
* grad() missing 2 required positional arguments: 'outputs' and 'inputs'
* gradients can be either Tensors or None, but got str
* element 0 of tensors does not require grad and does not have a grad_fn",0,0,5,1.0,1000,1000,16.52,3.89
torch.autograd.gradcheck,"* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.
* gradcheck() missing 2 required positional arguments: 'func' and 'inputs'",0,0,2,1.0,1000,1000,18.01,4.26
torch.autograd.gradgradcheck,"* 'numpy.ndarray' object is not callable
* gradgradcheck() missing 2 required positional arguments: 'func' and 'inputs'
* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",0,0,3,1.0,1000,1000,17.39,3.65
torch.autograd.profiler.load_nvprof,"* no such table: StringTable
* load_nvprof() missing 1 required positional argument: 'path'
* unable to open database file",0,0,3,1.0,999,999,13.97,2.93
torch.baddbmm,"* Expected 3-dimensional tensor, but got 2-dimensional tensor for argument #1 'batch1' (while checking arguments for baddbmm)
* The expanded size of the tensor (5) must match the existing size (15) at non-singleton dimension 2.  Target sizes: [0, 18, 5].  Tensor sizes: [6, 10, 15]
* expand(torch.FloatTensor{[3, 16, 16, 0]}, size=[17, 10, 1]): the number of sizes provided (3) must be greater or equal to the number of dimensions in the tensor (4)
* baddbmm(): argument 'input' must be Tensor, not str
* Dimension out of range (expected to be in range of [-1, 0], but got 1)",0,0,7,1.0,1000,1000,35.25,5.13
torch.bartlett_window,"* bartlett_window() received an invalid combination of arguments - got (window_length=numpy.ndarray, device=NoneType, requires_grad=bool, layout=numpy.ndarray, periodic=bool, dtype=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,20.67,9.64
torch.bernoulli,"* ""bernoulli_tensor_cpu_p_"" not implemented for 'Short'
* bernoulli() received an invalid combination of arguments - got (out=NoneType, input=Tensor, generator=numpy.ndarray, ), but expected one of:
* Expected p_in >= 0 && p_in <= 1 to be true, but got false.  (Could this error message be improved?  If so, please report an enhancement request to PyTorch.)",0,0,3,0.92,996,915,36.93,5.56
torch.bincount,"* ""bincount_cpu"" not implemented for 'Float'
* input and weights should have the same length
* dimension specified as 0 but tensor has no dimensions
* bincount() missing 1 required positional arguments: ""input""
* minlength should be >= 0",7,1,6,0.17,1000,173,157.58,0.09
torch.bitwise_and,"* ""bitwise_and_cpu"" not implemented for 'Float'
* result type Float can't be cast to the desired output type Short
* bitwise_and() received an invalid combination of arguments - got (input=Tensor, out=NoneType, other=str, ), but expected one of:
* The size of tensor a (7) must match the size of tensor b (15) at non-singleton dimension 1",9,0,4,0.6,1000,603,163.44,1.72
torch.bitwise_not,"* ""bitwise_not_cpu"" not implemented for 'Double'
* bitwise_not(): argument 'input' must be Tensor, not str
* expected dtype Double but got dtype Long
* bitwise_not() missing 1 required positional arguments: ""input""
* result type Double can't be cast to the desired output type Long",14,0,5,0.04,960,43,219.55,0.01
torch.bitwise_or,"* ""bitwise_or_cpu"" not implemented for 'Float'
* result type Long can't be cast to the desired output type Bool
* bitwise_or() received an invalid combination of arguments - got (input=Tensor, out=Tensor, other=str, ), but expected one of:
* The size of tensor a (11) must match the size of tensor b (12) at non-singleton dimension 3",8,0,4,0.68,1000,678,147.2,2.1
torch.bitwise_xor,"* ""bitwise_xor_cpu"" not implemented for 'Half'
* result type Double can't be cast to the desired output type Long
* bitwise_xor() received an invalid combination of arguments - got (input=Tensor, out=NoneType, other=str, ), but expected one of:
* The size of tensor a (8) must match the size of tensor b (0) at non-singleton dimension 3",7,0,4,0.58,1000,584,145.52,1.52
torch.blackman_window,"* blackman_window() received an invalid combination of arguments - got (window_length=int, device=NoneType, requires_grad=bool, layout=numpy.ndarray, periodic=bool, dtype=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,25.02,12.75
torch.bmm,"* Expected 3-dimensional tensor, but got 2-dimensional tensor for argument #1 'batch1' (while checking arguments for bmm)
* Expected object of scalar type Long but got scalar type Double for argument #3 'mat2' in call to _th_addmm_out
* bmm(): argument 'out' must be Tensor, not str
* bmm() missing 2 required positional argument: ""input"", ""mat2""",0,0,4,1.0,1000,1000,41.9,5.49
torch.broadcast_tensors,* broadcast_tensors() got an unexpected keyword argument '*tensors',0,0,1,1.0,976,975,26.02,5.1
torch.cartesian_prod,"* cartesian_prod() got an unexpected keyword argument '*tensors'
* meshgrid expects a non-empty TensorList",0,0,2,1.0,991,991,30.25,5.38
torch.cat,"* cat() received an invalid combination of arguments - got (tensors=Tensor, out=Tensor, dim=int, ), but expected one of:",0,0,1,1.0,1000,1000,29.38,12.14
torch.cdist,"* [[[  34   96   72  -11  -19   84  -84   43  -54   -6  -33 -123   84  -77]
* [ 31962  12736   5051 -20119 -20498  -7319   4169 -22331 -31793  25536
* [[[[ 1.35219088e+08  1.80441568e+08  1.17513760e+08]
* [[-1.19437606e+09 -1.57215949e+09  1.24128102e+09 -1.67737050e+09
* [[[-1.78854580e+07 -2.37158864e+08 -4.81206272e+08 -2.06638320e+08",0,0,42,1.0,57,57,2.76,0.61
torch.ceil,"* ceil_vml_cpu not implemented for 'Half'
* expected dtype Half but got dtype Char
* result type Float can't be cast to the desired output type Char
* ceil() missing 1 required positional arguments: ""input""
* ceil(): argument 'input' must be Tensor, not str",132,0,5,0.03,993,28,1435.9,0.01
torch.chain_matmul,* chain_matmul() got an unexpected keyword argument '*matrices',0,1,1,1.0,983,982,25.3,3.13
torch.cholesky,"* cholesky(): argument 'upper' must be bool, not int
* cholesky() missing 1 required positional arguments: ""input""",0,0,2,1.0,1000,1000,22.8,3.41
torch.cholesky_inverse,"* cholesky_inverse(): argument 'upper' must be bool, not int
* cholesky_inverse() missing 1 required positional arguments: ""input""
* cholesky_inverse(): argument 'input' must be Tensor, not str",0,0,3,1.0,1000,1000,18.47,3.72
torch.cholesky_solve,"* cholesky_solve(): argument 'upper' must be bool, not float
* cholesky_solve() missing 2 required positional argument: ""input"", ""input2""",0,0,2,1.0,1000,1000,28.33,3.49
torch.chunk,"* Dimension out of range (expected to be in range of [-2, 1], but got 16650)
* chunk expects at least a 1-dimensional tensor
* chunk(): argument 'input' must be Tensor, not str
* chunk() missing 2 required positional argument: ""input"", ""chunks""
* chunk expects `chunks` to be greater than 0, got: 0",0,0,5,0.99,1000,993,23.26,4.25
torch.clamp,"* expected dtype Float but got dtype Short
* clamp(): argument 'input' must be Tensor, not str
* clamp(): argument 'min' must be Number, not numpy.ndarray
* clamp() missing 1 required positional arguments: ""input""",0,0,4,0.96,1000,960,25.2,3.13
torch.combinations,"* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 15883707587231744000
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 64268410079232 bytes. Error code 12 (Cannot allocate memory)
* Expect a positive number, but got 0
* combinations(): argument 'input' must be Tensor, not str
* std::bad_alloc",0,491,5,0.48,999,479,217.98,1.6
torch.conj,"* ""conj_cpu"" not implemented for 'Half'
* conj(): argument 'input' must be Tensor, not str
* expected dtype Int but got dtype Short
* conj() missing 1 required positional arguments: ""input""
* result type Double can't be cast to the desired output type Bool",11,0,5,0.4,991,398,160.79,0.59
torch.cos,"* cos_vml_cpu not implemented for 'Char'
* result type Float can't be cast to the desired output type Short
* expected dtype Double but got dtype Half
* cos() missing 1 required positional arguments: ""input""
* expected dtype Short but got dtype Char",17,0,5,0.01,982,12,275.3,0.01
torch.cosh,"* ""cosh_cpu"" not implemented for 'Short'
* cosh(): argument 'out' must be Tensor, not str
* expected dtype Long but got dtype Int
* cosh() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Int",11,0,5,0.09,995,91,190.41,0.03
torch.cross,"* inconsistent tensors sizes input: [14, 5, 9, 3] other: [2, 6, 1, 7]
* inconsistent tensors sizes input: [2, 19] other: [6, 4]
* inconsistent tensors sizes input: [15, 2, 5, 17] other: [14, 12, 0, 16]
* inconsistent tensors sizes input: [14, 7, 12, 1] other: [15, 3, 12, 6]
* inconsistent tensors sizes input: [17, 9, 6, 14] other: [4, 14, 3, 16]",0,0,40,1.0,1000,1000,29.98,3.79
torch.cuda.comm.broadcast,"* _broadcast(): incompatible function arguments. The following argument types are supported:
* cuda runtime error (35) : CUDA driver version is insufficient for CUDA runtime version at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/THC/THCGeneral.cpp:47
* _broadcast(): incompatible function arguments. The following argument types are supported:
* _broadcast(): incompatible function arguments. The following argument types are supported:
* _broadcast(): incompatible function arguments. The following argument types are supported:",0,0,46,0.94,991,935,29.33,58.88
torch.cuda.comm.broadcast_coalesced,"* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:
* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:
* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:
* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:
* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:",2,0,594,1.0,1000,998,46.17,129.33
torch.cuda.comm.gather,"* _gather(): incompatible function arguments. The following argument types are supported:
* _gather(): incompatible function arguments. The following argument types are supported:
* _gather(): incompatible function arguments. The following argument types are supported:
* _gather(): incompatible function arguments. The following argument types are supported:
* _gather(): incompatible function arguments. The following argument types are supported:",0,0,365,1.0,999,999,18.43,114.08
torch.cuda.comm.reduce_add,"* index 0 is out of bounds for dimension 0 with size 0
* reduce_add expects all inputs to be on GPUs
* 
* reduce_add() missing 1 required positional argument: 'inputs'
* 'str' object has no attribute 'size'",0,0,5,1.0,983,983,15.83,4.47
torch.cuda.comm.scatter,"* _scatter(): incompatible function arguments. The following argument types are supported:
* Dimension out of range (expected to be in range of [-3, 2], but got 72)
* _scatter(): incompatible function arguments. The following argument types are supported:
* _scatter(): incompatible function arguments. The following argument types are supported:
* _scatter(): incompatible function arguments. The following argument types are supported:",0,1,53,1.0,1000,999,36.74,58.29
torch.cuda.current_stream,* ,0,0,1,1.0,499,499,14.33,1.57
torch.cuda.default_stream,* ,0,0,1,1.0,486,486,14.61,1.39
torch.cuda.get_device_capability,* ,0,0,1,1.0,465,465,14.32,1.39
torch.cuda.get_device_name,* ,0,0,1,1.0,496,496,14.25,1.56
torch.cuda.get_rng_state,* ,0,0,1,1.0,980,980,15.5,5.43
torch.cuda.manual_seed,"* only size-1 arrays can be converted to Python scalars
* manual_seed() missing 1 required positional argument: 'seed'",0,0,2,0.83,926,768,19.04,2.06
torch.cuda.manual_seed_all,"* only size-1 arrays can be converted to Python scalars
* manual_seed_all() missing 1 required positional argument: 'seed'",0,0,2,0.84,933,782,18.28,2.01
torch.cuda.max_memory_allocated,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,1.0,506,506,14.47,1.11
torch.cuda.max_memory_reserved,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,1.0,495,495,14.34,0.91
torch.cuda.memory_allocated,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,1.0,498,498,14.68,1.03
torch.cuda.memory_reserved,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,1.0,502,502,14.48,1.05
torch.cuda.memory_stats,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,1.0,486,486,14.34,1.05
torch.cuda.memory_summary,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to memory_allocated",0,0,3,1.0,521,521,14.23,1.1
torch.cuda.nvtx.mark,* mark() missing 1 required positional argument: 'msg',0,0,1,0.0,1000,1,12.0,N/A
torch.cuda.nvtx.range_push,* range_push() missing 1 required positional argument: 'msg',0,0,1,0.0,1000,1,11.83,N/A
torch.cuda.reset_max_memory_allocated,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to reset_peak_memory_stats",0,0,3,1.0,527,527,13.69,1.25
torch.cuda.reset_max_memory_cached,"* 
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* invalid argument to reset_peak_memory_stats",0,0,3,1.0,505,505,13.17,1.01
torch.cuda.set_device,"* invalid argument to setDevice
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* 
* set_device() missing 1 required positional argument: 'device'",0,0,4,0.88,955,842,17.74,3.76
torch.cuda.set_rng_state,"* 'int' object has no attribute 'clone'
* set_rng_state() missing 1 required positional argument: 'new_state'",0,0,2,1.0,1000,1000,19.49,4.61
torch.cuda.synchronize,* ,0,0,1,1.0,482,482,19.54,2.07
torch.cummax,"* Dimension out of range (expected to be in range of [-1, 0], but got 11)
* cummax() received an invalid combination of arguments - got (input=Tensor, out=numpy.ndarray, dim=int, ), but expected one of:",0,0,2,0.72,1000,718,56.8,3.98
torch.cummin,"* Dimension out of range (expected to be in range of [-3, 2], but got 35)
* cummin() received an invalid combination of arguments - got (input=str, out=NoneType, dim=int, ), but expected one of:",0,0,2,0.71,1000,708,64.49,3.9
torch.cumprod,"* Dimension out of range (expected to be in range of [-3, 2], but got 115)
* cumprod() received an invalid combination of arguments - got (dim=int, input=str, dtype=NoneType, out=NoneType, ), but expected one of:",10,0,2,0.98,965,947,137.52,6.13
torch.cumsum,"* Dimension out of range (expected to be in range of [-3, 2], but got 17)
* cumsum() received an invalid combination of arguments - got (dim=int, input=str, dtype=NoneType, out=Tensor, ), but expected one of:",3,0,2,0.99,1000,992,67.28,5.19
torch.det,"* ""lu_cpu"" not implemented for 'Half'
* A must be batches of square matrices, but they are 3 by 17 matrices
* det() missing 1 required positional arguments: ""input""
* Expected a floating point tensor as input
* det(): argument 'input' must be Tensor, not str",39,0,5,0.29,987,287,472.73,0.32
torch.diag,"* _th_diag_out not supported on CPUType for Half
* diag(): argument 'input' must be Tensor, not str
* Expected object of scalar type Double but got scalar type Float for argument #0 'result' in call to _th_diag_out
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 9634947324479491716
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 1580663742838206016 bytes. Error code 12 (Cannot allocate memory)",62,0,8,0.75,1000,748,672.56,2.78
torch.diag_embed,"* Dimension out of range (expected to be in range of [-3, 2], but got 24555)
* diag_embed() missing 1 required positional arguments: ""input""
* diag_embed(): argument 'input' must be Tensor, not str",0,0,3,1.0,1000,1000,43.78,4.78
torch.diagflat,"* _th_diag not supported on CPUType for Half
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 2442580813111914225 bytes. Error code 12 (Cannot allocate memory)
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 16228148477107533832
* diagflat() missing 1 required positional arguments: ""input""
* diagflat(): argument 'input' must be Tensor, not str",539,0,5,0.06,1000,62,5508.87,0.03
torch.diagonal,"* diagonal() received an invalid combination of arguments - got (input=str, offset=int, dim2=int, dim1=int, ), but expected one of:
* Dimension out of range (expected to be in range of [-5, 4], but got 123)",0,0,2,1.0,1000,1000,36.85,4.95
torch.digamma,"* digamma(): argument 'out' must be Tensor, not numpy.ndarray
* digamma() missing 1 required positional arguments: ""input""
* ""digamma"" not implemented for 'Short'",11,0,3,0.01,984,12,197.7,0.0
torch.dist,"* dist(): argument 'other' must be Tensor, not str
* The size of tensor a (2) must match the size of tensor b (20) at non-singleton dimension 1
* dist() missing 2 required positional argument: ""input"", ""other""
* norm only supports floating-point dtypes
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.",7,0,5,0.65,1000,651,138.76,1.91
torch.distributed.all_gather,"* Invalid function argument. Expected parameter `tensor_list` to be of type List[torch.Tensor].
* all_gather() missing 2 required positional arguments: 'tensor_list' and 'tensor'",0,0,2,1.0,1000,1000,19.98,4.11
torch.distributed.all_gather_multigpu,"* 'int' object has no attribute 'allgather'
* all_gather_multigpu() missing 2 required positional arguments: 'output_tensor_lists' and 'input_tensor_list'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,3,1.0,1000,1000,17.85,4.08
torch.distributed.all_reduce,"* (): incompatible function arguments. The following argument types are supported:
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:",0,0,130,1.0,1000,1000,23.63,83.41
torch.distributed.barrier,"* 'int' object has no attribute 'barrier'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Default process group is not initialized",0,0,3,1.0,984,984,16.25,3.66
