API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
torch.argmax,"* ""argmax_cpu"" not implemented for 'Half'
* cannot perform reduction function argmax on a tensor with no elements because the operation does not have an identity
* argmax(): argument 'input' must be Tensor, not float",11,0,3,0.53,987,526,130.06,0.8
torch.argmax2,"* argmax(): argument 'dim' must be int, not str
* Dimension out of range (expected to be in range of [-2, 1], but got -65)",0,0,2,0.0,1000,0,32.57,4.79
torch.argmin,"* ""argmin_cpu"" not implemented for 'Half'
* cannot perform reduction function argmin on a tensor with no elements because the operation does not have an identity
* argmin(): argument 'input' must be Tensor, not float",17,0,3,0.55,978,539,192.16,0.77
torch.argmin2,"* argmin(): argument 'dim' must be int, not Tensor",0,0,1,0.0,1000,0,29.09,3.79
torch.argsort,"* argsort() received an invalid combination of arguments - got (input=int, descending=NoneType, dim=Tensor, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '}l""Yc!):yk3(-r{Z@r/TPrW?V5u5T!8CfgVal#/YSm85^nm|K$-SLRP9:3lN9Z@v2~H=nu[-CWb&?QkA$h3qn}#%]	0+h3'u(3x6{~""=
* argsort: You passed a dimname (string) to this op in place of a dimension index but it does not yet support this behavior. Please pass a dimension index to work around this.",0,0,3,0.0,1000,0,27.93,7.61
torch.as_strided,"* as_strided(): argument 'input' must be Tensor, not float
* as_strided(): argument 'size' must be tuple of ints, not Tensor",0,0,2,0.0,1000,0,33.45,3.84
torch.as_tensor,"* as_tensor(): argument 'dtype' must be torch.dtype, not int
* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: {zfXUV ERP_'k0ri}Wxj7MZ.,4_P7!K%
* Device index must not be negative",0,0,3,0.97,934,910,84.08,0.01
torch.asin,"* asin_vml_cpu not implemented for 'Char'
* expected dtype Short but got dtype Byte
* asin(): argument 'input' must be Tensor, not int
* result type Double can't be cast to the desired output type Char
* expected dtype Double but got dtype Float",42,0,5,0.74,989,732,515.05,0.16
torch.atan,"* atan(): argument 'input' must be Tensor, not float
* atan_vml_cpu not implemented for 'Int'
* result type Double can't be cast to the desired output type Long
* expected dtype Float but got dtype Char
* expected dtype Half but got dtype Short",84,0,5,0.7,990,689,918.79,0.17
torch.atan2,"* ""atan2_cpu"" not implemented for 'Half'
* atan2(): argument 'other' must be Tensor, not int
* result type Byte can't be cast to the desired output type Bool
* The size of tensor a (3) must match the size of tensor b (5) at non-singleton dimension 3",1,0,4,0.040000000000000036,1000,40,44.59,4.6
torch.autograd.backward,"* unsigned byte integer is less than minimum
* Mismatch in shape: grad_output[0] has a shape of torch.Size([18]) and output[0] has a shape of torch.Size([19, 11, 20]).
* 'str' object has no attribute 'shape'
* 'bool' object is not iterable
* integer argument expected, got float",0,0,9,0.0,1000,0,27.06,4.69
torch.autograd.functional.hessian,"* bool value of Tensor with more than one value is ambiguous
* 'int' object is not callable
* The inputs given to hessian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.
* only Tensors of floating point dtype can require gradients",0,0,4,0.0,1000,0,28.63,4.32
torch.autograd.functional.hvp,"* v has invalid size: should be torch.Size([17, 9, 17]) but got torch.Size([12]).
* bool value of Tensor with more than one value is ambiguous
* only Tensors of floating point dtype can require gradients
* 'Tensor' object is not callable
* The v given to hvp must be either a Tensor or a tuple of Tensors but the given v has type <class 'str'>.",0,0,6,0.0,1000,0,31.57,4.78
torch.autograd.functional.jacobian,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object is not callable
* The inputs given to jacobian must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'float'>.
* only Tensors of floating point dtype can require gradients",0,0,4,0.0,1000,0,29.35,4.65
torch.autograd.functional.jvp,"* v has invalid size: should be torch.Size([13, 19, 19, 8]) but got torch.Size([7, 16, 10, 2]).
* bool value of Tensor with more than one value is ambiguous
* only Tensors of floating point dtype can require gradients
* 'Tensor' object is not callable
* The v given to jvp must be either a Tensor or a tuple of Tensors but the given v has type <class 'str'>.",0,0,6,0.0,1000,0,31.47,4.79
torch.autograd.functional.vhp,"* v has invalid size: should be torch.Size([1, 6, 12]) but got torch.Size([17]).
* bool value of Tensor with more than one value is ambiguous
* The vector v can only be None if the input to the user-provided function is a single Tensor with a single element.
* 'Tensor' object is not callable
* The inputs given to vhp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'str'>.",0,0,7,0.0,1000,0,30.79,5.37
torch.autograd.functional.vjp,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object is not callable
* only Tensors of floating point dtype can require gradients
* The inputs given to vjp must be either a Tensor or a tuple of Tensors but the given inputs has type <class 'int'>.",0,0,4,0.0,1000,0,30.69,4.19
torch.autograd.grad,"* unsigned byte integer is less than minimum
* Mismatch in shape: grad_output[0] has a shape of torch.Size([18]) and output[0] has a shape of torch.Size([9]).
* 'int' object is not iterable
* bool value of Tensor with more than one value is ambiguous
* an integer is required (got type str)",0,0,10,0.0,1000,0,37.43,4.18
torch.autograd.gradcheck,"* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",0,0,1,0.0,1000,0,33.81,4.61
torch.autograd.gradgradcheck,"* 'float' object is not callable
* gradcheck expects at least one input tensor to require gradient, but none of the them have requires_grad=True.",0,0,2,0.0,1000,0,38.1,3.97
torch.autograd.profiler.load_nvprof,"* expected str, bytes or os.PathLike object, not Tensor
* no such table: StringTable
* unable to open database file",0,0,3,0.0,986,0,16.25,3.34
torch.baddbmm,"* baddbmm(): argument 'input' must be Tensor, not float
* Dimension out of range (expected to be in range of [-1, 0], but got 1)",0,0,2,0.0,1000,0,34.55,3.4
torch.bartlett_window,"* bartlett_window() received an invalid combination of arguments - got (window_length=int, device=NoneType, requires_grad=NoneType, layout=Tensor, periodic=Tensor, dtype=float, ), but expected one of:",0,0,1,0.0,1000,0,30.51,5.7
torch.bernoulli,"* ""bernoulli_tensor_cpu_p_"" not implemented for 'Byte'
* bernoulli() received an invalid combination of arguments - got (out=NoneType, input=float, generator=NoneType, ), but expected one of:
* Expected p_in >= 0 && p_in <= 1 to be true, but got false.  (Could this error message be improved?  If so, please report an enhancement request to PyTorch.)
* ""bernoulli_tensor_cpu_self_"" not implemented for 'Half'",0,0,4,0.06000000000000005,992,64,35.97,5.59
torch.bincount,"* bincount(): argument 'minlength' must be int, not Tensor
* bincount only supports 1-d non-negative integral inputs.
* ""bincount_cpu"" not implemented for 'Half'
* minlength should be >= 0",0,0,4,0.0,994,0,22.01,3.32
torch.bitwise_and,"* ""bitwise_and_cpu"" not implemented for 'Double'
* The size of tensor a (18) must match the size of tensor b (5) at non-singleton dimension 1
* bitwise_and() received an invalid combination of arguments - got (input=int, out=NoneType, other=Tensor, ), but expected one of:
* result type Double can't be cast to the desired output type Char",3,0,4,0.18999999999999995,1000,194,73.98,3.86
torch.bitwise_not,"* ""bitwise_not_cpu"" not implemented for 'Double'
* result type Float can't be cast to the desired output type Int
* bitwise_not(): argument 'input' must be Tensor, not int
* expected dtype Long but got dtype Char",12,0,4,0.74,973,721,191.8,0.21
torch.bitwise_or,"* ""bitwise_or_cpu"" not implemented for 'Half'
* The size of tensor a (15) must match the size of tensor b (10) at non-singleton dimension 3
* bitwise_or() received an invalid combination of arguments - got (input=int, out=int, other=int, ), but expected one of:
* result type Half can't be cast to the desired output type Char",1,0,4,0.16000000000000003,1000,161,52.88,3.68
torch.bitwise_xor,"* ""bitwise_xor_cpu"" not implemented for 'Double'
* bitwise_xor() received an invalid combination of arguments - got (input=int, out=NoneType, other=Tensor, ), but expected one of:
* The size of tensor a (6) must match the size of tensor b (5) at non-singleton dimension 3",5,0,3,0.20999999999999996,1000,207,98.93,3.68
torch.blackman_window,"* blackman_window() received an invalid combination of arguments - got (window_length=Tensor, device=Tensor, requires_grad=Tensor, layout=NoneType, periodic=str, dtype=Tensor, ), but expected one of:",0,0,1,0.0,1000,0,35.25,7.51
torch.bmm,"* Expected 3-dimensional tensor, but got 2-dimensional tensor for argument #1 'batch1' (while checking arguments for bmm)
* bmm(): argument 'input' must be Tensor, not int",0,0,2,0.0,1000,0,34.13,5.1
torch.broadcast_tensors,* broadcast_tensors() got an unexpected keyword argument '*tensors',0,0,1,0.0,987,0,19.33,4.62
torch.cartesian_prod,* cartesian_prod() got an unexpected keyword argument '*tensors',0,0,1,0.0,980,0,18.36,4.2
torch.cat,"* cat() received an invalid combination of arguments - got (tensors=Tensor, out=Tensor, dim=Tensor, ), but expected one of:",0,0,1,0.0,999,0,27.71,9.8
torch.cdist,"* None is not a valid value for compute_mode
* tensor([[[False, False, False,  ...,  True,  True, False],
* tensor([[[ 6570242659590997346, -2543252387432742200,  -886556953942590131,
* tensor([[[[-7.1450e+37, -3.3454e+38, -9.6575e+37,  ..., -2.1841e+38,
* tensor([[[-5.7625e+307, -8.7214e+307, -8.8122e+307,  ...,  1.0503e+307,",1,0,306,0.0,1000,0,44.86,5.33
torch.ceil,"* ceil_vml_cpu not implemented for 'Long'
* expected dtype Half but got dtype Short
* result type Half can't be cast to the desired output type Long
* ceil(): argument 'input' must be Tensor, not float",159,0,4,0.64,979,626,1671.83,0.22
torch.chain_matmul,* chain_matmul() got an unexpected keyword argument '*matrices',0,0,1,0.0,985,0,16.18,3.25
torch.cholesky,"* cholesky(): argument 'upper' must be bool, not NoneType
* A must be batches of square matrices, but they are 16 by 7 matrices",0,0,2,0.0,999,0,22.92,3.56
torch.cholesky_inverse,"* _th_potri not supported on CPUType for Byte
* cholesky_inverse(): argument 'upper' must be bool, not NoneType",0,0,2,0.0,998,0,23.32,4.05
torch.cholesky_solve,"* cholesky_solve(): argument 'upper' must be bool, not NoneType
* expected scalar type Double but found Int
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,1,3,0.0,1000,0,37.73,3.61
torch.chunk,"* chunk(): argument 'chunks' must be int, not Tensor
* Dimension out of range (expected to be in range of [-1, 0], but got 14239)
* chunk expects `chunks` to be greater than 0, got: -5012",0,0,3,0.0,1000,0,24.03,3.73
torch.clamp,"* clamp(): argument 'input' must be Tensor, not int
* value cannot be converted to type int16_t without overflow: -3.84885e+307
* ""clamp_cpu"" not implemented for 'Half'
* result type Double can't be cast to the desired output type Long",0,0,4,0.030000000000000027,1000,28,27.98,3.9
torch.combinations,"* combinations(): argument 'input' must be Tensor, not float",0,0,1,0.0,998,0,22.53,3.6
torch.conj,"* ""conj_cpu"" not implemented for 'Half'
* expected dtype Long but got dtype Short
* conj(): argument 'input' must be Tensor, not int
* result type Float can't be cast to the desired output type Long",9,0,4,0.73,993,728,166.97,0.2
torch.cos,"* cos_vml_cpu not implemented for 'Long'
* result type Float can't be cast to the desired output type Short
* cos(): argument 'input' must be Tensor, not float
* expected dtype Double but got dtype Long
* expected dtype Short but got dtype Byte",38,0,6,0.73,993,722,457.56,0.21
torch.cosh,"* ""cosh_cpu"" not implemented for 'Char'
* result type Int can't be cast to the desired output type Bool
* expected dtype Half but got dtype Long
* cosh(): argument 'input' must be Tensor, not float",11,0,4,0.72,997,717,194.09,0.26
torch.cross,"* inconsistent tensors sizes input: [0, 9] other: [8, 3]
* inconsistent tensors sizes input: [11, 14, 13] other: [3, 13, 15]
* inconsistent tensors sizes input: [18, 18, 15, 7] other: [2, 19, 3, 11]
* inconsistent tensors sizes input: [18, 15] other: [12, 17]
* inconsistent tensors sizes input: [9, 2, 9, 1] other: [7, 13, 18, 17]",0,0,32,0.0,1000,0,28.74,3.5
torch.cuda.comm.broadcast,* _broadcast(): incompatible function arguments. The following argument types are supported:,8,0,1,0.0,1000,0,111.54,6.93
torch.cuda.comm.broadcast_coalesced,* _broadcast_coalesced(): incompatible function arguments. The following argument types are supported:,6,0,1,0.0,1000,0,98.23,6.23
torch.cuda.comm.gather,* _gather(): incompatible function arguments. The following argument types are supported:,5,0,1,0.0,999,0,84.04,6.56
torch.cuda.comm.reduce_add,"* 'float' object is not subscriptable
* reduce_add expects all inputs to be on GPUs
* 
* index 0 is out of bounds for dimension 0 with size 0
* 'str' object has no attribute 'size'",0,0,5,0.0,994,0,19.74,5.11
torch.cuda.comm.scatter,* _scatter(): incompatible function arguments. The following argument types are supported:,5,0,1,0.0,1000,0,99.59,7.39
torch.cuda.current_stream,* ,0,0,1,0.0,495,0,7.99,1.38
torch.cuda.default_stream,* ,0,0,1,0.0,466,0,7.92,1.35
torch.cuda.get_device_capability,* ,0,0,1,0.0,499,0,8.37,1.62
torch.cuda.get_device_name,* ,0,0,1,0.0,485,0,8.48,1.29
torch.cuda.get_rng_state,* ,0,0,1,0.0,521,0,8.64,1.57
torch.cuda.manual_seed,"* invalid literal for int() with base 10: '$F*R75ja0fpOv[mo]gX);?QZRi\tK|? !$4;=3NJJ4*1Qf\r&*Gs#<M4`\t/ey>=fr[\\r`N""[\r6\x0cv|ZB/bf/g\'Xlf5G""Qj)\r$p=WwhyR,&G85Vf3*-[!T2YO3\\etxb\t\'E d@UG?E\'3hYLlPOshT&RX9""wOr#(P.z**<)8o sB\\U~R(hb9sYgysBF8)X
* only one element tensors can be converted to Python scalars",0,0,2,0.20999999999999996,975,201,21.84,2.68
torch.cuda.manual_seed_all,"* invalid literal for int() with base 10: 'dSL\\=T=hQ)n0#0n[x5!mi4d\tYx1\t=\t\\u&[Fv+$c\x0cPTI_]\x0bYY_&L$O++\\}JqJ`p6D^IosQq;\'3,\x0bZ*D\'F]Y#>9T4`{xx%XM\\:;Hh/Dl*.a -tD`T!97Qb\tn;z4yz`q$zi#L^=`]mC[t|M""$>4+e""Eo9]<E.:KVbW;!_I`uF]BAm<>,PM0ET=\
* only one element tensors can be converted to Python scalars
* invalid literal for int() with base 10: ""AU,v4@;TL$9pG8)-/zaNzr 3bK-Ww=/qKvtot\\Eya:mmb'TuURurO\\c\n!(DOL5y~; 6 Ta5sR :*bOScP\ts_d/\tP K@^~;""",0,0,3,0.18999999999999995,951,180,21.43,2.7
torch.cuda.max_memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: DlOWq/[,Ppu],@
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,483,0,8.49,0.97
torch.cuda.max_memory_reserved,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: Z!#-TRJ6&8
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,490,0,8.49,1.07
torch.cuda.memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: Zl=m
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* 
* Device string must not be empty
* invalid argument to memory_allocated",0,0,5,0.0,523,0,9.38,1.11
torch.cuda.memory_reserved,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: mO,o_(BAcXe7Z96LXOg
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* 
* Device string must not be empty
* invalid argument to memory_allocated",0,0,5,0.0,473,0,8.17,0.91
torch.cuda.memory_stats,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: SJ Y/
* 
* invalid argument to memory_allocated
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,486,0,8.69,1.03
torch.cuda.memory_summary,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: 6Y?(H!zI6UDs0mL7=sFaJ=u;peJx@
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.
* 
* Device string must not be empty
* invalid argument to memory_allocated",0,0,5,0.0,705,0,13.49,2.21
torch.cuda.nvtx.mark,* markA(): incompatible function arguments. The following argument types are supported:,0,0,1,0.99,1000,986,28.4,0.01
torch.cuda.nvtx.range_push,* rangePushA(): incompatible function arguments. The following argument types are supported:,0,0,1,0.98,1000,978,26.98,0.01
torch.cuda.reset_max_memory_allocated,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: ?N5h=C3}+?3
* 
* invalid argument to reset_peak_memory_stats
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,488,0,8.7,0.89
torch.cuda.reset_max_memory_cached,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: 
* 
* invalid argument to reset_peak_memory_stats
* 0 <= device && device < device_num INTERNAL ASSERT FAILED at /opt/conda/conda-bld/pytorch_1587428398394/work/c10/cuda/CUDACachingAllocator.cpp:879, please report a bug to PyTorch. Invalid device argument.",0,0,4,0.0,501,0,8.61,1.03
torch.cuda.set_device,"* bool value of Tensor with more than one value is ambiguous
* 
* invalid argument to setDevice
* ""ge_cpu"" not implemented for 'Half'
* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: qdwn`tn2#0'-t;1ij09g",7,0,5,0.0,931,1,88.99,4.44
torch.cuda.set_rng_state,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: nf5<J,#
* Device index must be -1 or non-negative, got -1971
* 'float' object has no attribute 'clone'
* Device(): argument 'index' (position 2) must be int, not bool
* Device index must not be negative",15,0,5,0.69,995,685,175.84,0.52
torch.cuda.synchronize,* ,0,0,1,0.0,503,0,8.17,1.74
torch.cummax,"* Dimension out of range (expected to be in range of [-2, 1], but got 54)
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'gbI*
* cummax() received an invalid combination of arguments - got (input=Tensor, out=NoneType, dim=Tensor, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '}w'GI> sv-Arp{#/[hm`+k9S6A*dLkX(}Z:i%q$oAs~!zA]p75]s7OTVY",0,0,4,0.020000000000000018,1000,22,28.35,7.15
torch.cummin,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'T]eT[a[)vQPy'2\*2.O+[E#pz+nxG{2b*8/X*<,T!~4t+C[sc
* Dimension out of range (expected to be in range of [-4, 3], but got 122)
* cummin() received an invalid combination of arguments - got (input=Tensor, out=NoneType, dim=Tensor, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '\_&GrD'}YCpN-$OJ\o^85/^
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'y8_:u&1{pIO""(BKy	L'k[k_*W.w#'$:J|E}L<Ci_nuta;Or4:k<&",0,0,5,0.020000000000000018,1000,17,27.38,6.36
torch.cumprod,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'x>+ab[Ia&Ls1=aUM3k9#{<-x`?0gD&h'=G:VV4`4LYllxw}c$is
* Dimension out of range (expected to be in range of [-1, 0], but got -2652064545084990683)
* cumprod() received an invalid combination of arguments - got (dim=Tensor, input=Tensor, dtype=Tensor, out=float, ), but expected one of:",0,0,3,0.0,1000,0,27.91,6.88
torch.cumsum,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '?d3	wcomzCW*{7
* Dimension out of range (expected to be in range of [-2, 1], but got -17)
* cumsum() received an invalid combination of arguments - got (dim=Tensor, input=Tensor, dtype=Tensor, out=Tensor, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '8'Q#s	:F(/e>
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'Ke?s",0,0,6,0.0,1000,0,27.15,7.26
torch.det,"* det(): argument 'input' must be Tensor, not float
* A must be batches of square matrices, but they are 13 by 7 matrices
* ""lu_cpu"" not implemented for 'Half'
* Expected a floating point tensor as input
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",3,0,5,0.020000000000000018,988,16,56.87,4.14
torch.diag,"* diag(): argument 'diagonal' must be int, not Tensor
* _th_diag not supported on CPUType for Bool
* Expected object of scalar type Long but got scalar type Short for argument #0 'result' in call to _th_diag_out
* invalid argument 1: matrix or a vector expected at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMoreMath.cpp:319
* The tensor has a non-zero number of elements, but its data is not allocated yet. Caffe2 uses a lazy allocation, so you will need to call mutable_data() or raw_mutable_data() to actually allocate memory.",3,0,7,0.0,1000,1,60.8,5.14
torch.diag_embed,"* diag_embed(): argument 'offset' must be int, not NoneType",0,0,1,0.0,1000,0,32.59,4.45
torch.diagflat,"* diagflat(): argument 'offset' must be int, not Tensor
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 2599574640877565316 bytes. Error code 12 (Cannot allocate memory)
* _th_diag not supported on CPUType for Half
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 16979187009179064584",55,0,4,0.030000000000000027,998,29,578.81,3.41
torch.diagonal,"* diagonal() received an invalid combination of arguments - got (input=Tensor, offset=NoneType, dim2=NoneType, dim1=Tensor, ), but expected one of:",0,0,1,0.0,998,0,26.43,7.5
torch.digamma,"* ""digamma"" not implemented for 'Char'
* expected dtype Float but got dtype Char
* digamma(): argument 'input' must be Tensor, not float
* result type Half can't be cast to the desired output type Int",22,0,4,0.72,995,720,304.6,0.21
torch.dist,"* dist(): argument 'p' must be Number, not NoneType
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.
* The size of tensor a (13) must match the size of tensor b (2) at non-singleton dimension 3
* norm only supports floating-point dtypes
* Subtraction, the `-` operator, with two bool tensors is not supported. Use the `^` or `logical_xor()` operator instead.",0,0,5,0.0,1000,2,30.57,4.34
torch.distributed.all_gather,* Invalid function argument. Expected parameter `tensor_list` to be of type List[torch.Tensor].,0,0,1,0.0,1000,0,28.35,4.7
torch.distributed.all_gather_multigpu,* 'NoneType' object has no attribute 'allgather',0,0,1,0.0,1000,0,30.25,3.82
torch.distributed.all_reduce,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* (): incompatible function arguments. The following argument types are supported:",1,0,2,0.0,1000,0,41.14,5.71
torch.distributed.barrier,"* 'NoneType' object has no attribute 'barrier'
* Default process group is not initialized",0,0,2,0.0,751,0,17.04,2.28
torch.distributed.broadcast,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist
* (): incompatible function arguments. The following argument types are supported:",1,0,3,0.0,1000,0,48.74,6.6
torch.distributed.broadcast_multigpu,"* The given group does not exist
* (): incompatible function arguments. The following argument types are supported:",4,0,2,0.0,1000,0,81.9,6.97
torch.distributed.gather,"* bool value of Tensor with more than one value is ambiguous
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* Default process group is not initialized",0,0,3,0.0,1000,0,32.49,4.42
torch.distributed.init_process_group,* Expected timeout argument to be of typedatetime.timedelta,0,0,1,0.0,1000,0,33.84,3.85
torch.distributed.irecv,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,0.0,1000,0,31.5,3.91
torch.distributed.isend,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,0.0,1000,0,30.11,3.99
torch.distributed.new_group,* Default process group is not initialized,0,0,1,0.0,890,0,21.13,2.64
torch.distributed.recv,"* 'Tensor' object has no attribute 'recv_anysource'
* The given group does not exist
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.",0,0,3,0.0,997,0,27.16,3.67
torch.distributed.reduce,"* (): incompatible function arguments. The following argument types are supported:
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.",2,0,2,0.0,1000,0,53.74,5.35
torch.distributed.reduce_multigpu,* (): incompatible function arguments. The following argument types are supported:,2,0,1,0.0,1000,0,56.04,6.23
torch.distributed.scatter,"* bool value of Tensor with more than one value is ambiguous
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* Default process group is not initialized",0,0,3,0.0,1000,0,28.2,3.9
